6	header
postResults v2.0.2	single_phase_equiaxed_tension.spectralOut --cr f,p
addStrainTensors v2.0.2	single_phase_equiaxed_tension.txt --left --logarithmic
addCauchy v2.0.2	single_phase_equiaxed_tension.txt
addMises v2.0.2	single_phase_equiaxed_tension.txt --strain ln(V) --stress Cauchy
filterTable v2.0.2	--white inc,Mises(ln(V)),Mises(Cauchy)
inc	Mises(ln(V))	Mises(Cauchy)
0.0	0.0	6.86799466158e-07
1.0	0.00133200177512	313349336.471
2.0	0.00266134751302	440112924.014
3.0	0.00398804778503	469706571.869
4.0	0.00531211309945	489092666.668
5.0	0.00663355390211	505500977.863
6.0	0.00795238057685	520494003.373
7.0	0.00926860344599	534660677.039
8.0	0.0105822327709	548283786.557
9.0	0.0118932787522	561516762.334
10.0	0.0132017515308	574453327.397
