6	header
postResults v2.0.2	single_phase_equiaxed_tension.spectralOut --cr f,p
addStrainTensors v2.0.2	single_phase_equiaxed_tension.txt --left --logarithmic
addCauchy v2.0.2	single_phase_equiaxed_tension.txt
addMises v2.0.2	single_phase_equiaxed_tension.txt --strain ln(V) --stress Cauchy
filterTable v2.0.2	--white inc,Mises(ln(V)),Mises(Cauchy)
inc	Mises(ln(V))	Mises(Cauchy)
0.0	0.0	8.61801395024e-07
1.0	0.00133200177512	313450555.345
2.0	0.00266134751303	441764423.132
3.0	0.00398804778503	472092844.894
4.0	0.00531211309945	491777796.207
5.0	0.00663355390211	508399836.509
6.0	0.00795238057685	523592334.52
7.0	0.00926860344599	537953743.169
8.0	0.0105822327709	551767538.888
9.0	0.0118932787522	565183617.011
10.0	0.0132017515308	578298396.404
