6	header
postResults v2.0.2	single_phase_equiaxed_tension.spectralOut --cr f,p
addStrainTensors v2.0.2	single_phase_equiaxed_tension.txt --left --logarithmic
addCauchy v2.0.2	single_phase_equiaxed_tension.txt
addMises v2.0.2	single_phase_equiaxed_tension.txt --strain ln(V) --stress Cauchy
filterTable v2.0.2	--white inc,Mises(ln(V)),Mises(Cauchy)
inc	Mises(ln(V))	Mises(Cauchy)
0.0	0.0	3.75879624366e-06
1.0	0.00133200177512	301646751.35
2.0	0.00266134751302	434457485.757
3.0	0.00398804778503	462811496.733
4.0	0.00531211309945	480429706.462
5.0	0.00663355390211	495012048.641
6.0	0.00795238057685	508245372.459
7.0	0.00926860344599	520740507.845
8.0	0.0105822327709	532777090.074
9.0	0.0118932787522	544507938.955
10.0	0.0132017515308	556015785.313
