5	header
postResults v2.0.2	single_phase_equiaxed_tension.spectralOut --cr f,p
addStrainTensors v2.0.2	single_phase_equiaxed_tension.txt --left --logarithmic
addCauchy v2.0.2	single_phase_equiaxed_tension.txt
addMises v2.0.2	single_phase_equiaxed_tension.txt --strain ln(V) --stress Cauchy
inc	elem	node	ip	grain	1_pos	2_pos	3_pos	1_f	2_f	3_f	4_f	5_f	6_f	7_f	8_f	9_f	1_p	2_p	3_p	4_p	5_p	6_p	7_p	8_p	9_p	1_ln(V)	2_ln(V)	3_ln(V)	4_ln(V)	5_ln(V)	6_ln(V)	7_ln(V)	8_ln(V)	9_ln(V)	1_Cauchy	2_Cauchy	3_Cauchy	4_Cauchy	5_Cauchy	6_Cauchy	7_Cauchy	8_Cauchy	9_Cauchy	Mises(ln(V))	Mises(Cauchy)
0	nan	nan	1	1	32.0	32.0	32.0	1.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0	6.14359155068e-06	-2.66268471814e-07	-2.04827322093e-08	-2.66268471814e-07	6.3955687719e-06	7.87475319223e-08	-2.04827322093e-08	7.87475319223e-08	5.1861475932e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.14359155068e-06	-2.66268471814e-07	-2.04827322093e-08	-2.66268471814e-07	6.3955687719e-06	7.87475319223e-08	-2.04827322093e-08	7.87475319223e-08	5.1861475932e-06	0.0	1.20582103364e-06
1	nan	nan	1	1	32.0	32.0	32.0	1.002	5.04497455596e-21	5.99292353795e-20	9.55393607499e-23	1.0	1.00003240926e-19	-4.54845939328e-22	6.55788789632e-21	1.0	480666027.259	2032186.21802	-39851.5719999	2028129.97591	165747655.464	2372685.77296	-39772.0989891	2372685.65548	165590087.618	0.001998002662673058	0.0	0.0	0.0	-2.2204460492503136e-16	0.0	0.0	0.0	0.0	480666027.25899994	2028129.9581037923	-39772.02794401197	2028129.9759099998	165416821.82035926	2367949.873213573	-39772.098989099984	2367949.755968064	165259568.4810379	0.00133200177512	315374105.606
2	nan	nan	1	1	32.0	32.0	32.0	1.004	-1.61730353366e-20	-8.44586560593e-20	-8.51168850317e-22	1.0	4.81692913289e-19	-3.35163244449e-21	7.05006036079e-21	1.0	836272655.794	2451642.80785	-135589.780023	2441875.60148	393922026.17	4319395.59825	-135049.309607	4319395.4178	394295035.425	0.003992021269537457	0.0	0.0	0.0	2.2204460492503128e-16	0.0	0.0	0.0	2.2204460492503128e-16	836272655.794	2441875.306623506	-135049.58169621514	2441875.60148	392352615.7071713	4302186.850846614	-135049.30960700003	4302186.671115538	392724138.8695219	0.00266134751302	443817172.784
3	nan	nan	1	1	32.0	32.0	32.0	1.006	3.29900307801e-20	-1.14603743879e-18	-1.66925047613e-21	1.0	-3.40369105634e-19	4.11356918623e-21	8.1708900908e-21	1.0	1125751954.78	1964612.31051	2062.08630157	1952893.87369	654864768.786	5249105.96273	2050.57480822	5249106.47995	655345850.86	0.005982071677547469	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1125751954.78	1952894.9408648112	2049.787576113325	1952893.87369	650959014.6978132	5217799.1677236585	2050.574808219253	5217799.681858847	651437227.4950298	0.00398804778503	474652115.0
4	nan	nan	1	1	32.0	32.0	32.0	1.008	-6.44559812817e-21	3.00900803091e-18	-1.95214624563e-21	1.0	-1.69355304253e-19	1.91459224582e-20	1.30115510355e-21	1.0	1407724713.64	1718007.44946	146951.257681	1704361.92555	919727328.644	5828770.18747	145787.76531	5828771.15132	920195267.984	0.007968169649176881	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1407724713.64	1704372.469702381	145784.97785813495	1704361.9255500003	912427905.4007937	5782510.106617064	145787.76531000272	5782511.062817461	912892130.9365079	0.00531211309945	495175024.593
5	nan	nan	1	1	32.0	32.0	32.0	1.01	-1.11430534293e-20	3.01509566663e-18	6.44870005546e-21	1.0	-2.98903534143e-18	2.54093340564e-20	1.25574288792e-20	1.0	1687092051.54	1591376.20797	207935.396985	1575601.38559	1186119324.53	6249153.41824	205879.98386	6249151.6446	1186566732.41	0.009950330853168092	0.0	0.0	0.0	-2.2204460492503136e-16	0.0	0.0	0.0	-2.2204460492503136e-16	1687092051.54	1575620.0078910892	205876.63067821786	1575601.38559	1174375568.8415842	6187280.612118811	205879.98386000356	6187278.8560396	1174818546.9405942	0.00663355390211	512614560.644
6	nan	nan	1	1	32.0	32.0	32.0	1.012	4.67671116231e-20	-1.81235768519e-18	1.73873364759e-20	1.0	2.47459352051e-20	2.02919811968e-20	-3.55422965602e-20	1.0	1964925251.12	1522129.08573	220540.162614	1504051.07324	1453524743.01	6583904.57341	217934.359683	6583908.30159	1453931316.11	0.011928570865273812	0.0	0.0	0.0	-2.2204460492503136e-16	0.0	0.0	0.0	-2.2204460492503136e-16	1964925251.12	1504080.1242391304	217925.06187154152	1504051.07324	1436289271.7490118	6505834.558705533	217934.35968299737	6505838.242677866	1436691023.8241105	0.00795238057685	528561903.972
7	nan	nan	1	1	32.0	32.0	32.0	1.014	-3.1026045512e-20	-1.96540016058e-18	-4.08958094846e-21	1.0	6.59494558776e-19	1.71077494288e-20	8.29976483023e-20	1.0	2241635663.37	1491029.57255	200789.070211	1470397.61236	1721741603.07	6868757.87583	198026.260783	6868762.14151	1722093865.14	0.013902905168991434	0.0	0.0	0.0	2.2204460492503128e-16	0.0	0.0	0.0	2.2204460492503128e-16	2241635663.37	1470443.365433925	198016.83452761345	1470397.6123600001	1697970022.7514794	6773922.954467456	198026.2607829967	6773927.161252467	1698317421.2426038	0.00926860344599	543624726.333
8	nan	nan	1	1	32.0	32.0	32.0	1.016	9.9522545592e-20	6.25470965821e-19	-1.16500117472e-20	1.0	2.55926372801e-19	3.82645479561e-20	-6.49890991865e-20	1.0	2517422789.23	1478133.0158	166066.491506	1454786.06188	1990669606.03	7117226.55366	163474.922702	7117238.3127	1990962065.76	0.015873349156290163	0.0	0.0	0.0	-2.2204460492503136e-16	0.0	0.0	0.0	-2.2204460492503136e-16	2517422789.23	1454855.330511811	163451.2711673229	1454786.0618800002	1959320478.3759842	7005144.2457283465	163474.92270200126	7005155.819586615	1959608332.440945	0.0105822327709	558096108.455
9	nan	nan	1	1	32.0	32.0	32.0	1.018	-9.12454661901e-20	-1.8190942441e-18	-2.9110140117e-20	1.0	-1.47269581898e-18	4.98450765318e-20	2.74127655e-20	1.0	2792397501.96	1473930.54814	122947.626163	1447796.34069	2260253883.02	7340256.04855	120776.853288	7340253.20659	2260486682.53	0.017839918128331016	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2792397501.96	1447868.9077996071	120773.69957072705	1447796.34069	2220288686.6601176	7210467.631188606	120776.85328799595	7210464.839479367	2220517369.8722987	0.0118932787522	572136366.652
10	nan	nan	1	1	32.0	32.0	32.0	1.02	1.67421355981e-21	-6.83086246155e-18	-3.98270921332e-20	1.0	7.62627437549e-20	6.21816481874e-20	1.15247766025e-19	1.0	3066628961.14	1475070.18724	75804.9997886	1446075.01917	2530457807.1	7546323.43172	74316.1170657	7546315.48148	2530638720.4	0.01980262729617973	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3066628961.14	1446147.2423921567	74318.62724372568	1446075.01917	2480840987.352941	7398356.305607842	74316.11706568307	7398348.511254901	2481018353.3333335	0.0132017515308	585844842.915
