6	header
postResults v2.0.2	single_phase_equiaxed_tension.spectralOut --cr f,p
addStrainTensors v2.0.2	single_phase_equiaxed_tension.txt --left --logarithmic
addCauchy v2.0.2	single_phase_equiaxed_tension.txt
addMises v2.0.2	single_phase_equiaxed_tension.txt --strain ln(V) --stress Cauchy
filterTable v2.0.2	--white inc,Mises(ln(V)),Mises(Cauchy)
inc	Mises(ln(V))	Mises(Cauchy)
0.0	0.0	6.78267613559e-06
1.0	0.00133200177512	364046906.905
2.0	0.00266134751302	476116554.881
3.0	0.00398804778503	501359637.968
4.0	0.00531211309945	519283768.349
5.0	0.00663355390211	534773571.703
6.0	0.00795238057685	549027054.976
7.0	0.00926860344599	562547229.467
8.0	0.0105822327709	575584245.508
9.0	0.0118932787522	588287274.488
10.0	0.0132017515308	600740384.71
