6	header
postResults v2.0.2	single_phase_equiaxed_tension.spectralOut --cr f,p
addStrainTensors v2.0.2	single_phase_equiaxed_tension.txt --left --logarithmic
addCauchy v2.0.2	single_phase_equiaxed_tension.txt
addMises v2.0.2	single_phase_equiaxed_tension.txt --strain ln(V) --stress Cauchy
filterTable v2.0.2	--white inc,Mises(ln(V)),Mises(Cauchy)
inc	Mises(ln(V))	Mises(Cauchy)
0.0	0.0	3.1860288726e-06
1.0	0.00133200177512	323072604.966
2.0	0.00266134751303	452322980.706
3.0	0.00398804778503	479226841.501
4.0	0.00531211309945	496798608.157
5.0	0.00663355390211	511603211.342
6.0	0.00795238057685	525100621.771
7.0	0.00926860344599	537877896.432
8.0	0.0105822327709	550200366.396
9.0	0.0118932787522	562214058.111
10.0	0.0132017515308	574001808.706
