6	header
postResults v2.0.2	single_phase_equiaxed_tension.spectralOut --cr f,p
addStrainTensors v2.0.2	single_phase_equiaxed_tension.txt --left --logarithmic
addCauchy v2.0.2	single_phase_equiaxed_tension.txt
addMises v2.0.2	single_phase_equiaxed_tension.txt --strain ln(V) --stress Cauchy
filterTable v2.0.2	--white inc,Mises(ln(V)),Mises(Cauchy)
inc	Mises(ln(V))	Mises(Cauchy)
0.0	0.0	4.67604466536e-07
1.0	0.00133200177512	311618721.729
2.0	0.00266134751302	440773266.43
3.0	0.00398804778503	472144204.177
4.0	0.00531211309945	492746994.478
5.0	0.00663355390211	510142864.449
6.0	0.00795238057685	526020123.212
7.0	0.00926860344599	541005179.58
8.0	0.0105822327709	555404585.153
9.0	0.0118932787522	569377049.118
10.0	0.0132017515308	583020982.53
