6	header
postResults v2.0.2	single_phase_equiaxed_tension.spectralOut --cr f,p
addStrainTensors v2.0.2	single_phase_equiaxed_tension.txt --left --logarithmic
addCauchy v2.0.2	single_phase_equiaxed_tension.txt
addMises v2.0.2	single_phase_equiaxed_tension.txt --strain ln(V) --stress Cauchy
filterTable v2.0.2	--white inc,Mises(ln(V)),Mises(Cauchy)
inc	Mises(ln(V))	Mises(Cauchy)
0.0	0.0	7.65315943618e-07
1.0	0.00133200177512	316544432.034
2.0	0.00266134751303	444455610.517
3.0	0.00398804778503	474739903.376
4.0	0.00531211309945	494483242.921
5.0	0.00663355390211	511165767.504
6.0	0.00795238057685	526410337.576
7.0	0.00926860344599	540825766.86
8.0	0.0105822327709	554699214.501
9.0	0.0118932787522	568182847.738
10.0	0.0132017515308	581369121.292
