2	header
postResults v2.0.2	single_phase_equiaxed_tension.spectralOut --cr f,p
inc	elem	node	ip	grain	1_pos	2_pos	3_pos	1_f	2_f	3_f	4_f	5_f	6_f	7_f	8_f	9_f	1_p	2_p	3_p	4_p	5_p	6_p	7_p	8_p	9_p
74	nan	nan	1	1	32.0	32.0	32.0	1.0074	-3.18954123358e-20	4.38446091067e-18	-1.48086009162e-21	1.0	3.20901244481e-18	-5.65791538986e-22	1.30859145725e-19	1.0	1159540366.41	2199114.50937	-5212625.32633	2182960.98235	580297685.274	-8245585.92976	-5174338.93502	-8245582.66565	605885319.543
75	nan	nan	1	1	32.0	32.0	32.0	1.0075	1.27241445467e-20	-3.41077172238e-18	7.37886465428e-21	1.0	-4.61551644399e-18	3.65117522381e-21	4.34096113662e-20	1.0	1173205347.29	2377415.42427	-5322232.80095	2359718.08518	588920674.921	-8534598.55505	-5282616.92034	-8534595.20761	615364479.927
76	nan	nan	1	1	32.0	32.0	32.0	1.0076	3.96348760384e-21	1.6631078329e-18	-1.01813525696e-20	1.0	1.5012980702e-18	6.92019300462e-21	-5.22281838766e-21	1.0	1186793973.18	2548293.43352	-5437380.17933	2529073.49986	597578181.236	-8823921.14092	-5396371.71689	-8823917.63176	624883420.522
77	nan	nan	1	1	32.0	32.0	32.0	1.0077	-2.40366019805e-20	4.50470815632e-18	-6.81059157346e-21	1.0	3.65694977167e-18	3.62801416666e-21	5.92617006251e-20	1.0	1200302087.76	2711643.56592	-5557500.96306	2690924.74794	606273295.194	-9112731.59976	-5515039.13208	-9112727.99036	634442851.458
78	nan	nan	1	1	32.0	32.0	32.0	1.0078	-2.07247000548e-20	-2.92711425514e-18	-9.45198606449e-21	1.0	-6.95921938592e-19	2.31610571515e-21	1.1784842187e-20	1.0	1213725948.45	2867555.49876	-5682134.33049	2845363.55669	615008740.55	-9399910.79351	-5638160.88236	-9399906.99011	644043364.636
79	nan	nan	1	1	32.0	32.0	32.0	1.0079	1.87997990706e-20	4.7356586377e-19	-7.22107995243e-21	1.0	-2.93959723776e-18	3.06884007257e-21	-3.09712964952e-20	1.0	1227061918.05	3016003.81374	-5810790.45532	2992366.3818	623787240.242	-9684883.73781	-5765249.22623	-9684879.83307	653685542.596
80	nan	nan	1	1	32.0	32.0	32.0	1.008	4.02650842676e-21	3.75040381009e-18	-9.98179524683e-21	1.0	6.65547866499e-19	2.94310861946e-21	-1.13530539073e-20	1.0	1240307137.78	3157142.4199	-5943109.27938	3132088.63851	632610942.539	-9966824.20536	-5895946.24318	-9966820.10313	663369722.122
81	nan	nan	1	1	32.0	32.0	32.0	1.0081	7.95044645755e-21	4.391597825e-18	4.65406967798e-20	1.0	3.74381945242e-21	2.3525016621e-21	4.30787391211e-20	1.0	1253459155.73	3291003.61632	-6078732.01681	3264563.97744	641481818.13	-10245462.7609	-6029894.47572	-10245458.5991	673096130.023
82	nan	nan	1	1	32.0	32.0	32.0	1.0082	3.46350862234e-20	-1.57521492974e-18	2.77448785159e-20	1.0	-6.05720374335e-19	-6.98140436995e-22	5.79415203675e-20	1.0	1266516536.75	3417791.13478	-6217439.49083	3389997.15432	650401147.199	-10520274.7579	-6166876.05237	-10520270.4427	682864646.58
83	nan	nan	1	1	32.0	32.0	32.0	1.0083	4.73697385488e-20	5.97412006826e-18	2.75016874159e-21	1.0	-7.62225427772e-19	-2.93649117456e-21	-6.46408561486e-20	1.0	1279478387.79	3537581.73282	-6359025.11753	3508465.81641	659369963.357	-10791253.9034	-6306684.65571	-10791249.6146	692674987.647
84	nan	nan	1	1	32.0	32.0	32.0	1.0084	1.4951496367e-20	-7.04396073095e-18	-2.18115119821e-20	1.0	-3.26010077381e-18	-4.45354041799e-21	-6.69966665331e-20	1.0	1292344879.23	3650611.42983	-6503411.82289	3620206.62549	668388607.999	-11058103.8322	-6449243.53612	-11058099.4717	702526486.645
85	nan	nan	1	1	32.0	32.0	32.0	1.0085	1.10370709133e-20	4.92839172043e-19	-4.56611969935e-20	1.0	5.84638849243e-19	9.78223792405e-21	-7.29407864149e-21	1.0	1305116681.28	3756984.93638	-6650528.42379	3725324.83549	677457206.589	-11320978.8364	-6594480.72435	-11320974.6089	712418320.854
86	nan	nan	1	1	32.0	32.0	32.0	1.0086	3.6793820827e-20	5.30967731506e-18	6.28955050561e-20	1.0	-3.4710450649e-18	9.56882532601e-21	1.46779890975e-19	1.0	1317795407.73	3856951.91868	-6800407.39314	3824070.49821	686575278.661	-11579709.987	-6742428.17619	-11579705.7794	722349316.882
87	nan	nan	1	1	32.0	32.0	32.0	1.0087	-1.81278699193e-20	3.14922052142e-18	-1.01544691997e-20	1.0	-1.68496856213e-18	8.99145325845e-21	-8.40580938476e-21	1.0	1330383013.35	3950632.94045	-6953070.05105	3916564.47274	695742214.019	-11834509.3656	-6893105.63663	-11834505.3876	732318203.128
88	nan	nan	1	1	32.0	32.0	32.0	1.0088	4.97218266206e-21	-6.7357366911e-18	-6.33049594593e-20	1.0	2.63856636052e-18	6.28988137785e-21	4.96027126124e-20	1.0	1342882187.25	4038281.24992	-7108609.02211	4003060.19867	704956921.676	-12085254.0672	-7046604.69232	-12085250.1842	742323433.923
89	nan	nan	1	1	32.0	32.0	32.0	1.0089	-8.03854119279e-21	-5.17434229504e-18	-4.91874679449e-20	1.0	-2.83900132193e-18	2.64697796017e-21	1.14466907526e-19	1.0	1355295765.59	4120030.10286	-7267087.12765	4083691.00776	714218276.967	-12332145.2102	-7202986.18441	-12332141.6221	752363443.633
90	nan	nan	1	1	32.0	32.0	32.0	1.009	-4.46987723508e-20	5.88308057004e-18	-2.07543751593e-20	1.0	-2.11229833838e-18	-2.05471664158e-21	-3.73885636874e-22	1.0	1367627096.68	4196134.67615	-7428607.25624	4158712.07065	723524799.074	-12575060.991	-7362351.82108	-12575057.5394	762436481.881
91	nan	nan	1	1	32.0	32.0	32.0	1.0091	-4.21423706677e-20	8.23575759444e-19	7.57035696609e-21	1.0	-2.16408563499e-18	-6.35274710441e-21	4.54519202986e-20	1.0	1379879503.37	4266741.68168	-7593227.06304	4228269.94703	732875054.461	-12814163.1628	-7524757.26818	-12814160.0292	772540850.274
92	nan	nan	1	1	32.0	32.0	32.0	1.0092	1.06102457172e-20	-8.7443479397e-18	1.62561669882e-20	1.0	-5.52417103816e-18	-1.44922043319e-20	-1.80709185341e-19	1.0	1392056630.67	4332108.1712	-7761019.46222	4292621.47139	742267359.069	-13049318.8943	-7690274.46475	-13049315.9003	782674743.864
93	nan	nan	1	1	32.0	32.0	32.0	1.0093	4.24624895648e-20	4.62955783489e-18	2.31474086714e-20	1.0	-2.39701225086e-18	-1.66561088144e-20	9.2659117857e-20	1.0	1404161970.9	4392392.86726	-7932004.52073	4351924.98948	751700134.584	-13280649.5608	-7858921.79153	-13280646.869	792836461.661
94	nan	nan	1	1	32.0	32.0	32.0	1.0094	-2.43861116387e-20	-3.87820321473e-19	2.60537077536e-20	1.0	1.76291213689e-18	-4.25832579342e-21	5.03256684677e-20	1.0	1416199197.03	4447852.0173	-8106203.44174	4406436.33486	761171633.365	-13508015.7893	-8030719.91041	-13508013.209	803024252.96
95	nan	nan	1	1	32.0	32.0	32.0	1.0095	1.07533479632e-20	-5.60426776405e-18	-1.68682806415e-20	1.0	-3.56664067393e-18	1.27385814333e-21	4.42045319348e-21	1.0	1428171748.86	4498651.6017	-8283585.87928	4456320.91792	770680250.838	-13731510.0213	-8205637.25243	-13731507.6998	813236501.026
96	nan	nan	1	1	32.0	32.0	32.0	1.0096	-8.82518995533e-21	2.03781734167e-18	-1.21500424275e-20	1.0	3.73479325757e-18	1.55973176303e-20	-3.63396986707e-20	1.0	1440083151.21	4545042.38796	-8464118.00813	4501828.93596	780224271.602	-13950998.9136	-8383639.96493	-13950996.6575	823471575.316
97	nan	nan	1	1	32.0	32.0	32.0	1.0097	-2.56922298259e-20	-2.64967126024e-18	-3.74878253609e-21	1.0	-7.16111597547e-18	2.14603738121e-20	1.12301348683e-19	1.0	1451936652.65	4587191.88562	-8647721.5181	4543127.18418	789802143.706	-14166563.0736	-8564649.00434	-14166561.0195	833727991.941
98	nan	nan	1	1	32.0	32.0	32.0	1.0098	-2.2439342067e-20	-5.25869486519e-18	2.16018216968e-21	1.0	-4.71606107463e-18	2.43091838417e-20	4.55098229414e-20	1.0	1463735526.69	4625340.84615	-8834315.18831	4580455.73515	799412244.404	-14378089.4795	-8748583.61425	-14378087.4398	844004273.703
99	nan	nan	1	1	32.0	32.0	32.0	1.0099	-2.16903300224e-20	-4.81915424873e-20	-4.13908770812e-20	1.0	3.19985886416e-18	2.57220083279e-20	-2.69396181896e-20	1.0	1475482754.64	4659653.20752	-9023781.51825	4613977.71943	809053121.997	-14585661.963	-8935326.01414	-14585660.0676	854299091.102
100	nan	nan	1	1	32.0	32.0	32.0	1.01	9.97993409045e-22	-4.59147443949e-18	-7.65373677183e-20	1.0	9.5084411413e-20	-2.27838627922e-20	-1.41500824306e-19	1.0	1487181308.22	4690355.88018	-9216001.65859	4643919.30616	818723280.035	-14789197.0018	-9124758.25794	-14789195.0743	864611131.403
101	nan	nan	1	1	32.0	32.0	32.0	1.0099	8.03159287564e-20	-2.19398076951e-19	6.27044263346e-21	1.0	-6.95814405112e-19	-1.35789969357e-20	2.07804313486e-20	1.0	1467493891.73	4769594.89298	-9210478.75848	4722801.84405	812465814.394	-14784897.1976	-9120188.94899	-14784907.5097	858388025.054
102	nan	nan	1	1	32.0	32.0	32.0	1.0098	9.63706772655e-21	-3.18204139376e-18	-7.82711382822e-20	1.0	-8.48039129751e-18	-7.52072612933e-21	7.14452438674e-20	1.0	1448869609.37	4827637.03184	-9186279.5859	4780779.44216	805770731.875	-14748714.7385	-9097122.26025	-14748770.4973	851612522.428
103	nan	nan	1	1	32.0	32.0	32.0	1.0097	4.47984476146e-20	-5.63478080249e-18	9.36215424997e-20	1.0	-6.92676247304e-18	1.26823331517e-20	7.36968294948e-20	1.0	1430890406.61	4874503.031	-9147496.01558	4827646.90733	798803968.381	-14694421.4303	-9059610.95309	-14694427.5893	844514069.871
104	nan	nan	1	1	32.0	32.0	32.0	1.0096	-1.56771405594e-20	3.0555356996e-18	-9.57478102642e-20	1.0	-3.65630374361e-20	3.03806895378e-20	-1.00429652531e-19	1.0	1413328665.17	4919432.39878	-9098573.78829	4872646.41637	791661064.171	-14630524.7742	-9012046.47516	-14630547.5229	837205021.842
105	nan	nan	1	1	32.0	32.0	32.0	1.0095	-9.32894294837e-21	-6.51552301407e-18	1.30289218283e-20	1.0	-3.26459732762e-18	2.85410398555e-20	7.65654918591e-20	1.0	1396042647.99	4963362.93846	-9040681.62162	4916647.0984	784399594.141	-14561353.7421	-8955594.6253	-14561363.6771	829763746.252
106	nan	nan	1	1	32.0	32.0	32.0	1.0094	8.38885218221e-20	-2.20298049458e-19	1.0870518097e-19	1.0	-1.67481905602e-18	-6.43546516566e-21	1.13884572375e-19	1.0	1378947587.89	5008504.95271	-8976574.90862	4961860.08849	777055761.686	-14489539.9609	-8892973.88937	-14489550.3639	822231825.337
107	nan	nan	1	1	32.0	32.0	32.0	1.0093	-7.30251588374e-20	-3.79244112882e-18	2.82374645707e-20	1.0	-3.89507935359e-18	-2.24000509879e-21	7.84233395149e-20	1.0	1361983104.3	5055173.63429	-8907189.23573	5008590.8927	769655272.154	-14416692.0853	-8825110.48253	-14416696.8428	814640975.445
108	nan	nan	1	1	32.0	32.0	32.0	1.0092	7.18522167288e-20	-1.07844863502e-17	-4.15166085343e-20	1.0	1.60711101416e-18	1.67090483736e-21	4.12680407603e-20	1.0	1345113743.35	5103508.30756	-8834023.15567	5056982.38829	762213749.741	-14343370.7756	-8753487.37103	-14343375.3904	807008185.027
109	nan	nan	1	1	32.0	32.0	32.0	1.0091	4.19492239947e-20	-2.19236280423e-18	-6.73052049016e-20	1.0	-2.48428145985e-18	6.19723714925e-21	7.25917161964e-20	1.0	1328312212.45	5153357.34543	-8757745.05177	5106883.35779	754743168.946	-14270185.1954	-8678765.73329	-14270187.5654	799347308.298
110	nan	nan	1	1	32.0	32.0	32.0	1.009	3.90164551329e-20	1.92310227996e-18	4.45875165584e-20	1.0	-1.1717046464e-18	-3.76466440385e-20	-5.0805433223e-21	1.0	1311561500.4	5204547.34535	-8679201.5301	5158123.33855	747251254.113	-14197226.1181	-8601783.67435	-14197228.3513	791666339.14
111	nan	nan	1	1	32.0	32.0	32.0	1.0089	-3.41923378005e-20	7.39101428312e-18	-2.89587660649e-20	1.0	-2.35967993546e-18	-3.07909711217e-20	6.18846903475e-20	1.0	1294848464.52	5256832.4276	-8598829.69572	5210458.69982	739744000.94	-14124677.9376	-8522973.95676	-14124679.1556	783971671.307
112	nan	nan	1	1	32.0	32.0	32.0	1.0088	-6.57124686321e-20	-1.64290642798e-18	-8.52885250088e-20	1.0	-5.19459994824e-18	1.81317990272e-20	-4.98789909369e-21	1.0	1278164416.6	5310030.64932	-8517111.73295	5263709.51171	732225492.066	-14052495.0162	-8442814.01886	-14052496.0961	776267274.758
113	nan	nan	1	1	32.0	32.0	32.0	1.0087	-4.10587640653e-20	-1.02359001679e-17	-9.92935199599e-20	1.0	-6.27350320172e-20	3.54198738295e-20	-5.53797420104e-20	1.0	1261502671.13	5363941.13917	-8434327.19349	5317676.99817	724698898.458	-13980712.8046	-8361580.74538	-13980713.4241	768556268.117
114	nan	nan	1	1	32.0	32.0	32.0	1.0086	8.53484956032e-21	2.35518172729e-19	5.33614213158e-20	1.0	8.05783931648e-19	4.70831204665e-20	1.37351686353e-19	1.0	1244858674.95	5418421.02078	-8350756.17424	5372219.65015	717166436.077	-13909258.1119	-8279551.51436	-13909258.6357	760840663.603
115	nan	nan	1	1	32.0	32.0	32.0	1.0085	1.91847999469e-20	1.76260277134e-18	8.12878659762e-20	1.0	-6.4300620219e-18	4.22953990811e-20	3.92679180391e-20	1.0	1228228934.55	5473329.34077	-8266574.64405	5427197.96838	709629824.515	-13838115.1607	-8196900.62385	-13838115.4723	753122024.163
116	nan	nan	1	1	32.0	32.0	32.0	1.0084	3.47999019604e-20	-3.16670877393e-18	-2.53266159951e-20	1.0	-6.72853525669e-19	2.35547951231e-20	4.56140476986e-20	1.0	1211611019.1	5528567.91188	-8181944.98088	5482514.64081	702090288.575	-13767219.3533	-8113788.89252	-13767219.6038	745401385.67
117	nan	nan	1	1	32.0	32.0	32.0	1.0083	-3.10937192259e-20	-2.55108787484e-18	5.0143688733e-20	1.0	1.14627711437e-18	7.92108154581e-21	8.2840483986e-20	1.0	1195003070.77	5584046.27335	-8096974.96139	5538080.11387	694548775.568	-13696542.7599	-8030323.1003	-13696542.911	737679544.974
118	nan	nan	1	1	32.0	32.0	32.0	1.0082	4.80500946026e-20	2.03037767924e-18	6.55809469147e-20	1.0	3.35762371367e-18	-5.59174094086e-22	-5.58032584841e-20	1.0	1178403774.59	5639702.74261	-8011757.95092	5593833.23735	687005970.202	-13626037.4211	-7946595.73751	-13626037.5375	729957042.004
119	nan	nan	1	1	32.0	32.0	32.0	1.0081	-7.39056925995e-20	2.36996179047e-18	2.45015033341e-20	1.0	-3.59674591232e-18	-1.26591720945e-20	-6.89438496951e-20	1.0	1161812131.3	5695482.92491	-7926358.17609	5649720.14762	679462398.781	-13555677.9665	-7862670.45762	-13555678.0376	722234288.247
120	nan	nan	1	1	32.0	32.0	32.0	1.008	-1.31856725544e-20	-3.12436043529e-19	-6.41892155341e-22	1.0	1.7407254985e-18	-2.27507755677e-20	1.13939166296e-19	1.0	1145227426.81	5751350.16149	-7840829.00151	5705704.49275	671918445.021	-13485431.5965	-7778600.13704	-13485431.6501	714511565.859
121	nan	nan	1	1	32.0	32.0	32.0	1.0079	-2.16944659254e-20	6.36062186384e-19	-2.20691787429e-20	1.0	-5.61948954169e-18	-1.41977280339e-20	-1.43284225706e-20	1.0	1128649122.48	5807273.06407	-7755208.08167	5761755.1809	664374401.971	-13415279.3607	-7694422.10404	-13415279.3944	706789087.204
122	nan	nan	1	1	32.0	32.0	32.0	1.0078	8.3110558456e-20	5.66835771792e-18	-5.59476015009e-20	1.0	2.23813732497e-18	1.66759611491e-21	5.54244097635e-20	1.0	1112076830.7	5863230.98315	-7669525.78345	5817851.72858	656830484.017	-13345199.9649	-7610166.45374	-13345199.9904	699066999.678
123	nan	nan	1	1	32.0	32.0	32.0	1.0077	4.49345188254e-20	7.70887332274e-18	-7.59633043732e-20	1.0	3.33295222472e-18	-2.15563267631e-20	4.75959724463e-21	1.0	1095510261.42	5919206.45206	-7583803.86396	5873976.82774	649286853.716	-13275180.3999	-7525854.76101	-13275180.4166	691345412.828
124	nan	nan	1	1	32.0	32.0	32.0	1.0076	-2.77134456527e-20	-7.27781627065e-18	3.72615914634e-20	1.0	2.4245342042e-18	-2.89943348312e-20	-4.87821494447e-20	1.0	1078949204.9	5975188.29923	-7498059.46849	5930119.39197	641743630.498	-13205207.3688	-7441504.02185	-13205207.3819	683624403.078
125	nan	nan	1	1	32.0	32.0	32.0	1.0075	-1.60154574299e-20	3.08111543286e-18	2.21432114077e-20	1.0	-4.20355899225e-18	-3.04303203746e-20	-5.95752020773e-20	1.0	1062393505.5	6031167.17986	-7412304.98348	5986270.15782	634200904.237	-13135272.5869	-7357126.52315	-13135272.5965	675904026.473
126	nan	nan	1	1	32.0	32.0	32.0	1.0074	3.28266626092e-20	-3.54463436091e-19	1.90507966877e-20	1.0	1.1328577633e-18	-1.03000529875e-20	-1.63831392122e-20	1.0	1045843050.51	6087137.34806	-7326550.00135	6042423.41983	626658740.996	-13065367.8831	-7272731.77683	-13065367.8914	668184322.138
127	nan	nan	1	1	32.0	32.0	32.0	1.0073	2.09938439466e-20	4.77719964807e-18	2.09708896846e-20	1.0	-2.40532128012e-18	-6.69354551678e-21	-4.75479959708e-20	1.0	1029297757.09	6143093.97485	-7240801.56717	6098574.38866	619117190.027	-12995488.0994	-7188326.77442	-12995488.1064	660465318.329
128	nan	nan	1	1	32.0	32.0	32.0	1.0072	8.68870515426e-21	2.70749780251e-18	1.47589700795e-20	1.0	4.28403622122e-18	-2.85211875208e-21	1.60034633111e-19	1.0	1012757565.0	6199034.31092	-7155065.0598	6154720.33146	611576287.674	-12925628.3163	-7103916.85185	-12925628.3228	652747034.798
129	nan	nan	1	1	32.0	32.0	32.0	1.0071	-2.220028687e-20	-5.18983373355e-18	-4.20373187299e-21	1.0	-2.02188418871e-18	-4.12696951215e-20	-9.16350682586e-21	1.0	996222430.307	6254955.91055	-7069344.43049	6210858.82053	604036060.837	-12855785.4259	-7019505.9327	-12855785.432	645029485.584
130	nan	nan	1	1	32.0	32.0	32.0	1.007	-2.52889792773e-20	9.64047571067e-18	-2.13249229868e-20	1.0	-2.54250008572e-18	-2.16191924897e-20	5.73930996214e-20	1.0	979692320.798	6310857.59752	-6983642.69764	6266988.68402	596496529.513	-12785956.3809	-6935097.01306	-12785956.3867	637312680.518
131	nan	nan	1	1	32.0	32.0	32.0	1.0069	7.20151713095e-20	-2.35344133928e-18	3.61788120415e-21	1.0	9.72681682301e-20	-6.71670657393e-21	-7.55199355649e-20	1.0	963167213.522	6366738.33392	-6897961.99136	6323108.89011	588957708.327	-12716139.2838	-6850692.21001	-12716139.2896	629596626.157
132	nan	nan	1	1	32.0	32.0	32.0	1.0068	-5.18270012795e-20	-3.12694785624e-18	3.01205412352e-20	1.0	-2.15492709125e-18	1.15110454043e-20	8.99972506458e-21	1.0	946647091.172	6422597.59451	-6812304.02884	6379218.91306	581419608.207	-12646332.4435	-6766293.22974	-12646332.4492	621881327.43
133	nan	nan	1	1	32.0	32.0	32.0	1.0067	-4.81084108358e-20	1.04591363629e-18	6.97106461229e-20	1.0	3.78152565346e-18	2.60793503526e-20	-5.74592740704e-20	1.0	930131941.504	6478434.78149	-6726670.02198	6435318.15694	573882237.18	-12576534.8679	-6681901.27851	-12576534.8736	614166787.413
134	nan	nan	1	1	32.0	32.0	32.0	1.0066	2.79603590655e-20	5.77178838171e-18	-6.3006140463e-20	1.0	-2.92129917543e-18	2.7515335896e-20	3.32063385103e-20	1.0	913621755.592	6534249.82198	-6641060.81919	6491406.54553	566345601.04	-12506745.4782	-6597517.20067	-12506745.4839	606453008.289
135	nan	nan	1	1	32.0	32.0	32.0	1.0065	-3.39838882861e-20	3.89006167599e-18	5.29802978486e-20	1.0	5.03607078385e-18	2.9007569721e-20	1.20586389698e-20	1.0	897116527.276	6590042.64718	-6555477.1097	6547484.00775	558809703.912	-12436963.5449	-6513141.68389	-12436963.5506	598739991.303
136	nan	nan	1	1	32.0	32.0	32.0	1.0064	-3.91301924671e-20	5.99769306136e-18	-6.98789773776e-20	1.0	1.51767128324e-18	1.47436672381e-20	-1.39843154358e-20	1.0	880616251.894	6645813.42048	-6469919.3402	6603550.70225	551274548.865	-12367188.4865	-6428775.1741	-12367188.4921	591027737.354
137	nan	nan	1	1	32.0	32.0	32.0	1.0063	3.27385678739e-20	-2.99069797447e-18	-3.6414351721e-20	1.0	-5.69006790027e-19	-8.00710832951e-21	1.21244825466e-19	1.0	864120926.058	6701562.05366	-6384387.83673	6659606.53869	543740138.322	-12297420.1073	-6344417.99846	-12297420.113	583316246.781
138	nan	nan	1	1	32.0	32.0	32.0	1.0062	3.26153179627e-20	-1.59113153908e-19	4.15989130053e-21	1.0	-1.33966863287e-18	-2.04479047423e-20	7.51923720423e-20	1.0	847630547.572	6757288.67844	-6298882.83967	6715651.64417	536206473.632	-12227658.0713	-6260070.39821	-12227658.077	575605519.872
139	nan	nan	1	1	32.0	32.0	32.0	1.0061	1.76652691617e-20	1.52343838647e-18	2.57902507285e-20	1.0	-2.98924213659e-18	-1.88497917989e-20	-4.14582923012e-21	1.0	831145115.114	6812993.41732	-6213404.48634	6771686.13767	528673555.668	-12157902.1804	-6175732.5131	-12157902.1861	567895556.564
140	nan	nan	1	1	32.0	32.0	32.0	1.006	-6.45221557307e-20	4.34444191263e-18	4.42026707785e-20	1.0	-4.83395581861e-18	-8.81774532982e-21	-4.03234005007e-20	1.0	814664627.19	6868676.46141	-6127952.8729	6827710.20571	521141385.29	-12088152.264	-6091404.44129	-12088152.2696	560186356.979
141	nan	nan	1	1	32.0	32.0	32.0	1.0059	-2.91920309976e-20	9.53770679137e-19	1.4481450984e-20	1.0	-1.5964428658e-18	9.49603343211e-21	-1.80803483931e-19	1.0	798189082.558	6924337.86725	-6042528.07115	6883723.90174	513609963.216	-12018408.2167	-6007086.2574	-12018408.2222	552477921.149
142	nan	nan	1	1	32.0	32.0	32.0	1.0058	-6.09119259472e-20	7.2711028728e-18	-5.62503496051e-20	1.0	4.52078772024e-18	5.90276085118e-21	4.45039713166e-20	1.0	781718479.869	6979977.71564	-5957130.10222	6939727.30263	506079290.118	-11948669.9346	-5922777.98499	-11948669.9401	544770249.258
143	nan	nan	1	1	32.0	32.0	32.0	1.0057	-2.9257378266e-21	-4.80025813482e-18	3.57914847197e-20	1.0	7.19836557281e-19	1.19114008208e-22	9.19361620016e-20	1.0	765252818.154	7035595.99147	-5871758.96155	6995720.39057	498549366.459	-11878937.3809	-5838479.62289	-11878937.3863	537063341.341
144	nan	nan	1	1	32.0	32.0	32.0	1.0056	-2.45548564836e-20	-3.99699296814e-18	7.44528725747e-20	1.0	2.68755778666e-18	2.40874994375e-21	1.05222337e-19	1.0	748792096.43	7091192.76945	-5786414.6647	7051703.23653	491020192.667	-11809210.4774	-5754191.18915	-11809210.4828	529357197.48
145	nan	nan	1	1	32.0	32.0	32.0	1.0055	-3.38287919213e-20	-1.80882727833e-18	9.50296106974e-20	1.0	1.028714897e-19	-1.09187840857e-21	5.13067046742e-20	1.0	732336313.995	7146768.04479	-5701097.18179	7107675.83293	483491769.007	-11739489.2198	-5669912.65738	-11739489.2251	521651817.655
146	nan	nan	1	1	32.0	32.0	32.0	1.0054	1.86446510069e-20	-2.64186432962e-18	-7.20310945363e-20	1.0	-2.50744086264e-19	-1.41282448624e-21	-4.15410103624e-21	1.0	715885470.18	7202321.85851	-5615806.48311	7163638.21728	475964095.691	-11669773.5572	-5585644.00068	-11669773.5625	513947201.869
147	nan	nan	1	1	32.0	32.0	32.0	1.0053	-3.37655126044e-20	8.14953890483e-18	-5.42994441304e-20	1.0	-1.71156076446e-19	-2.34919293965e-21	4.40639112307e-20	1.0	699439564.463	7257854.20743	-5530542.51196	7219590.38359	468437172.874	-11600063.4637	-5501385.1659	-11600063.4689	506243350.038
148	nan	nan	1	1	32.0	32.0	32.0	1.0052	5.49690468363e-20	2.95078485555e-18	-1.90317715336e-20	1.0	-1.08320955575e-18	-6.75310252088e-21	8.36775907659e-21	1.0	682998596.347	7313365.09004	-5445305.19487	7275532.32711	460911000.687	-11530358.8745	-5417136.08255	-11530358.8796	498540262.073
149	nan	nan	1	1	32.0	32.0	32.0	1.0051	-7.3143445665e-21	-4.03280492558e-18	2.71397958979e-21	1.0	-2.81953279903e-18	-8.01703449686e-21	-1.31328157133e-19	1.0	666562565.514	7368854.42674	-5360094.40535	7331463.96573	453385579.174	-11460659.7396	-5332896.62804	-11460659.7447	490837937.8
150	nan	nan	1	1	32.0	32.0	32.0	1.005	-1.31885676865e-20	-2.0585431791e-18	4.02415096201e-20	1.0	-4.35337546325e-18	-1.53293111118e-20	9.78289966854e-20	1.0	650131471.697	7424322.11704	-5274909.97602	7387385.19621	445860908.332	-11390965.961	-5248666.63834	-11390965.9661	483136377.029
151	nan	nan	1	1	32.0	32.0	32.0	1.0049	-2.5628950509e-20	6.80094168443e-18	1.76344566839e-20	1.0	2.74713795182e-18	-9.25118797079e-21	-1.76437624658e-20	1.0	633705314.814	7479767.96997	-5189751.65779	7443295.82551	438336988.106	-11321277.4234	-5164445.86873	-11321277.4285	475435579.439
152	nan	nan	1	1	32.0	32.0	32.0	1.0048	-8.06418379178e-21	-2.0519637845e-18	-1.23766899153e-20	1.0	5.65631975846e-18	-7.67623608449e-22	-1.22323468984e-20	1.0	617284094.87	7535191.72829	-5104619.12659	7499195.59423	430813818.392	-11251593.9573	-5080233.99903	-11251593.9626	467735544.66
153	nan	nan	1	1	32.0	32.0	32.0	1.0047	2.926275494e-20	-2.09173297399e-18	-4.12376418728e-20	1.0	-4.91026984757e-18	7.16007538226e-21	4.79764755281e-23	1.0	600867812.02	7590593.01847	-5019511.92989	7555084.12755	423291399.049	-11181915.3334	-4996030.58188	-11181915.3388	460036272.199
154	nan	nan	1	1	32.0	32.0	32.0	1.0046	-5.34635781214e-20	-4.06193326367e-18	-2.31835978232e-20	1.0	-7.27755984466e-19	1.05746769509e-20	-3.32692042369e-20	1.0	584456466.601	7645971.3288	-4934429.49505	7610960.9127	415769729.864	-11112241.2447	-4911835.04939	-11112241.2502	452337761.427
155	nan	nan	1	1	32.0	32.0	32.0	1.0045	7.31438592553e-20	1.10097574095e-18	-5.16367497386e-20	1.0	3.56525266486e-18	1.44888956095e-20	2.04148175178e-21	1.0	568050059.34	7701325.94883	-4849371.06452	7666825.23932	408248810.48	-11042571.2858	-4827646.65042	-11042571.2912	444640011.458
156	nan	nan	1	1	32.0	32.0	32.0	1.0044	-7.02400417149e-21	-3.1980010165e-18	9.25976996965e-20	1.0	-5.06777248082e-18	9.2842751953e-21	1.83799532109e-20	1.0	551648591.444	7756655.95123	-4764335.74657	7722676.18029	400728640.33	-10972904.9593	-4743464.49869	-10972904.9644	436943021.095
157	nan	nan	1	1	32.0	32.0	32.0	1.0043	-3.74671458456e-21	-2.37522596789e-18	-1.56151020135e-21	1.0	-2.37881924047e-18	1.11404684899e-20	-4.68630904236e-20	1.0	535252064.646	7811960.10038	-4679322.42795	7778512.5019	393209218.614	-10903241.6765	-4659287.48869	-10903241.6809	429246788.824
