6	header
postResults v2.0.2	single_phase_equiaxed_tension.spectralOut --cr f,p
addStrainTensors v2.0.2	single_phase_equiaxed_tension.txt --left --logarithmic
addCauchy v2.0.2	single_phase_equiaxed_tension.txt
addMises v2.0.2	single_phase_equiaxed_tension.txt --strain ln(V) --stress Cauchy
filterTable v2.0.2	--white inc,Mises(ln(V)),Mises(Cauchy)
inc	Mises(ln(V))	Mises(Cauchy)
0.0	0.0	1.79642865375e-06
1.0	0.00133200177512	310120327.678
2.0	0.00266134751302	440971073.593
3.0	0.00398804778503	471566244.251
4.0	0.00531211309945	491184454.185
5.0	0.00663355390211	507672126.817
6.0	0.00795238057685	522734537.122
7.0	0.00926860344599	536984304.111
8.0	0.0105822327709	550698997.977
9.0	0.0118932787522	564030480.094
10.0	0.0132017515308	577070837.004
