6	header
postResults v2.0.2	single_phase_equiaxed_tension.spectralOut --cr f,p
addStrainTensors v2.0.2	single_phase_equiaxed_tension.txt --left --logarithmic
addCauchy v2.0.2	single_phase_equiaxed_tension.txt
addMises v2.0.2	single_phase_equiaxed_tension.txt --strain ln(V) --stress Cauchy
filterTable v2.0.2	--white inc,Mises(ln(V)),Mises(Cauchy)
inc	Mises(ln(V))	Mises(Cauchy)
0.0	0.0	4.99520833103e-07
1.0	0.00133200177512	316536521.361
2.0	0.00266134751302	446022697.952
3.0	0.00398804778503	479563862.598
4.0	0.00531211309945	502555606.946
5.0	0.00663355390211	522202093.769
6.0	0.00795238057685	540178257.668
7.0	0.00926860344599	557122878.409
8.0	0.0105822327709	573356244.161
9.0	0.0118932787522	589059006.617
10.0	0.0132017515308	604344920.997
