5	header
postResults v2.0.2	single_phase_equiaxed_tension.spectralOut --cr f,p
addStrainTensors v2.0.2	single_phase_equiaxed_tension.txt --left --logarithmic
addCauchy v2.0.2	single_phase_equiaxed_tension.txt
addMises v2.0.2	single_phase_equiaxed_tension.txt --strain ln(V) --stress Cauchy
inc	elem	node	ip	grain	1_pos	2_pos	3_pos	1_f	2_f	3_f	4_f	5_f	6_f	7_f	8_f	9_f	1_p	2_p	3_p	4_p	5_p	6_p	7_p	8_p	9_p	1_ln(V)	2_ln(V)	3_ln(V)	4_ln(V)	5_ln(V)	6_ln(V)	7_ln(V)	8_ln(V)	9_ln(V)	1_Cauchy	2_Cauchy	3_Cauchy	4_Cauchy	5_Cauchy	6_Cauchy	7_Cauchy	8_Cauchy	9_Cauchy	Mises(ln(V))	Mises(Cauchy)
0	nan	nan	1	1	32.0	32.0	32.0	1.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0	2.84288845844e-06	3.07194022278e-07	-8.82789652453e-08	3.07194022278e-07	3.81035058154e-06	-1.56613313313e-07	-8.82789652453e-08	-1.56613313313e-07	2.92904458077e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.84288845844e-06	3.07194022278e-07	-8.82789652453e-08	3.07194022278e-07	3.81035058154e-06	-1.56613313313e-07	-8.82789652453e-08	-1.56613313313e-07	2.92904458077e-06	0.0	1.11360687445e-06
1	nan	nan	1	1	32.0	32.0	32.0	1.002	1.01261382637e-20	-5.63674577004e-19	-9.32646140654e-22	1.0	-6.18730581202e-20	-2.99387682956e-22	1.19066703816e-20	1.0	480052281.667	3562654.57229	3870129.49976	3555543.80299	164880465.582	-2320945.91167	3862404.35917	-2320945.88612	167075614.752	0.001998002662673058	0.0	0.0	0.0	4.440892098500625e-16	0.0	0.0	0.0	2.2204460492503128e-16	480052281.66699994	3555543.485319361	3862404.6903792415	3555543.80299	164551362.8562874	-2316313.2850998	3862404.35917	-2316313.259600798	166742130.49101797	0.00133200177512	314568301.218
2	nan	nan	1	1	32.0	32.0	32.0	1.004	2.94914703794e-20	-1.26487547887e-18	3.21773258283e-22	1.0	8.78950745165e-19	6.08991046477e-21	1.04098612138e-20	1.0	836087950.5	5045412.84401	4573126.92737	5025310.58284	392212899.747	-3197598.70603	4554907.15127	-3197598.93768	396227775.542	0.003992021269537457	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	836087950.5	5025311.597619522	4554907.298177291	5025310.582840001	390650298.55278885	-3184859.2689541834	4554907.151269999	-3184859.4996812744	394649178.82669324	0.00266134751302	443641605.08
3	nan	nan	1	1	32.0	32.0	32.0	1.006	3.53454275744e-20	3.35192816156e-19	7.27918939047e-22	1.0	4.84027216977e-19	1.37026604372e-20	8.43554652779e-20	1.0	1125231261.84	5083366.93015	4191683.17685	5053048.13358	652981511.2	-2570812.3394	4166681.50726	-2570811.76536	657792961.326	0.005982071677547469	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1125231261.84	5053048.63832008	4166683.078379722	5053048.13358	649086989.2644136	-2555479.4626242546	4166681.50726	-2555478.892007952	653869742.8687873	0.00398804778503	473927460.0
4	nan	nan	1	1	32.0	32.0	32.0	1.008	8.1760186106e-20	9.73300620194e-19	-2.33099496617e-21	1.0	-2.37082164472e-18	1.9387459197e-20	3.82653751367e-20	1.0	1406510578.01	4935774.48883	4057067.76072	4896600.02014	917947498.464	-2148319.35367	4024867.39802	-2148316.24552	923212546.956	0.007968169649176881	0.0	0.0	0.0	2.2204460492503128e-16	0.0	0.0	0.0	2.2204460492503128e-16	1406510578.01	4896601.675426587	4024868.8102380955	4896600.020140001	910662200.8571429	-2131269.2000694447	4024867.398020001	-2131266.116587304	915885463.25	0.00531211309945	493393458.721
5	nan	nan	1	1	32.0	32.0	32.0	1.01	1.07037171264e-20	4.03683867183e-18	-5.29395592034e-21	1.0	1.65199011188e-18	3.60733465134e-21	3.03995078968e-19	1.0	1685205635.08	4823431.98969	4066276.00919	4775678.24737	1184451057.56	-1906290.49587	4026009.37672	-1906288.3227	1190122177.59	0.009950330853168092	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1685205635.08	4775675.237316832	4026015.8506831685	4775678.24737	1172723819.3663366	-1887416.332544554	4026009.3767200047	-1887414.180891087	1178338789.6930692	0.00663355390211	509822816.033
6	nan	nan	1	1	32.0	32.0	32.0	1.012	7.9217432903e-20	-4.4725688808e-18	-4.91841592224e-21	1.0	7.16790878266e-19	-4.40556394246e-21	-1.90769045758e-20	1.0	1962441258.37	4759736.363	4120547.53942	4703301.03916	1451938198.41	-1776748.64249	4071675.37562	-1776750.3357	1457985605.57	0.011928570865273812	0.0	0.0	0.0	2.2204460492503128e-16	0.0	0.0	0.0	2.2204460492503128e-16	1962441258.37	4703296.8013833985	4071687.291916996	4703301.03916	1434721539.93083	-1755680.4767687747	4071675.3756199935	-1755682.1499011847	1440697238.7055335	0.00795238057685	524876806.698
7	nan	nan	1	1	32.0	32.0	32.0	1.014	-6.84740111071e-20	1.88969410938e-19	1.68645583287e-20	1.0	2.67491102227e-18	-6.93011917197e-21	-2.92757416756e-19	1.0	2238613702.4	4737145.27534	4196975.951	4671745.4011	1720214436.69	-1699896.92381	4139012.11916	-1699901.18514	1726612393.54	0.013902905168991434	0.0	0.0	0.0	2.2204460492503128e-16	0.0	0.0	0.0	0.0	2238613702.4	4671740.90270217	4139029.5374753457	4671745.4011	1696463941.5088758	-1676426.946558186	4139012.11916	-1676431.14905325	1702773563.6489153	0.00926860344599	539138864.957
8	nan	nan	1	1	32.0	32.0	32.0	1.016	6.65384084738e-21	-7.05827426427e-19	2.11758236814e-20	1.0	-1.93006920867e-18	-1.27964840762e-20	1.6576554719e-19	1.0	2513906043.69	4740922.65689	4282973.24888	4666276.77296	1989194110.24	-1656604.18851	4215487.14579	-1656605.04032	1995912451.6	0.015873349156290163	0.0	0.0	0.0	-2.2204460492503136e-16	0.0	0.0	0.0	-2.2204460492503136e-16	2513906043.69	4666262.457568898	4215524.8512598425	4666276.772960001	1957868218.7401576	-1630515.9335728344	4215487.145789999	-1630516.771968508	1964480759.448819	0.0105822327709	552875732.11
9	nan	nan	1	1	32.0	32.0	32.0	1.018	-2.63936789853e-20	3.80541793827e-18	3.4189029078e-20	1.0	3.43729692309e-18	4.89690922631e-22	-1.37159366861e-19	1.0	2788424547.36	4761796.2445	4370961.83697	4677613.19602	2258827059.2	-1633058.06777	4293643.31136	-1633046.22261	2265836326.61	0.017839918128331016	0.0	0.0	0.0	-2.2204460492503136e-16	0.0	0.0	0.0	-2.2204460492503136e-16	2788424547.36	4677599.4543222	4293675.674823183	4677613.19602	2218887091.5520625	-1604182.7777701379	4293643.311360008	-1604171.1420530376	2225772422.996071	0.0118932787522	566239820.124
