5	header
postResults v2.0.2	single_phase_equiaxed_tension.spectralOut --cr f,p
addStrainTensors v2.0.2	single_phase_equiaxed_tension.txt --left --logarithmic
addCauchy v2.0.2	single_phase_equiaxed_tension.txt
addMises v2.0.2	single_phase_equiaxed_tension.txt --strain ln(V) --stress Cauchy
inc	elem	node	ip	grain	1_pos	2_pos	3_pos	1_f	2_f	3_f	4_f	5_f	6_f	7_f	8_f	9_f	1_p	2_p	3_p	4_p	5_p	6_p	7_p	8_p	9_p	1_ln(V)	2_ln(V)	3_ln(V)	4_ln(V)	5_ln(V)	6_ln(V)	7_ln(V)	8_ln(V)	9_ln(V)	1_Cauchy	2_Cauchy	3_Cauchy	4_Cauchy	5_Cauchy	6_Cauchy	7_Cauchy	8_Cauchy	9_Cauchy	Mises(ln(V))	Mises(Cauchy)
0	nan	nan	1	1	32.0	32.0	32.0	1.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0	-7.32218558776e-06	1.20022345817e-07	4.25026222701e-07	1.20022345817e-07	-3.21474001006e-06	-3.84940424361e-07	4.25026222701e-07	-3.84940424361e-07	-8.66537696149e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-7.32218558776e-06	1.20022345817e-07	4.25026222701e-07	1.20022345817e-07	-3.21474001006e-06	-3.84940424361e-07	4.25026222701e-07	-3.84940424361e-07	-8.66537696149e-06	0.0	5.02215621617e-06
1	nan	nan	1	1	32.0	32.0	32.0	1.002	3.9409572719e-20	-1.00943290333e-18	4.71906539462e-22	1.0	1.36227175669e-18	-1.06985472476e-21	8.27594202859e-21	1.0	488183512.694	-6322401.64075	13344003.3793	-6309781.14143	159471642.778	-7428863.29904	13317367.5534	-7428862.29093	164358174.451	0.001998002662673058	0.0	0.0	0.0	2.2204460492503128e-16	0.0	0.0	0.0	2.2204460492503128e-16	488183512.694	-6309782.076596807	13317368.642015968	-6309781.14143	159153336.1057884	-7414035.228582834	13317367.553399999	-7414034.22248503	164030114.2225549	0.00133200177512	327866487.384
2	nan	nan	1	1	32.0	32.0	32.0	1.004	-3.41437409395e-20	1.76837401048e-18	5.95528682008e-21	1.0	1.50515645417e-18	-1.015317673e-20	-4.58431767283e-20	1.0	843079487.185	-7410074.87111	19045917.653	-7380553.32378	390092598.731	-6712825.3925	18970037.5501	-6712826.4719	391199458.81	0.003992021269537457	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-2.2204460492503136e-16	843079487.185	-7380552.660468128	18970037.502988048	-7380553.32378	388538444.95119524	-6686081.068227092	18970037.5501	-6686082.143326692	389640895.22908366	0.00266134751303	455504973.951
3	nan	nan	1	1	32.0	32.0	32.0	1.006	1.96041805175e-21	-4.03418962592e-18	1.92811664883e-20	1.0	1.70091970627e-18	-1.63855173565e-20	-3.43970650021e-20	1.0	1130891309.5	-5657063.70259	19878142.3255	-5623320.09466	652720570.288	-6585106.47102	19759581.5845	-6585108.40105	652109001.863	0.005982071677547469	0.0	0.0	0.0	-2.2204460492503136e-16	0.0	0.0	0.0	-2.2204460492503136e-16	1130891309.5000002	-5623323.760029821	19759584.816600397	-5623320.094660001	648827604.6600398	-6545831.482127237	19759581.584499996	-6545833.400646123	648219683.7604375	0.00398804778503	483811506.781
4	nan	nan	1	1	32.0	32.0	32.0	1.008	-5.79630270634e-20	3.09403599403e-18	3.01002753102e-20	1.0	-8.11125864044e-19	7.9474065688e-20	2.99116781305e-20	1.0	1411201221.61	-4636321.84897	20001875.0754	-4599518.57026	918653288.456	-6970430.52849	19843128.9749	-6970433.52037	917462756.799	0.007968169649176881	0.0	0.0	0.0	2.2204460492503128e-16	0.0	0.0	0.0	2.2204460492503128e-16	1411201221.61	-4599525.643819444	19843130.035119046	-4599518.57026	911362389.3412699	-6915109.651279762	19843128.974900004	-6915112.619414683	910181306.3482144	0.00531211309945	501815480.837
5	nan	nan	1	1	32.0	32.0	32.0	1.01	5.87777999668e-20	-6.92199832631e-18	5.20048451112e-21	1.0	-2.36799599574e-18	-9.20461770231e-20	-4.87482350396e-20	1.0	1688982194.75	-4034581.43273	20016284.8592	-3994619.54613	1185893654.68	-7362953.34506	19818105.7523	-7362946.90965	1184501200.19	0.009950330853168092	0.0	0.0	0.0	2.2204460492503128e-16	0.0	0.0	0.0	2.2204460492503128e-16	1688982194.75	-3994635.081910891	19818103.8209901	-3994619.54613	1174152133.3465347	-7290052.816891089	19818105.752299994	-7290046.445198023	1172773465.5346534	0.00663355390211	516862892.776
6	nan	nan	1	1	32.0	32.0	32.0	1.012	3.30872245021e-21	-8.59314097809e-19	-2.66269439181e-20	1.0	-9.79361413902e-18	-1.73188459211e-19	-1.78247495838e-19	1.0	1965353327.31	-3633727.02926	20010149.0034	-3590616.58952	1453997796.4	-7700134.61729	19772879.2881	-7700132.81878	1452571423.46	0.011928570865273812	0.0	0.0	0.0	-2.2204460492503136e-16	0.0	0.0	0.0	-2.2204460492503136e-16	1965353327.31	-3590639.3569762846	19772874.50928854	-3590616.58952	1436756715.8102767	-7608828.673211463	19772879.2881	-7608826.896027681	1435347256.3833992	0.00795238057685	530609706.218
7	nan	nan	1	1	32.0	32.0	32.0	1.014	-6.39576049626e-20	2.6744618632e-18	-5.67396269375e-20	1.0	3.6981251682e-18	2.05467528255e-20	4.03995011171e-20	1.0	2240710820.52	-3341717.76593	20036689.3783	-3295530.65427	1722797005.86	-7991123.52255	19760055.2132	-7991107.0001	1721453958.09	0.013902905168991434	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2240710820.52	-3295579.6508185407	19760048.696548324	-3295530.65427	1699010853.9053254	-7880792.428550296	19760055.213200003	-7880776.134220901	1697686349.2011833	0.00926860344599	543643608.986
8	nan	nan	1	1	32.0	32.0	32.0	1.016	2.04953849095e-19	1.75586786679e-18	-4.18189430482e-20	1.0	5.03518900931e-18	-1.29602658375e-20	-5.7103586407e-20	1.0	2515232926.67	-3113140.11876	20104037.3802	-3064048.01854	1992243376.9	-8247112.93235	19787442.3873	-8247070.21362	1991022825.17	0.015873349156290163	0.0	0.0	0.0	2.2204460492503128e-16	0.0	0.0	0.0	2.2204460492503128e-16	2515232926.6700006	-3064114.2901181104	19787438.36633858	-3064048.0185399996	1960869465.4527562	-8117237.138139765	19787442.387300003	-8117195.092145659	1959668135.0098426	0.0105822327709	556225427.136
9	nan	nan	1	1	32.0	32.0	32.0	1.018	4.1964526836e-20	1.25487501002e-17	-2.34224462251e-20	1.0	-1.49727846873e-17	-4.26080733526e-20	-2.71052197483e-19	1.0	2789029379.85	-2925164.55082	20204637.5015	-2873345.09629	2262301065.11	-8487816.81787	19847378.5761	-8487752.13626	2261209641.69	0.017839918128331016	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2789029379.85	-2873442.5843025544	19847384.57907662	-2873345.09629	2222299671.0314345	-8337737.542111984	19847378.57610003	-8337674.004184708	2221227545.86444	0.0118932787522	568512439.925
10	nan	nan	1	1	32.0	32.0	32.0	1.02	2.94291009612e-19	-7.35737119324e-18	1.42026911175e-20	1.0	3.99712035395e-18	-2.97995951575e-20	1.81648862517e-21	1.0	3062137995.69	-2761111.94694	20333268.0001	-2706876.78963	2532947081.75	-8726559.90093	19934559.4107	-8726489.18155	2532002347.56	0.01980262729617973	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3062137995.69	-2706972.497	19934576.470686276	-2706876.789629999	2483281452.6960783	-8555450.883264706	19934559.410699982	-8555381.550539207	2482355242.705882	0.0132017515308	580556307.954
