6	header
postResults v2.0.2	single_phase_equiaxed_tension.spectralOut --cr f,p
addStrainTensors v2.0.2	single_phase_equiaxed_tension.txt --left --logarithmic
addCauchy v2.0.2	single_phase_equiaxed_tension.txt
addMises v2.0.2	single_phase_equiaxed_tension.txt --strain ln(V) --stress Cauchy
filterTable v2.0.2	--white inc,Mises(ln(V)),Mises(Cauchy)
inc	Mises(ln(V))	Mises(Cauchy)
0.0	0.0	2.94184562411e-06
1.0	0.00133200177512	323274708.784
2.0	0.00266134751302	449012495.693
3.0	0.00398804778503	477741417.677
4.0	0.00531211309945	496338012.69
5.0	0.00663355390211	512061544.017
6.0	0.00795238057685	526457729.683
7.0	0.00926860344599	540095780.998
8.0	0.0105822327709	553243503.742
9.0	0.0118932787522	566044532.005
10.0	0.0132017515308	578584856.113
