6	header
postResults v2.0.2	single_phase_equiaxed_tension.spectralOut --cr f,p
addStrainTensors v2.0.2	single_phase_equiaxed_tension.txt --left --logarithmic
addCauchy v2.0.2	single_phase_equiaxed_tension.txt
addMises v2.0.2	single_phase_equiaxed_tension.txt --strain ln(V) --stress Cauchy
filterTable v2.0.2	--white inc,Mises(ln(V)),Mises(Cauchy)
inc	Mises(ln(V))	Mises(Cauchy)
0.0	0.0	1.04606726974e-06
1.0	0.00133200177512	314434914.137
2.0	0.00266134751303	440344648.653
3.0	0.00398804778503	469723221.965
4.0	0.00531211309945	488623305.965
5.0	0.00663355390211	504525503.412
6.0	0.00795238057685	519061729.191
7.0	0.00926860344599	532818662.934
8.0	0.0105822327709	546073070.784
9.0	0.0118932787522	558970345.709
10.0	0.0132017515308	571598778.43
