6	header
postResults v2.0.2	single_phase_equiaxed_tension.spectralOut --cr f,p
addStrainTensors v2.0.2	single_phase_equiaxed_tension.txt --left --logarithmic
addCauchy v2.0.2	single_phase_equiaxed_tension.txt
addMises v2.0.2	single_phase_equiaxed_tension.txt --strain ln(V) --stress Cauchy
filterTable v2.0.2	--white inc,Mises(ln(V)),Mises(Cauchy)
inc	Mises(ln(V))	Mises(Cauchy)
0.0	0.0	3.45982350519e-07
1.0	0.00133200177512	316327896.284
2.0	0.00266134751303	445893262.223
3.0	0.00398804778503	479537150.388
4.0	0.00531211309945	502553545.897
5.0	0.00663355390211	522226503.669
6.0	0.00795238057685	540225156.251
7.0	0.00926860344599	557194286.317
8.0	0.0105822327709	573449676.185
9.0	0.0118932787522	589175328.585
10.0	0.0132017515308	604486475.29
