6	header
postResults v2.0.2	single_phase_equiaxed_tension.spectralOut --cr f,p
addStrainTensors v2.0.2	single_phase_equiaxed_tension.txt --left --logarithmic
addCauchy v2.0.2	single_phase_equiaxed_tension.txt
addMises v2.0.2	single_phase_equiaxed_tension.txt --strain ln(V) --stress Cauchy
filterTable v2.0.2	--white inc,Mises(ln(V)),Mises(Cauchy)
inc	Mises(ln(V))	Mises(Cauchy)
0.0	0.0	1.24348770312e-06
1.0	0.00133200177512	320137518.588
2.0	0.00266134751302	446484017.898
3.0	0.00398804778503	475864772.558
4.0	0.00531211309945	494882184.779
5.0	0.00663355390211	510925961.007
6.0	0.00795238057685	525603285.09
7.0	0.00926860344599	539487258.457
8.0	0.0105822327709	552858749.89
9.0	0.0118932787522	565860880.005
10.0	0.0132017515308	578590594.711
