6	header
postResults v2.0.2	single_phase_equiaxed_tension.spectralOut --cr f,p
addStrainTensors v2.0.2	single_phase_equiaxed_tension.txt --left --logarithmic
addCauchy v2.0.2	single_phase_equiaxed_tension.txt
addMises v2.0.2	single_phase_equiaxed_tension.txt --strain ln(V) --stress Cauchy
filterTable v2.0.2	--white inc,Mises(ln(V)),Mises(Cauchy)
inc	Mises(ln(V))	Mises(Cauchy)
0.0	0.0	7.15486008689e-06
1.0	0.00133200177512	345133457.802
2.0	0.00266134751302	464816810.196
3.0	0.00398804778503	490650832.058
4.0	0.00531211309945	507550848.433
5.0	0.00663355390211	521939066.941
6.0	0.00795238057685	535235808.232
7.0	0.00926860344599	547915459.268
8.0	0.0105822327709	560195777.877
9.0	0.0118932787522	572184770.946
10.0	0.0132017515308	583962835.885
