6	header
postResults v2.0.2	single_phase_equiaxed_tension.spectralOut --cr f,p
addStrainTensors v2.0.2	single_phase_equiaxed_tension.txt --left --logarithmic
addCauchy v2.0.2	single_phase_equiaxed_tension.txt
addMises v2.0.2	single_phase_equiaxed_tension.txt --strain ln(V) --stress Cauchy
filterTable v2.0.2	--white inc,Mises(ln(V)),Mises(Cauchy)
inc	Mises(ln(V))	Mises(Cauchy)
0.0	0.0	3.37642779243e-07
1.0	0.00133200177512	317450674.985
2.0	0.00266134751303	446124554.633
3.0	0.00398804778503	478109490.542
4.0	0.00531211309945	499762605.885
5.0	0.00663355390211	518240090.725
6.0	0.00795238057685	535167517.828
7.0	0.00926860344599	551151473.728
8.0	0.0105822327709	566491191.36
9.0	0.0118932787522	581357418.339
10.0	0.0132017515308	595853102.327
