6	header
postResults v2.0.2	single_phase_equiaxed_tension.spectralOut --cr f,p
addStrainTensors v2.0.2	single_phase_equiaxed_tension.txt --left --logarithmic
addCauchy v2.0.2	single_phase_equiaxed_tension.txt
addMises v2.0.2	single_phase_equiaxed_tension.txt --strain ln(V) --stress Cauchy
filterTable v2.0.2	--white inc,Mises(ln(V)),Mises(Cauchy)
inc	Mises(ln(V))	Mises(Cauchy)
0.0	0.0	6.03720119224e-07
1.0	0.00133200177512	318631911.887
2.0	0.00266134751302	446758883.713
3.0	0.00398804778503	478861950.135
4.0	0.00531211309945	500549899.623
5.0	0.00663355390211	519056726.34
6.0	0.00795238057685	536004148.891
7.0	0.00926860344599	552010383.314
8.0	0.0105822327709	567372888.856
9.0	0.0118932787522	582259351.071
10.0	0.0132017515308	596776264.858
