6	header
postResults v2.0.2	single_phase_equiaxed_tension.spectralOut --cr f,p
addStrainTensors v2.0.2	single_phase_equiaxed_tension.txt --left --logarithmic
addCauchy v2.0.2	single_phase_equiaxed_tension.txt
addMises v2.0.2	single_phase_equiaxed_tension.txt --strain ln(V) --stress Cauchy
filterTable v2.0.2	--white inc,Mises(ln(V)),Mises(Cauchy)
inc	Mises(ln(V))	Mises(Cauchy)
0.0	0.0	4.62890827358e-07
1.0	0.00133200177512	315000383.449
2.0	0.00266134751302	444181083.896
3.0	0.00398804778503	476534320.244
4.0	0.00531211309945	498188664.247
5.0	0.00663355390211	516596828.008
6.0	0.00795238057685	533439644.954
7.0	0.00926860344599	549333490.834
8.0	0.0105822327709	564587529.992
9.0	0.0118932787522	579367631.671
10.0	0.0132017515308	593781435.619
