6	header
postResults v2.0.2	single_phase_equiaxed_tension.spectralOut --cr f,p
addStrainTensors v2.0.2	single_phase_equiaxed_tension.txt --left --logarithmic
addCauchy v2.0.2	single_phase_equiaxed_tension.txt
addMises v2.0.2	single_phase_equiaxed_tension.txt --strain ln(V) --stress Cauchy
filterTable v2.0.2	--white inc,Mises(ln(V)),Mises(Cauchy)
inc	Mises(ln(V))	Mises(Cauchy)
0.0	0.0	7.91563600084e-07
1.0	0.00133200177512	317313851.912
2.0	0.00266134751302	442653353.45
3.0	0.00398804778503	472298206.888
4.0	0.00531211309945	491763659.338
5.0	0.00663355390211	508255722.263
6.0	0.00795238057685	523338579.594
7.0	0.00926860344599	537608231.292
8.0	0.0105822327709	551340131.837
9.0	0.0118932787522	564682440.397
10.0	0.0132017515308	577729828.95
