5	header
postResults v2.0.2	single_phase_equiaxed_tension.spectralOut --cr f,p
addStrainTensors v2.0.2	single_phase_equiaxed_tension.txt --left --logarithmic
addCauchy v2.0.2	single_phase_equiaxed_tension.txt
addMises v2.0.2	single_phase_equiaxed_tension.txt --strain ln(V) --stress Cauchy
inc	elem	node	ip	grain	1_pos	2_pos	3_pos	1_f	2_f	3_f	4_f	5_f	6_f	7_f	8_f	9_f	1_p	2_p	3_p	4_p	5_p	6_p	7_p	8_p	9_p	1_ln(V)	2_ln(V)	3_ln(V)	4_ln(V)	5_ln(V)	6_ln(V)	7_ln(V)	8_ln(V)	9_ln(V)	1_Cauchy	2_Cauchy	3_Cauchy	4_Cauchy	5_Cauchy	6_Cauchy	7_Cauchy	8_Cauchy	9_Cauchy	Mises(ln(V))	Mises(Cauchy)
0	nan	nan	1	1	32.0	32.0	32.0	1.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0	-6.58237608787e-06	4.29866834054e-08	-1.20788165477e-06	4.29866834054e-08	-5.00051301912e-06	-1.22654320089e-07	-1.20788165477e-06	-1.22654320089e-07	-5.57930495271e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-6.58237608787e-06	4.29866834054e-08	-1.20788165477e-06	4.29866834054e-08	-5.00051301912e-06	-1.22654320089e-07	-1.20788165477e-06	-1.22654320089e-07	-5.57930495271e-06	0.0	2.51978796207e-06
1	nan	nan	1	1	32.0	32.0	32.0	1.002	-2.14291542063e-20	3.02881692086e-18	-8.49928079398e-22	1.0	-7.56689107932e-19	-5.35392651475e-22	9.40941211234e-21	1.0	492892268.304	-11699932.8325	-10517625.3574	-11676581.4383	151602210.105	7305557.34133	-10496630.4	7305557.12248	167519835.583	0.001998002662673058	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-2.2204460492503136e-16	492892268.30399996	-11676579.673153691	-10496632.093213573	-11676581.4383	151299610.88323352	7290975.390548902	-10496630.4	7290975.172135728	167185464.6536926	0.00133200177512	335276681.733
2	nan	nan	1	1	32.0	32.0	32.0	1.004	-5.26831332135e-20	7.86535231999e-19	-5.27327640503e-21	1.0	-5.34382457152e-19	2.83557513983e-20	-1.34222979084e-19	1.0	844984656.326	-18333643.6286	-18578848.1075	-18260602.035	382156417.478	9674842.75514	-18504829.4625	9674843.80227	397162709.411	0.003992021269537457	0.0	0.0	0.0	-2.2204460492503136e-16	0.0	0.0	0.0	-2.2204460492503136e-16	844984656.326	-18260601.22370518	-18504828.79233068	-18260602.035	380633881.9501992	9636297.564880477	-18504829.4625	9636298.607838646	395580387.85956174	0.00266134751303	459576791.897
3	nan	nan	1	1	32.0	32.0	32.0	1.006	-2.74634303125e-20	3.52414509714e-18	-1.31703697131e-20	1.0	1.09051107902e-18	4.59052152742e-20	2.18548976052e-19	1.0	1131012176.85	-20828380.6308	-22299297.7556	-20704151.414	644225314.346	11886764.4687	-22166297.3634	11886767.8066	660308234.237	0.005982071677547469	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.2204460492503128e-16	1131012176.85	-20704155.69662028	-22166299.955864813	-20704151.414	640383016.2485089	11815869.253180914	-22166297.363399997	11815872.571172964	656370014.1520875	0.00398804778503	486114939.804
4	nan	nan	1	1	32.0	32.0	32.0	1.008	5.73318882561e-20	8.0552274937e-18	-2.15066959264e-22	1.0	6.39183883298e-18	6.57310801959e-20	-1.05594568276e-19	1.0	1410433550.82	-22688628.7872	-24919504.7629	-22508552.65	909360490.109	13513983.0042	-24721718.5238	13513992.1453	927257161.368	0.007968169649176881	0.0	0.0	0.0	-2.2204460492503136e-16	0.0	0.0	0.0	-2.2204460492503136e-16	1410433550.82	-22508560.304761905	-24721730.915575396	-22508552.65	902143343.3621032	13406729.170833334	-24721718.523799993	13406738.239384927	919897977.5476191	0.00531211309945	503529813.644
5	nan	nan	1	1	32.0	32.0	32.0	1.01	1.52217776322e-20	-8.84270054172e-18	4.47173839146e-20	1.0	1.25955619054e-19	8.51706517715e-20	1.46951117362e-19	1.0	1687708052.3	-24146558.5098	-26944567.1904	-23907471.3974	1175826440.33	14816484.718	-26677782.5384	14816498.7919	1195524216.09	0.009950330853168092	0.0	0.0	0.0	-2.2204460492503136e-16	0.0	0.0	0.0	-2.2204460492503136e-16	1687708052.3	-23907483.673069306	-26677789.297425743	-23907471.3974	1164184594.3861384	14669786.849504951	-26677782.53840001	14669800.784059405	1183687342.6633663	0.00663355390211	518403747.809
6	nan	nan	1	1	32.0	32.0	32.0	1.012	-2.81406844391e-20	-1.00956434233e-17	-1.36246573055e-19	1.0	6.6484426667e-18	-4.31788279753e-22	-4.5863029063e-19	1.0	1963710632.62	-25404158.2091	-28557984.7359	-25102910.8988	1443264530.61	15927627.4932	-28219339.107	15927665.2477	1464592278.24	0.011928570865273812	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1963710632.6199996	-25102923.13152174	-28219352.50583004	-25102910.8988	1426150721.9466403	15738762.345059289	-28219339.107000012	15738799.65187748	1447225571.3833992	0.00795238057685	532079321.252
7	nan	nan	1	1	32.0	32.0	32.0	1.014	1.39363389603e-19	-1.09614417899e-18	-9.70481381872e-20	1.0	-2.35313792943e-17	-1.6462548551e-20	8.50771803623e-20	1.0	2238745003.84	-26540814.1064	-29879212.3655	-26174335.5814	1711529858.13	16902738.786	-29466673.2426	16902789.7709	1734300997.97	0.013902905168991434	0.0	0.0	0.0	2.2204460492503128e-16	0.0	0.0	0.0	2.2204460492503128e-16	2238745003.84	-26174372.88599606	-29466678.861439843	-26174335.5814	1687899268.3727813	16669367.639053253	-29466673.24260001	16669417.920019684	1710356013.7771204	0.00926860344599	545031080.468
8	nan	nan	1	1	32.0	32.0	32.0	1.016	-2.26563115417e-19	1.38689948779e-17	-6.02187485939e-20	1.0	-8.88919719113e-18	-9.63251823318e-20	-4.27109746208e-19	1.0	2512965417.13	-27593667.6086	-30998927.1687	-27159087.6171	1980521653.71	17770160.0537	-30510755.7904	17770191.2186	2004599964.87	0.015873349156290163	0.0	0.0	0.0	2.2204460492503128e-16	0.0	0.0	0.0	2.2204460492503128e-16	2512965417.13	-27159121.662007876	-30510755.08730315	-27159087.6171	1949332336.3287404	17490315.01348425	-30510755.790399976	17490345.687598407	1973031461.4862204	0.0105822327709	557502997.154
9	nan	nan	1	1	32.0	32.0	32.0	1.018	1.47294397316e-19	-4.83002340198e-19	-9.81896474325e-20	1.0	-6.36870507278e-18	-1.3366080646e-19	-1.77085307077e-19	1.0	2786463180.28	-28586871.8869	-31987916.6725	-28081360.9758	2250178167.94	18551732.8907	-31422341.5054	18551729.4143	2275463680.22	0.017839918128331016	0.0	0.0	0.0	4.440892098500625e-16	0.0	0.0	0.0	4.440892098500625e-16	2786463180.28	-28081406.568664048	-31422315.002455793	-28081360.9758	2210391127.642436	18223706.17946955	-31422341.5054	18223702.764538296	2235229548.349705	0.0118932787522	569641402.699
10	nan	nan	1	1	32.0	32.0	32.0	1.02	5.83613972464e-19	-7.40095285818e-18	-1.42632407384e-19	1.0	-1.08213389008e-17	-1.3308012567e-19	-2.93473755166e-19	1.0	3059289555.77	-29535401.2508	-32876636.9893	-28956229.7241	2520468355.44	19263768.7654	-32232029.6822	19263766.7068	2546874272.08	0.01980262729617973	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3059289555.7699995	-28956275.73607843	-32231997.048333332	-28956229.7241	2471047407.2941175	18886047.809215687	-32232029.68220002	18886045.790980365	2496935560.862745	0.0132017515308	581526154.81
