6	header
postResults v2.0.2	single_phase_equiaxed_tension.spectralOut --cr f,p
addStrainTensors v2.0.2	single_phase_equiaxed_tension.txt --left --logarithmic
addCauchy v2.0.2	single_phase_equiaxed_tension.txt
addMises v2.0.2	single_phase_equiaxed_tension.txt --strain ln(V) --stress Cauchy
filterTable v2.0.2	--white inc,Mises(ln(V)),Mises(Cauchy)
inc	Mises(ln(V))	Mises(Cauchy)
0.0	0.0	1.05598177667e-06
1.0	0.00133200177512	315555257.386
2.0	0.00266134751302	443508765.433
3.0	0.00398804778503	474004545.371
4.0	0.00531211309945	493917245.12
5.0	0.00663355390211	510720564.728
6.0	0.00795238057685	526067605.638
7.0	0.00926860344599	540578525.846
8.0	0.0105822327709	554543997.833
9.0	0.0118932787522	568121294.028
10.0	0.0132017515308	581401709.61
