6	header
postResults v2.0.2	single_phase_equiaxed_tension.spectralOut --cr f,p
addStrainTensors v2.0.2	single_phase_equiaxed_tension.txt --left --logarithmic
addCauchy v2.0.2	single_phase_equiaxed_tension.txt
addMises v2.0.2	single_phase_equiaxed_tension.txt --strain ln(V) --stress Cauchy
filterTable v2.0.2	--white inc,Mises(ln(V)),Mises(Cauchy)
inc	Mises(ln(V))	Mises(Cauchy)
0.0	0.0	4.59411228712e-06
1.0	0.00133200177512	306992433.532
2.0	0.00266134751302	434937393.803
3.0	0.00398804778503	460742094.725
4.0	0.00531211309945	476926521.268
5.0	0.00663355390211	490307294.264
6.0	0.00795238057685	502455776.631
7.0	0.00926860344599	513958653.561
8.0	0.0105822327709	525054533.253
9.0	0.0118932787522	535875811.239
10.0	0.0132017515308	546485923.896
