6	header
postResults v2.0.2	single_phase_equiaxed_tension.spectralOut --cr f,p
addStrainTensors v2.0.2	single_phase_equiaxed_tension.txt --left --logarithmic
addCauchy v2.0.2	single_phase_equiaxed_tension.txt
addMises v2.0.2	single_phase_equiaxed_tension.txt --strain ln(V) --stress Cauchy
filterTable v2.0.2	--white inc,Mises(ln(V)),Mises(Cauchy)
inc	Mises(ln(V))	Mises(Cauchy)
0.0	0.0	2.00826884003e-06
1.0	0.00133200177512	312495120.389
2.0	0.00266134751302	436508299.461
3.0	0.00398804778503	464852103.043
4.0	0.00531211309945	483158078.82
5.0	0.00663355390211	498439829.082
6.0	0.00795238057685	512313523.124
7.0	0.00926860344599	525403745.331
8.0	0.0105822327709	537994870.803
9.0	0.0118932787522	550236462.489
10.0	0.0132017515308	562219528.677
