6	header
postResults v2.0.2	single_phase_equiaxed_tension.spectralOut --cr f,p
addStrainTensors v2.0.2	single_phase_equiaxed_tension.txt --left --logarithmic
addCauchy v2.0.2	single_phase_equiaxed_tension.txt
addMises v2.0.2	single_phase_equiaxed_tension.txt --strain ln(V) --stress Cauchy
filterTable v2.0.2	--white inc,Mises(ln(V)),Mises(Cauchy)
inc	Mises(ln(V))	Mises(Cauchy)
0.0	0.0	6.97289758369e-07
1.0	0.00133200177512	316902612.285
2.0	0.00266134751303	446537112.771
3.0	0.00398804778503	480142734.899
4.0	0.00531211309945	503129526.938
5.0	0.00663355390211	522799530.225
6.0	0.00795238057685	540798075.933
7.0	0.00926860344599	557775143.055
8.0	0.0105822327709	574037644.162
9.0	0.0118932787522	589770103.646
10.0	0.0132017515308	605080425.2
