6	header
postResults v2.0.2	single_phase_equiaxed_tension.spectralOut --cr f,p
addStrainTensors v2.0.2	single_phase_equiaxed_tension.txt --left --logarithmic
addCauchy v2.0.2	single_phase_equiaxed_tension.txt
addMises v2.0.2	single_phase_equiaxed_tension.txt --strain ln(V) --stress Cauchy
filterTable v2.0.2	--white inc,Mises(ln(V)),Mises(Cauchy)
inc	Mises(ln(V))	Mises(Cauchy)
0.0	0.0	2.04193828979e-06
1.0	0.00133200177512	282410795.76
2.0	0.00266134751302	419138954.635
3.0	0.00398804778503	446626704.448
4.0	0.00531211309945	463444444.465
5.0	0.00663355390211	477189094.16
6.0	0.00795238057685	489513686.968
7.0	0.00926860344599	501064430.013
8.0	0.0105822327709	512145224.338
9.0	0.0118932787522	522915212.022
10.0	0.0132017515308	533456794.644
