6	header
postResults v2.0.2	single_phase_equiaxed_tension.spectralOut --cr f,p
addStrainTensors v2.0.2	single_phase_equiaxed_tension.txt --left --logarithmic
addCauchy v2.0.2	single_phase_equiaxed_tension.txt
addMises v2.0.2	single_phase_equiaxed_tension.txt --strain ln(V) --stress Cauchy
filterTable v2.0.2	--white inc,Mises(ln(V)),Mises(Cauchy)
inc	Mises(ln(V))	Mises(Cauchy)
0.0	0.0	5.69768142614e-07
1.0	0.00133200177512	319529765.477
2.0	0.00266134751302	447158036.184
3.0	0.00398804778503	479139764.522
4.0	0.00531211309945	500776475.823
5.0	0.00663355390211	519255061.942
6.0	0.00795238057685	536188399.38
7.0	0.00926860344599	552188949.571
8.0	0.0105822327709	567552864.626
9.0	0.0118932787522	582441424.191
10.0	0.0132017515308	596961154.649
