6	header
postResults v2.0.2	single_phase_equiaxed_tension.spectralOut --cr f,p
addStrainTensors v2.0.2	single_phase_equiaxed_tension.txt --left --logarithmic
addCauchy v2.0.2	single_phase_equiaxed_tension.txt
addMises v2.0.2	single_phase_equiaxed_tension.txt --strain ln(V) --stress Cauchy
filterTable v2.0.2	--white inc,Mises(ln(V)),Mises(Cauchy)
inc	Mises(ln(V))	Mises(Cauchy)
0.0	0.0	3.57359339712e-06
1.0	0.00133200177512	306373159.161
2.0	0.00266134751303	436358963.607
3.0	0.00398804778503	464045159.124
4.0	0.00531211309945	481693540.537
5.0	0.00663355390211	496569356.768
6.0	0.00795238057685	510157548.733
7.0	0.00926860344599	523018373.96
8.0	0.0105822327709	535405947.296
9.0	0.0118932787522	547460146.712
10.0	0.0132017515308	559268201.439
