6	header
postResults v2.0.2	single_phase_equiaxed_tension.spectralOut --cr f,p
addStrainTensors v2.0.2	single_phase_equiaxed_tension.txt --left --logarithmic
addCauchy v2.0.2	single_phase_equiaxed_tension.txt
addMises v2.0.2	single_phase_equiaxed_tension.txt --strain ln(V) --stress Cauchy
filterTable v2.0.2	--white inc,Mises(ln(V)),Mises(Cauchy)
inc	Mises(ln(V))	Mises(Cauchy)
0.0	0.0	4.50465829457e-06
1.0	0.00133200177512	330184577.299
2.0	0.00266134751302	452318109.26
3.0	0.00398804778503	478523150.487
4.0	0.00531211309945	495975092.407
5.0	0.00663355390211	510772124.736
6.0	0.00795238057685	524288480.485
7.0	0.00926860344599	537052137.899
8.0	0.0105822327709	549330232.828
9.0	0.0118932787522	561258678.21
10.0	0.0132017515308	572935017.981
