6	header
postResults v2.0.2	single_phase_equiaxed_tension.spectralOut --cr f,p
addStrainTensors v2.0.2	single_phase_equiaxed_tension.txt --left --logarithmic
addCauchy v2.0.2	single_phase_equiaxed_tension.txt
addMises v2.0.2	single_phase_equiaxed_tension.txt --strain ln(V) --stress Cauchy
filterTable v2.0.2	--white inc,Mises(ln(V)),Mises(Cauchy)
inc	Mises(ln(V))	Mises(Cauchy)
0.0	0.0	3.08799441757e-06
1.0	0.00133200177512	317293378.847
2.0	0.00266134751302	447979339.21
3.0	0.00398804778503	477073762.916
4.0	0.00531211309945	495025877.903
5.0	0.00663355390211	509959578.151
6.0	0.00795238057685	523547342.719
7.0	0.00926860344599	536397895.659
8.0	0.0105822327709	548791690.873
9.0	0.0118932787522	560866631.216
10.0	0.0132017515308	572705382.564
