6	header
postResults v2.0.2	single_phase_equiaxed_tension.spectralOut --cr f,p
addStrainTensors v2.0.2	single_phase_equiaxed_tension.txt --left --logarithmic
addCauchy v2.0.2	single_phase_equiaxed_tension.txt
addMises v2.0.2	single_phase_equiaxed_tension.txt --strain ln(V) --stress Cauchy
filterTable v2.0.2	--white inc,Mises(ln(V)),Mises(Cauchy)
inc	Mises(ln(V))	Mises(Cauchy)
0.0	0.0	2.29148265064e-06
1.0	0.00133200177512	341917346.816
2.0	0.00266134751303	461370376.377
3.0	0.00398804778503	485788962.917
4.0	0.00531211309945	502021023.309
5.0	0.00663355390211	515989239.507
6.0	0.00795238057685	528939670.365
7.0	0.00926860344599	541321405.408
8.0	0.0105822327709	553333639.698
9.0	0.0118932787522	565085553.087
10.0	0.0132017515308	576648717.317
