3	header
postResults v2.0.2	single_phase_equiaxed_tension.spectralOut --cr f,p
filterTable v2.0.2	--white inc,1_f,1_p
inc	1_f	1_p
0.0	1.0	3.11503399458e-06
1.0	1.0002	32626412.4716
2.0	1.0004	65272759.9757
3.0	1.0006	97938866.4951
4.0	1.0008	130624786.664
5.0	1.001	163330553.082
6.0	1.0012	196056141.023
7.0	1.0014	228801590.953
8.0	1.0016	261566871.391
9.0	1.0018	294351993.393
10.0	1.002	327156960.804
11.0	1.0022	359981773.536
12.0	1.0024	392826363.102
13.0	1.0026	425690461.199
14.0	1.0028	458572904.029
15.0	1.003	491469395.19
16.0	1.0032	524365829.294
17.0	1.0034	557221849.388
18.0	1.0036	589942613.219
19.0	1.0038	622356414.821
20.0	1.004	654240652.555
21.0	1.0042	685410733.693
22.0	1.0044	715805273.297
23.0	1.0046	745490567.528
24.0	1.0048	774599467.624
25.0	1.005	803269322.839
26.0	1.0052	831515674.19
27.0	1.0054	859502399.292
28.0	1.0056	887240827.814
29.0	1.0058	914800585.971
30.0	1.006	942190300.699
31.0	1.0062	969433342.522
32.0	1.0064	996543608.981
33.0	1.0066	1023525569.77
34.0	1.0068	1050382327.54
35.0	1.007	1077104375.25
36.0	1.0072	1103681040.15
37.0	1.0074	1130093700.72
38.0	1.0076	1156326287.79
39.0	1.0078	1182361002.59
40.0	1.008	1208187403.4
41.0	1.0082	1233797211.47
42.0	1.0084	1259190991.49
43.0	1.0086	1284371364.1
44.0	1.0088	1309347655.32
45.0	1.009	1334129072.72
46.0	1.0092	1358728479.01
47.0	1.0094	1383156795.62
48.0	1.0096	1407426507.85
49.0	1.0098	1431547485.19
50.0	1.01	1455530322.2
51.0	1.0102	1479383213.93
52.0	1.0104	1503114946.75
53.0	1.0106	1526732346.63
54.0	1.0108	1550242842.9
55.0	1.011	1573652227.08
56.0	1.0112	1596966905.49
57.0	1.0114	1620191867.43
58.0	1.0116	1643332687.87
59.0	1.0118	1666393694.43
60.0	1.012	1689379715.34
61.0	1.0122	1712294479.86
62.0	1.0124	1735142117.45
63.0	1.0126	1757925800.91
64.0	1.0128	1780649029.99
65.0	1.013	1803314471.62
66.0	1.0132	1825925073.85
67.0	1.0134	1848483052.08
68.0	1.0136	1870990886.02
69.0	1.0138	1893450420.07
70.0	1.014	1915863766.23
71.0	1.0142	1938232496.92
72.0	1.0144	1960558454.37
73.0	1.0146	1982843021.68
74.0	1.0148	2005087842.19
75.0	1.015	2027294163.78
76.0	1.0152	2049463481.18
77.0	1.0154	2071596943.12
78.0	1.0156	2093695928.2
79.0	1.0158	2115761503.94
80.0	1.016	2137794945.65
81.0	1.0162	2159797241.64
82.0	1.0164	2181769563.38
83.0	1.0166	2203712814.21
84.0	1.0168	2225628059.0
85.0	1.017	2247516112.76
86.0	1.0172	2269377936.46
87.0	1.0174	2291214260.7
88.0	1.0176	2313025952.23
89.0	1.0178	2334813667.32
90.0	1.018	2356578190.27
91.0	1.0182	2378320111.65
92.0	1.0184	2400040141.03
93.0	1.0186	2421738807.33
94.0	1.0188	2443416750.01
95.0	1.019	2465074440.81
96.0	1.0192	2486712456.28
97.0	1.0194	2508331219.58
98.0	1.0196	2529931255.26
99.0	1.0198	2551512948.64
100.0	1.02	2573076783.22
101.0	1.0198	2534835464.42
102.0	1.0196	2499163318.09
103.0	1.0194	2464622893.76
104.0	1.0192	2430664374.14
105.0	1.019	2397017100.82
106.0	1.0188	2363555822.73
107.0	1.0186	2330208554.23
108.0	1.0184	2296937196.03
109.0	1.0182	2263719370.44
110.0	1.018	2230541947.1
111.0	1.0178	2197397307.04
112.0	1.0176	2164280555.38
113.0	1.0174	2131188877.14
114.0	1.0172	2098120343.0
115.0	1.017	2065073873.78
116.0	1.0168	2032048660.99
117.0	1.0166	1999044278.69
118.0	1.0164	1966060358.56
119.0	1.0162	1933096735.84
120.0	1.016	1900153236.94
121.0	1.0158	1867229824.97
122.0	1.0156	1834326438.25
123.0	1.0154	1801443148.52
124.0	1.0152	1768580021.03
125.0	1.015	1735737308.36
126.0	1.0148	1702915298.29
127.0	1.0146	1670114560.38
128.0	1.0144	1637335691.63
129.0	1.0142	1604579641.58
130.0	1.014	1571847361.96
131.0	1.0138	1539140317.22
132.0	1.0136	1506460117.88
133.0	1.0134	1473809506.78
134.0	1.0132	1441193062.2
135.0	1.013	1408621272.22
136.0	1.0128	1376117165.7
137.0	1.0126	1343728986.34
138.0	1.0124	1311539329.76
139.0	1.0122	1279658935.13
140.0	1.012	1248196425.51
141.0	1.0118	1217229940.25
142.0	1.0116	1186794519.52
143.0	1.0114	1156948064.65
144.0	1.0112	1127533693.49
145.0	1.011	1098528122.55
146.0	1.0108	1069826215.27
147.0	1.0106	1041396365.08
148.0	1.0104	1013187462.98
149.0	1.0102	985170308.087
150.0	1.01	957323117.84
151.0	1.0098	929632703.328
152.0	1.0096	902090095.083
153.0	1.0094	874686595.127
154.0	1.0092	847411055.162
155.0	1.009	820251235.983
156.0	1.0088	793193358.631
157.0	1.0086	766224865.99
158.0	1.0084	739334203.593
159.0	1.0082	712512471.862
160.0	1.008	685752380.513
161.0	1.0078	659048973.849
162.0	1.0076	632398381.859
163.0	1.0074	605798341.189
164.0	1.0072	579247161.343
165.0	1.007	552744302.337
166.0	1.0068	526289574.871
167.0	1.0066	499883715.062
168.0	1.0064	473527718.194
169.0	1.0062	447223432.186
170.0	1.006	420973156.086
171.0	1.0058	394780302.41
172.0	1.0056	368649072.586
173.0	1.0054	342584904.327
174.0	1.0052	316593925.236
175.0	1.005	290702197.751
176.0	1.0048	264887156.408
177.0	1.0046	239165027.181
178.0	1.0044	213538679.749
179.0	1.0042	188033572.445
180.0	1.004	162631965.134
181.0	1.0038	137345538.651
182.0	1.0036	112167035.45
183.0	1.0034	87119003.8125
184.0	1.0032	62173248.903
185.0	1.003	37334529.716
186.0	1.0028	12593872.7279
187.0	1.0026	-12038709.4893
188.0	1.0024	-36582183.5133
189.0	1.0022	-61035362.5077
190.0	1.002	-85404391.7606
191.0	1.0018	-109686581.772
192.0	1.0016	-133891006.923
193.0	1.0014	-158018127.821
194.0	1.0012	-182071548.071
195.0	1.001	-206053230.388
196.0	1.0008	-229966588.193
197.0	1.0006	-253811961.119
198.0	1.0004	-277592535.32
199.0	1.0002	-301311155.077
200.0	1.0	-324969147.528
201.0	0.9998	-348567944.916
202.0	0.9996	-372109625.466
203.0	0.9994	-395597185.816
204.0	0.9992	-419032234.871
205.0	0.999	-442416089.688
206.0	0.9988	-465751106.521
207.0	0.9986	-489038129.637
208.0	0.9984	-512279592.704
209.0	0.9982	-535476244.858
210.0	0.998	-558630394.339
211.0	0.9978	-581742899.567
212.0	0.9976	-604815793.726
213.0	0.9974	-627850104.372
214.0	0.9972	-650847576.65
215.0	0.997	-673809323.782
216.0	0.9968	-696736865.541
217.0	0.9966	-719631309.753
218.0	0.9964	-742493989.176
219.0	0.9962	-765325944.582
220.0	0.996	-788128344.577
221.0	0.9958	-810902137.104
222.0	0.9956	-833648343.447
223.0	0.9954	-856367806.505
224.0	0.9952	-879061413.278
225.0	0.995	-901729898.457
226.0	0.9948	-924374026.369
227.0	0.9946	-946994426.894
228.0	0.9944	-969591755.248
229.0	0.9942	-992166548.152
230.0	0.994	-1014719374.23
231.0	0.9938	-1037250703.4
232.0	0.9936	-1059761049.62
233.0	0.9934	-1082250844.79
234.0	0.9932	-1104720572.32
235.0	0.993	-1127170642.82
236.0	0.9928	-1149601518.04
237.0	0.9926	-1172013588.85
238.0	0.9924	-1194407293.01
239.0	0.9922	-1216782996.57
240.0	0.992	-1239141108.9
241.0	0.9918	-1261481970.23
242.0	0.9916	-1283805965.93
243.0	0.9914	-1306113419.2
244.0	0.9912	-1328404701.22
245.0	0.991	-1350680126.7
246.0	0.9908	-1372940058.01
247.0	0.9906	-1395184804.68
248.0	0.9904	-1417414723.85
249.0	0.9902	-1439630124.16
250.0	0.99	-1461831362.88
251.0	0.9898	-1484018751.02
252.0	0.9896	-1506192644.97
253.0	0.9894	-1528353352.46
254.0	0.9892	-1550501222.91
255.0	0.989	-1572636556.24
256.0	0.9888	-1594759693.03
257.0	0.9886	-1616870924.87
258.0	0.9884	-1638970583.45
259.0	0.9882	-1661058950.86
260.0	0.988	-1683136347.11
261.0	0.9878	-1705203040.97
262.0	0.9876	-1727259336.13
263.0	0.9874	-1749305483.8
264.0	0.9872	-1771341767.86
265.0	0.987	-1793368419.86
266.0	0.9868	-1815385703.07
267.0	0.9866	-1837393830.2
268.0	0.9864	-1859393045.57
269.0	0.9862	-1881383545.63
270.0	0.986	-1903365558.52
271.0	0.9858	-1925339267.63
272.0	0.9856	-1947304886.94
273.0	0.9854	-1969262588.72
274.0	0.9852	-1991212573.57
275.0	0.985	-2013155002.78
276.0	0.9848	-2035090063.19
277.0	0.9846	-2057017904.31
278.0	0.9844	-2078938699.1
279.0	0.9842	-2100852584.66
280.0	0.984	-2122759720.48
281.0	0.9838	-2144660230.93
282.0	0.9836	-2166554262.62
283.0	0.9834	-2188441928.1
284.0	0.9832	-2210323362.78
285.0	0.983	-2232198670.04
286.0	0.9828	-2254067977.47
287.0	0.9826	-2275931383.29
288.0	0.9824	-2297789011.68
289.0	0.9822	-2319640959.64
290.0	0.982	-2341487351.3
291.0	0.9818	-2363328284.89
292.0	0.9816	-2385163886.75
293.0	0.9814	-2406994258.12
294.0	0.9812	-2428819528.92
295.0	0.981	-2450639803.81
296.0	0.9808	-2472455215.73
297.0	0.9806	-2494265870.85
298.0	0.9804	-2516071902.15
299.0	0.9802	-2537873414.48
300.0	0.98	-2559670538.36
301.0	0.9802	-2523539455.07
302.0	0.9804	-2489567552.38
303.0	0.9806	-2456528510.91
304.0	0.9808	-2423958324.45
305.0	0.981	-2391623096.55
306.0	0.9812	-2359415785.79
307.0	0.9814	-2327272547.16
308.0	0.9816	-2295159932.01
309.0	0.9818	-2263058150.05
310.0	0.982	-2230955310.05
311.0	0.9822	-2198844694.03
312.0	0.9824	-2166721801.15
313.0	0.9826	-2134584137.82
314.0	0.9828	-2102429873.08
315.0	0.983	-2070258065.2
316.0	0.9832	-2038067928.55
317.0	0.9834	-2005859121.23
318.0	0.9836	-1973631282.15
319.0	0.9838	-1941384318.05
320.0	0.984	-1909118076.37
321.0	0.9842	-1876832622.68
322.0	0.9844	-1844527993.78
323.0	0.9846	-1812204506.36
324.0	0.9848	-1779862537.61
325.0	0.985	-1747502865.04
326.0	0.9852	-1715126354.87
327.0	0.9854	-1682734384.82
328.0	0.9856	-1650328361.03
329.0	0.9858	-1617910283.92
330.0	0.986	-1585482066.09
331.0	0.9862	-1553046262.88
332.0	0.9864	-1520605407.63
333.0	0.9866	-1488163467.89
334.0	0.9868	-1455726521.88
335.0	0.987	-1423307320.31
336.0	0.9872	-1390931164.8
337.0	0.9874	-1358646649.4
338.0	0.9876	-1326530556.35
339.0	0.9878	-1294681185.39
340.0	0.988	-1263196442.29
341.0	0.9882	-1232154208.9
342.0	0.9884	-1201597855.06
343.0	0.9886	-1171594908.02
344.0	0.9888	-1141988493.03
345.0	0.989	-1112755054.39
346.0	0.9892	-1083790562.28
347.0	0.9894	-1055064824.14
348.0	0.9896	-1026530756.48
349.0	0.9898	-998161534.166
350.0	0.99	-969938223.049
351.0	0.9902	-941849443.271
352.0	0.9904	-913887957.099
353.0	0.9906	-886046566.755
354.0	0.9908	-858316211.19
355.0	0.991	-830686777.159
356.0	0.9912	-803146951.312
357.0	0.9914	-775686061.822
358.0	0.9916	-748294145.021
359.0	0.9918	-720963113.879
360.0	0.992	-693686243.073
361.0	0.9922	-666458754.627
362.0	0.9924	-639276959.109
363.0	0.9926	-612138604.214
364.0	0.9928	-585042250.783
365.0	0.993	-557987496.02
366.0	0.9932	-530974622.969
367.0	0.9934	-504004708.233
368.0	0.9936	-477079480.101
369.0	0.9938	-450201538.335
370.0	0.994	-423374289.566
371.0	0.9942	-396602367.668
372.0	0.9944	-369891325.936
373.0	0.9946	-343248011.223
374.0	0.9948	-316679933.11
375.0	0.995	-290214498.989
376.0	0.9952	-263830810.198
377.0	0.9954	-237545636.269
378.0	0.9956	-211363913.842
379.0	0.9958	-185308871.41
380.0	0.996	-159364463.066
381.0	0.9962	-133542588.921
382.0	0.9964	-107836474.02
383.0	0.9966	-82264226.9246
384.0	0.9968	-56801672.767
385.0	0.997	-31452854.1392
386.0	0.9972	-6210285.38604
387.0	0.9974	18920426.7724
388.0	0.9976	43954173.6823
389.0	0.9978	68890463.2175
390.0	0.998	93734846.4434
391.0	0.9982	118486950.089
392.0	0.9984	143153406.284
393.0	0.9986	167735329.786
394.0	0.9988	192237051.351
395.0	0.999	216659499.339
396.0	0.9992	241006797.192
397.0	0.9994	265279092.06
398.0	0.9996	289479953.65
399.0	0.9998	313612436.809
400.0	1.0	337676583.386
401.0	1.0002	361675644.429
402.0	1.0004	385612064.507
403.0	1.0006	409487857.914
404.0	1.0008	433304456.239
405.0	1.001	457063984.961
406.0	1.0012	480767460.801
407.0	1.0014	504417104.034
408.0	1.0016	528013793.382
409.0	1.0018	551559773.358
410.0	1.002	575056067.961
411.0	1.0022	598504733.266
412.0	1.0024	621906949.219
413.0	1.0026	645264491.087
414.0	1.0028	668578573.172
415.0	1.003	691850698.05
416.0	1.0032	715082039.065
417.0	1.0034	738273885.424
418.0	1.0036	761427350.261
419.0	1.0038	784543562.339
420.0	1.004	807623554.197
421.0	1.0042	830668319.741
422.0	1.0044	853678792.017
423.0	1.0046	876655839.788
424.0	1.0048	899600285.545
425.0	1.005	922512876.083
426.0	1.0052	945394313.983
427.0	1.0054	968245220.138
428.0	1.0056	991066171.918
429.0	1.0058	1013857670.99
430.0	1.006	1036620195.72
431.0	1.0062	1059354171.55
432.0	1.0064	1082060032.43
433.0	1.0066	1104738176.99
434.0	1.0068	1127389028.72
435.0	1.007	1150012973.73
436.0	1.0072	1172610420.8
437.0	1.0074	1195181732.77
438.0	1.0076	1217727292.25
439.0	1.0078	1240247435.17
440.0	1.008	1262742520.71
441.0	1.0082	1285212868.86
442.0	1.0084	1307658829.19
443.0	1.0086	1330080720.54
444.0	1.0088	1352478893.16
445.0	1.009	1374853669.79
446.0	1.0092	1397205401.52
447.0	1.0094	1419534412.22
448.0	1.0096	1441841049.11
449.0	1.0098	1464125631.0
450.0	1.01	1486388495.71
451.0	1.0102	1508629953.79
452.0	1.0104	1530850333.44
453.0	1.0106	1553049939.53
454.0	1.0108	1575229093.8
455.0	1.011	1597388097.93
456.0	1.0112	1619527268.35
