3	header
postResults v2.0.2	single_phase_equiaxed_tension.spectralOut --cr f,p
filterTable v2.0.2	--white inc,1_f,1_p
inc	1_f	1_p
0.0	1.0	7.99533819199e-06
1.0	1.0002	32876143.9366
2.0	1.0004	65772330.6364
3.0	1.0006	98688499.4261
4.0	1.0008	131624717.419
5.0	1.001	164580945.76
6.0	1.0012	197557199.759
7.0	1.0014	230553496.08
8.0	1.0016	263569818.824
9.0	1.0018	296606178.266
10.0	1.002	329662577.549
11.0	1.0022	362739011.287
12.0	1.0024	395835402.468
13.0	1.0026	428951424.458
14.0	1.0028	462085686.814
15.0	1.003	495233056.979
16.0	1.0032	528376775.2
17.0	1.0034	561469297.206
18.0	1.0036	594399953.464
19.0	1.0038	626969174.573
20.0	1.004	658919650.759
21.0	1.0042	690043958.105
22.0	1.0044	720288386.844
23.0	1.0046	749757318.74
24.0	1.0048	778629406.364
25.0	1.005	807087503.791
26.0	1.0052	835264022.502
27.0	1.0054	863234062.038
28.0	1.0056	891055066.252
29.0	1.0058	918758410.255
30.0	1.006	946371875.379
31.0	1.0062	973900302.686
32.0	1.0064	1001351303.0
33.0	1.0066	1028714728.74
34.0	1.0068	1055985311.14
35.0	1.007	1083143323.49
36.0	1.0072	1110175000.07
37.0	1.0074	1137055423.32
38.0	1.0076	1163768404.47
39.0	1.0078	1190290236.8
40.0	1.008	1216609082.64
41.0	1.0082	1242708521.51
42.0	1.0084	1268586097.55
43.0	1.0086	1294236136.26
44.0	1.0088	1319666483.89
45.0	1.009	1344880839.6
46.0	1.0092	1369893589.94
47.0	1.0094	1394713372.43
48.0	1.0096	1419356438.39
49.0	1.0098	1443832600.17
50.0	1.01	1468157119.68
51.0	1.0102	1492339027.75
52.0	1.0104	1516391438.11
53.0	1.0106	1540321868.57
54.0	1.0108	1564141074.89
55.0	1.011	1587854985.19
56.0	1.0112	1611472248.28
57.0	1.0114	1634997428.82
58.0	1.0116	1658437492.06
59.0	1.0118	1681795976.33
60.0	1.012	1705078576.6
61.0	1.0122	1728288114.6
62.0	1.0124	1751429339.26
63.0	1.0126	1774504578.54
64.0	1.0128	1797517849.07
65.0	1.013	1820471119.4
66.0	1.0132	1843367818.36
67.0	1.0134	1866209634.35
68.0	1.0136	1888999505.45
69.0	1.0138	1911738888.59
70.0	1.014	1934430310.54
71.0	1.0142	1957075027.29
72.0	1.0144	1979675213.47
73.0	1.0146	2002231945.3
74.0	1.0148	2024747099.35
75.0	1.015	2047221607.67
76.0	1.0152	2069657108.6
77.0	1.0154	2092054435.14
78.0	1.0156	2114415042.43
79.0	1.0158	2136739694.82
80.0	1.016	2159029701.26
81.0	1.0162	2181285768.78
82.0	1.0164	2203509082.85
83.0	1.0166	2225700293.23
84.0	1.0168	2247860474.16
85.0	1.017	2269990218.68
86.0	1.0172	2292090499.87
87.0	1.0174	2314161864.49
88.0	1.0176	2336205201.71
89.0	1.0178	2358221024.59
90.0	1.018	2380210152.2
91.0	1.0182	2402173068.92
92.0	1.0184	2424110529.88
93.0	1.0186	2446022995.38
94.0	1.0188	2467911160.63
95.0	1.019	2489775461.59
