3	header
postResults v2.0.2	single_phase_equiaxed_tension.spectralOut --cr f,p
filterTable v2.0.2	--white inc,1_f,1_p
inc	1_f	1_p
0.0	1.0	4.42063784461e-06
1.0	1.0002	32516791.7516
2.0	1.0004	65053395.0894
3.0	1.0006	97609676.5236
4.0	1.0008	130185692.342
5.0	1.001	162781446.909
6.0	1.0012	195396949.264
7.0	1.0014	228032208.719
8.0	1.0016	260687209.843
9.0	1.0018	293361959.961
10.0	1.002	326056464.997
11.0	1.0022	358770725.955
12.0	1.0024	391504718.258
13.0	1.0026	424258304.282
14.0	1.0028	457030936.199
15.0	1.003	489820512.63
16.0	1.0032	522620125.772
17.0	1.0034	555409388.486
18.0	1.0036	588137818.384
19.0	1.0038	620704441.443
20.0	1.004	652949551.181
21.0	1.0042	684674408.455
22.0	1.0044	715702677.791
23.0	1.0046	745965714.592
24.0	1.0048	775533992.228
25.0	1.005	804473040.086
26.0	1.0052	833012904.881
27.0	1.0054	861221118.604
28.0	1.0056	889207996.135
29.0	1.0058	916998340.72
30.0	1.006	944626896.502
31.0	1.0062	972106602.811
32.0	1.0064	999448264.379
33.0	1.0066	1026651224.96
34.0	1.0068	1053711064.06
35.0	1.007	1080612970.34
36.0	1.0072	1107342040.56
37.0	1.0074	1133875396.12
38.0	1.0076	1160196266.97
39.0	1.0078	1186283405.52
40.0	1.008	1212127510.01
41.0	1.0082	1237716809.5
42.0	1.0084	1263054508.82
43.0	1.0086	1288141167.27
44.0	1.0088	1312991149.26
45.0	1.009	1337613893.32
46.0	1.0092	1362028827.05
47.0	1.0094	1386248542.58
48.0	1.0096	1410292173.69
49.0	1.0098	1434171590.25
50.0	1.01	1457903077.84
51.0	1.0102	1481496207.73
52.0	1.0104	1504963951.37
53.0	1.0106	1528313508.03
54.0	1.0108	1551555076.09
55.0	1.011	1574694051.63
56.0	1.0112	1597738639.8
57.0	1.0114	1620693057.57
58.0	1.0116	1643564126.12
59.0	1.0118	1666355292.71
60.0	1.012	1689072336.4
61.0	1.0122	1711718135.42
62.0	1.0124	1734297606.04
63.0	1.0126	1756813162.91
64.0	1.0128	1779268990.57
65.0	1.013	1801667128.98
66.0	1.0132	1824011163.31
67.0	1.0134	1846302849.66
68.0	1.0136	1868545294.63
69.0	1.0138	1890740042.78
70.0	1.014	1912889815.02
71.0	1.0142	1934995994.58
72.0	1.0144	1957060986.76
73.0	1.0146	1979086049.66
74.0	1.0148	2001073326.27
75.0	1.015	2023023970.82
76.0	1.0152	2044939899.38
77.0	1.0154	2066822169.62
78.0	1.0156	2088672493.18
79.0	1.0158	2110491833.86
80.0	1.016	2132281717.71
81.0	1.0162	2154043018.35
82.0	1.0164	2175777092.94
83.0	1.0166	2197484728.32
84.0	1.0168	2219167128.22
85.0	1.017	2240824997.76
86.0	1.0172	2262459403.08
87.0	1.0174	2284070974.43
88.0	1.0176	2305660656.13
89.0	1.0178	2327229010.36
90.0	1.018	2348776873.14
91.0	1.0182	2370304743.71
92.0	1.0184	2391813360.83
93.0	1.0186	2413303165.66
94.0	1.0188	2434774811.6
95.0	1.019	2456228689.56
96.0	1.0192	2477665381.03
97.0	1.0194	2499085235.72
98.0	1.0196	2520488774.78
99.0	1.0198	2541876313.38
100.0	1.02	2563248320.94
101.0	1.0198	2525017912.75
102.0	1.0196	2489404016.02
103.0	1.0194	2454946424.75
104.0	1.0192	2421083635.76
105.0	1.019	2387542448.17
106.0	1.0188	2354190398.89
107.0	1.0186	2320955938.85
108.0	1.0184	2287798873.7
109.0	1.0182	2254696814.97
110.0	1.018	2221635825.56
111.0	1.0178	2188608274.64
112.0	1.0176	2155608887.6
113.0	1.0174	2122634840.88
114.0	1.0172	2089684014.67
115.0	1.017	2056755342.57
116.0	1.0168	2023847905.44
117.0	1.0166	1990961330.09
118.0	1.0164	1958095162.67
119.0	1.0162	1925249331.06
120.0	1.016	1892423580.4
121.0	1.0158	1859617996.27
122.0	1.0156	1826832459.72
123.0	1.0154	1794067219.01
124.0	1.0152	1761322366.75
125.0	1.015	1728598479.88
126.0	1.0148	1695896067.04
127.0	1.0146	1663216326.95
128.0	1.0144	1630560325.94
129.0	1.0142	1597929905.95
130.0	1.014	1565326428.23
131.0	1.0138	1532752135.41
132.0	1.0136	1500208679.16
133.0	1.0134	1467699007.29
134.0	1.0132	1435225951.43
135.0	1.013	1402795097.82
136.0	1.0128	1370414897.08
137.0	1.0126	1338102188.65
138.0	1.0124	1305883830.36
139.0	1.0122	1273800319.58
140.0	1.012	1241903514.75
141.0	1.0118	1210260049.58
142.0	1.0116	1178950899.18
143.0	1.0114	1148063918.23
144.0	1.0112	1117729826.58
145.0	1.011	1087878892.63
146.0	1.0108	1058532484.34
147.0	1.0106	1029597385.32
148.0	1.0104	1001028293.06
149.0	1.0102	972755336.46
150.0	1.01	944717550.871
151.0	1.0098	916865943.107
152.0	1.0096	889159348.177
153.0	1.0094	861573244.497
154.0	1.0092	834088769.175
155.0	1.009	806696599.685
156.0	1.0088	779388934.346
157.0	1.0086	752162219.996
158.0	1.0084	725012163.203
159.0	1.0082	697936397.13
160.0	1.008	670931279.744
161.0	1.0078	643994400.447
162.0	1.0076	617122451.731
163.0	1.0074	590313448.375
164.0	1.0072	563565215.609
165.0	1.007	536877081.018
166.0	1.0068	510248555.254
167.0	1.0066	483680611.132
168.0	1.0064	457174561.82
169.0	1.0062	430733157.633
170.0	1.006	404359640.463
171.0	1.0058	378058678.652
172.0	1.0056	351835500.034
173.0	1.0054	325696551.64
174.0	1.0052	299667188.096
175.0	1.005	273725378.913
176.0	1.0048	247886613.611
177.0	1.0046	222155844.772
178.0	1.0044	196539578.314
179.0	1.0042	171063803.531
180.0	1.004	145708859.811
181.0	1.0038	120485525.068
182.0	1.0036	95391687.8519
183.0	1.0034	70442039.4461
184.0	1.0032	45619388.745
185.0	1.003	20925739.1025
186.0	1.0028	-3639251.25139
187.0	1.0026	-28089183.281
188.0	1.0024	-52425996.4777
189.0	1.0022	-76658031.6803
190.0	1.002	-100785787.971
191.0	1.0018	-124821467.87
192.0	1.0016	-148768363.145
193.0	1.0014	-172629670.032
194.0	1.0012	-196413423.288
195.0	1.001	-220123065.978
196.0	1.0008	-243761125.429
197.0	1.0006	-267332535.966
198.0	1.0004	-290840576.963
199.0	1.0002	-314287619.182
200.0	1.0	-337677959.502
201.0	0.9998	-361009870.422
202.0	0.9996	-384288429.864
203.0	0.9994	-407514982.93
204.0	0.9992	-430693325.603
205.0	0.999	-453822794.035
206.0	0.9988	-476907651.249
207.0	0.9986	-499946096.3
208.0	0.9984	-522942661.53
209.0	0.9982	-545895448.386
210.0	0.998	-568808644.236
211.0	0.9978	-591680723.973
212.0	0.9976	-614515360.694
213.0	0.9974	-637311409.278
214.0	0.9972	-660072074.428
215.0	0.997	-682796539.045
216.0	0.9968	-705487605.59
217.0	0.9966	-728144743.898
218.0	0.9964	-750770411.325
219.0	0.9962	-773364332.774
220.0	0.996	-795928660.395
221.0	0.9958	-818463331.812
222.0	0.9956	-840970215.451
223.0	0.9954	-863449411.192
224.0	0.9952	-885902522.215
225.0	0.995	-908329761.914
226.0	0.9948	-930732489.961
227.0	0.9946	-953110995.18
228.0	0.9944	-975466425.241
229.0	0.9942	-997799123.71
230.0	0.994	-1020110066.98
231.0	0.9938	-1042399644.67
232.0	0.9936	-1064668703.2
233.0	0.9934	-1086917675.63
234.0	0.9932	-1109147311.11
235.0	0.993	-1131358076.57
236.0	0.9928	-1153550638.79
237.0	0.9926	-1175725478.82
238.0	0.9924	-1197883186.64
239.0	0.9922	-1220024240.77
240.0	0.992	-1242149164.32
241.0	0.9918	-1264258427.67
242.0	0.9916	-1286352502.61
243.0	0.9914	-1308431851.33
244.0	0.9912	-1330496908.21
245.0	0.991	-1352548126.02
246.0	0.9908	-1374585908.57
247.0	0.9906	-1396610693.96
248.0	0.9904	-1418622857.83
249.0	0.9902	-1440622819.16
250.0	0.99	-1462610927.55
251.0	0.9898	-1484587580.91
252.0	0.9896	-1506553106.25
253.0	0.9894	-1528507880.87
254.0	0.9892	-1550452212.71
255.0	0.989	-1572386459.09
256.0	0.9888	-1594310911.53
257.0	0.9886	-1616225907.85
258.0	0.9884	-1638131724.41
259.0	0.9882	-1660028679.32
260.0	0.988	-1681917035.12
261.0	0.9878	-1703797091.61
262.0	0.9876	-1725669099.61
263.0	0.9874	-1747533341.65
264.0	0.9872	-1769390056.59
265.0	0.987	-1791239508.53
266.0	0.9868	-1813081922.23
267.0	0.9866	-1834917541.46
268.0	0.9864	-1856746575.22
269.0	0.9862	-1878569246.22
270.0	0.986	-1900385747.56
271.0	0.9858	-1922196282.5
272.0	0.9856	-1944001030.44
273.0	0.9854	-1965800177.24
274.0	0.9852	-1987593889.82
275.0	0.985	-2009382338.31
276.0	0.9848	-2031165677.97
277.0	0.9846	-2052944063.95
278.0	0.9844	-2074717640.38
279.0	0.9842	-2096486548.92
280.0	0.984	-2118250924.29
281.0	0.9838	-2140010897.82
282.0	0.9836	-2161766598.02
283.0	0.9834	-2183518149.88
284.0	0.9832	-2205265678.26
285.0	0.983	-2227009303.49
286.0	0.9828	-2248749146.9
287.0	0.9826	-2270485323.54
288.0	0.9824	-2292217949.94
289.0	0.9822	-2313947134.79
290.0	0.982	-2335672988.87
291.0	0.9818	-2357395614.28
292.0	0.9816	-2379115116.51
293.0	0.9814	-2400831592.28
294.0	0.9812	-2422545143.71
295.0	0.981	-2444255864.76
296.0	0.9808	-2465963856.78
297.0	0.9806	-2487669213.27
298.0	0.9804	-2509372036.07
299.0	0.9802	-2531072418.66
300.0	0.98	-2552770462.81
301.0	0.9802	-2516684366.35
302.0	0.9804	-2482775802.59
303.0	0.9806	-2449816608.57
304.0	0.9808	-2417332331.98
305.0	0.981	-2385092045.87
306.0	0.9812	-2352981146.65
307.0	0.9814	-2320937949.73
308.0	0.9816	-2288927153.27
309.0	0.9818	-2256928892.75
310.0	0.982	-2224930629.51
311.0	0.9822	-2192925546.63
312.0	0.9824	-2160908776.46
313.0	0.9826	-2128877785.01
314.0	0.9828	-2096830534.48
315.0	0.983	-2064766102.96
316.0	0.9832	-2032683566.7
317.0	0.9834	-2000582653.91
318.0	0.9836	-1968462897.41
319.0	0.9838	-1936324312.08
320.0	0.984	-1904166656.85
321.0	0.9842	-1871990138.84
322.0	0.9844	-1839794733.95
323.0	0.9846	-1807580961.67
324.0	0.9848	-1775349234.04
325.0	0.985	-1743100785.22
326.0	0.9852	-1710836907.01
327.0	0.9854	-1678560044.28
328.0	0.9856	-1646272463.57
329.0	0.9858	-1613977465.67
330.0	0.986	-1581677439.85
331.0	0.9862	-1549375729.49
332.0	0.9864	-1517074594.47
333.0	0.9866	-1484777647.4
334.0	0.9868	-1452488206.61
335.0	0.987	-1420212800.65
336.0	0.9872	-1387961460.06
337.0	0.9874	-1355753329.7
338.0	0.9876	-1323617254.76
339.0	0.9878	-1291593770.12
340.0	0.988	-1259731124.17
341.0	0.9882	-1228089430.73
342.0	0.9884	-1196741187.86
343.0	0.9886	-1165768177.91
344.0	0.9888	-1135296163.04
345.0	0.989	-1105257455.66
346.0	0.9892	-1075671513.55
347.0	0.9894	-1046451899.3
348.0	0.9896	-1017558731.03
349.0	0.9898	-988927268.499
350.0	0.99	-960501868.289
351.0	0.9902	-932236815.41
352.0	0.9904	-904094727.212
353.0	0.9906	-876052831.622
354.0	0.9908	-848094990.534
355.0	0.991	-820213239.527
356.0	0.9912	-792401899.779
357.0	0.9914	-764658508.436
358.0	0.9916	-736980265.661
359.0	0.9918	-709365278.496
360.0	0.992	-681810516.136
361.0	0.9922	-654313488.489
362.0	0.9924	-626871165.797
363.0	0.9926	-599481506.076
364.0	0.9928	-572142657.836
365.0	0.993	-544854020.286
366.0	0.9932	-517615583.605
367.0	0.9934	-490428675.994
368.0	0.9936	-463295417.904
369.0	0.9938	-436219300.041
370.0	0.994	-409204694.009
371.0	0.9942	-382257267.61
372.0	0.9944	-355383430.974
373.0	0.9946	-328590638.944
374.0	0.9948	-301905006.094
375.0	0.995	-275306505.318
376.0	0.9952	-248810697.558
377.0	0.9954	-222423640.457
378.0	0.9956	-196153107.485
379.0	0.9958	-170025315.69
380.0	0.996	-144022681.765
381.0	0.9962	-118155909.549
382.0	0.9964	-92424676.9191
383.0	0.9966	-66844086.0149
384.0	0.9968	-41399673.0521
385.0	0.997	-16093401.7937
386.0	0.9972	9074435.34471
387.0	0.9974	34116069.5807
388.0	0.9976	59034246.9151
389.0	0.9978	83837039.7988
390.0	0.998	108526169.152
391.0	0.9982	133113143.491
392.0	0.9984	157602179.802
393.0	0.9986	181996620.649
