3	header
postResults v2.0.2	single_phase_equiaxed_tension.spectralOut --cr f,p
filterTable v2.0.2	--white inc,1_f,1_p
inc	1_f	1_p
0.0	1.0	8.55939381181e-06
1.0	1.0002	32572459.2501
2.0	1.0004	65164784.0076
3.0	1.0006	97776828.7897
4.0	1.0008	130408639.594
5.0	1.001	163060265.108
6.0	1.0012	195731670.433
7.0	1.0014	228422896.336
8.0	1.0016	261133912.098
9.0	1.0018	293864725.479
10.0	1.002	326615341.644
11.0	1.0022	359385767.592
12.0	1.0024	392175962.835
13.0	1.0026	424985775.476
14.0	1.0028	457814555.587
15.0	1.003	490659813.788
16.0	1.0032	523513361.264
17.0	1.0034	556350881.567
18.0	1.0036	589111287.685
19.0	1.0038	621671959.692
20.0	1.004	653849027.091
21.0	1.0042	685446252.417
22.0	1.0044	716327806.857
23.0	1.0046	746465518.111
24.0	1.0048	775933903.177
25.0	1.005	804783460.923
26.0	1.0052	833209842.248
27.0	1.0054	861271213.054
28.0	1.0056	889085192.728
29.0	1.0058	916691238.759
30.0	1.006	944141440.302
31.0	1.0062	971463101.229
32.0	1.0064	998677920.046
33.0	1.0066	1025793221.19
34.0	1.0068	1052809082.76
35.0	1.007	1079713593.05
36.0	1.0072	1106491260.72
37.0	1.0074	1133119007.16
38.0	1.0076	1159575635.97
39.0	1.0078	1185838161.75
40.0	1.008	1211890645.8
41.0	1.0082	1237718955.09
42.0	1.0084	1263317852.8
43.0	1.0086	1288683833.57
44.0	1.0088	1313820898.22
45.0	1.009	1338733025.02
46.0	1.0092	1363429563.83
47.0	1.0094	1387918605.71
48.0	1.0096	1412212111.77
49.0	1.0098	1436320240.92
50.0	1.01	1460255965.78
51.0	1.0102	1484030137.54
52.0	1.0104	1507655591.73
53.0	1.0106	1531142807.71
54.0	1.0108	1554503617.41
55.0	1.011	1577747370.78
56.0	1.0112	1600884337.06
57.0	1.0114	1623922337.24
58.0	1.0116	1646869872.97
59.0	1.0118	1669733183.95
60.0	1.012	1692519107.56
61.0	1.0122	1715232502.89
62.0	1.0124	1737878828.92
63.0	1.0126	1760461859.21
64.0	1.0128	1782985989.0
65.0	1.013	1805454188.54
66.0	1.0132	1827870061.26
67.0	1.0134	1850235995.02
68.0	1.0136	1872554997.59
69.0	1.0138	1894829024.43
70.0	1.014	1917060618.54
71.0	1.0142	1939251398.66
72.0	1.0144	1961403530.98
73.0	1.0146	1983518365.38
74.0	1.0148	2005597757.95
75.0	1.015	2027642844.97
76.0	1.0152	2049655226.6
77.0	1.0154	2071635870.12
78.0	1.0156	2093586159.69
79.0	1.0158	2115506921.36
80.0	1.016	2137399351.71
81.0	1.0162	2159264151.98
82.0	1.0164	2181102356.97
83.0	1.0166	2202914557.98
84.0	1.0168	2224701656.04
85.0	1.017	2246464154.6
86.0	1.0172	2268202852.4
87.0	1.0174	2289918190.68
88.0	1.0176	2311610892.5
89.0	1.0178	2333281359.93
90.0	1.018	2354930259.45
91.0	1.0182	2376557967.98
92.0	1.0184	2398165104.11
93.0	1.0186	2419752023.33
94.0	1.0188	2441319301.28
95.0	1.019	2462867273.28
96.0	1.0192	2484396475.26
97.0	1.0194	2505907221.21
98.0	1.0196	2527400007.54
99.0	1.0198	2548875125.23
100.0	1.02	2570333032.68
101.0	1.0198	2532066891.03
102.0	1.0196	2496345423.99
103.0	1.0194	2461795106.75
104.0	1.0192	2427878852.57
105.0	1.019	2394279909.56
106.0	1.0188	2360873271.07
107.0	1.0186	2327579378.64
108.0	1.0184	2294363068.24
109.0	1.0182	2261201195.73
110.0	1.018	2228081226.64
111.0	1.0178	2194994174.19
112.0	1.0176	2161935422.48
113.0	1.0174	2128901566.82
114.0	1.0172	2095890875.74
115.0	1.017	2062902033.88
116.0	1.0168	2029934400.76
117.0	1.0166	1996987386.91
118.0	1.0164	1964060752.78
119.0	1.0162	1931154222.22
120.0	1.016	1898267733.37
121.0	1.0158	1865401154.79
122.0	1.0156	1832554524.19
123.0	1.0154	1799727835.33
124.0	1.0152	1766921286.82
125.0	1.015	1734135094.07
126.0	1.0148	1701369767.73
127.0	1.0146	1668625873.02
128.0	1.0144	1635904322.69
129.0	1.0142	1603206005.08
130.0	1.014	1570532187.16
131.0	1.0138	1537884054.65
132.0	1.0136	1505263309.06
133.0	1.0134	1472671854.82
134.0	1.0132	1440113043.9
135.0	1.013	1407592675.38
136.0	1.0128	1375122943.36
137.0	1.0126	1342727669.91
138.0	1.0124	1310450515.53
139.0	1.0122	1278358793.35
140.0	1.012	1246538072.04
141.0	1.0118	1215074779.83
142.0	1.0116	1184091168.02
143.0	1.0114	1153549524.06
144.0	1.0112	1123500900.59
145.0	1.011	1093892803.31
146.0	1.0108	1064762288.05
147.0	1.0106	1035970805.46
148.0	1.0104	1007499202.96
149.0	1.0102	979281166.276
150.0	1.01	951303601.693
151.0	1.0098	923536553.993
152.0	1.0096	895954988.208
153.0	1.0094	868533980.347
154.0	1.0092	841247671.051
155.0	1.009	814075157.528
156.0	1.0088	786997703.485
157.0	1.0086	760000930.744
158.0	1.0084	733073266.555
159.0	1.0082	706206088.429
160.0	1.008	679392765.492
161.0	1.0078	652628473.68
162.0	1.0076	625909567.383
163.0	1.0074	599233465.632
164.0	1.0072	572598331.488
165.0	1.007	546003096.798
166.0	1.0068	519447402.435
167.0	1.0066	492931760.712
168.0	1.0064	466457611.815
169.0	1.0062	440027461.913
170.0	1.006	413644854.869
171.0	1.0058	387314368.845
172.0	1.0056	361041484.953
173.0	1.0054	334832473.621
174.0	1.0052	308694114.188
175.0	1.005	282633474.057
176.0	1.0048	256657609.617
177.0	1.0046	230785663.45
178.0	1.0044	205004890.155
179.0	1.0042	179325977.974
180.0	1.004	153752432.442
181.0	1.0038	128289221.252
182.0	1.0036	102949287.751
183.0	1.0034	77723313.0549
184.0	1.0032	52614921.883
185.0	1.003	27620532.1945
186.0	1.0028	2744671.96458
187.0	1.0026	-22020799.6189
188.0	1.0024	-46676873.3618
189.0	1.0022	-71227308.8214
190.0	1.002	-95675789.0451
191.0	1.0018	-120025360.441
192.0	1.0016	-144279928.117
193.0	1.0014	-168441248.819
194.0	1.0012	-192511927.785
195.0	1.001	-216495314.851
196.0	1.0008	-240392880.963
197.0	1.0006	-264207705.057
198.0	1.0004	-287941684.0
199.0	1.0002	-311597937.401
200.0	1.0	-335178754.826
201.0	0.9998	-358686891.858
202.0	0.9996	-382125667.023
203.0	0.9994	-405498762.866
204.0	0.9992	-428808977.816
205.0	0.999	-452059675.369
206.0	0.9988	-475253272.146
207.0	0.9986	-498392386.971
208.0	0.9984	-521480054.449
209.0	0.9982	-544518001.175
210.0	0.998	-567509717.657
211.0	0.9978	-590456449.024
212.0	0.9976	-613361488.887
213.0	0.9974	-636225810.425
214.0	0.9972	-659052253.25
215.0	0.997	-681841593.854
216.0	0.9968	-704596225.923
217.0	0.9966	-727316793.971
218.0	0.9964	-750005330.213
219.0	0.9962	-772662412.338
220.0	0.996	-795289797.54
221.0	0.9958	-817888039.919
222.0	0.9956	-840458680.947
223.0	0.9954	-863002262.309
224.0	0.9952	-885520144.559
225.0	0.995	-908012857.252
226.0	0.9948	-930481611.531
227.0	0.9946	-952926927.07
228.0	0.9944	-975349893.702
229.0	0.9942	-997751021.442
230.0	0.994	-1020131296.32
231.0	0.9938	-1042491209.95
232.0	0.9936	-1064831649.84
233.0	0.9934	-1087153077.76
234.0	0.9932	-1109456288.63
235.0	0.993	-1131741708.32
236.0	0.9928	-1154010049.46
