3	header
postResults v2.0.2	single_phase_equiaxed_tension.spectralOut --cr f,p
filterTable v2.0.2	--white inc,1_f,1_p
inc	1_f	1_p
0.0	1.0	-1.33073144801e-06
1.0	1.0002	32200712.0541
2.0	1.0004	64421025.6723
3.0	1.0006	96660884.9684
4.0	1.0008	128920332.662
5.0	1.001	161199357.098
6.0	1.0012	193497953.821
7.0	1.0014	225816153.886
8.0	1.0016	258153933.82
9.0	1.0018	290511306.744
10.0	1.002	322888273.854
11.0	1.0022	355284838.006
12.0	1.0024	387700953.547
13.0	1.0026	420136416.041
14.0	1.0028	452590375.297
15.0	1.003	485059654.102
16.0	1.0032	517533685.511
17.0	1.0034	549981134.081
18.0	1.0036	582323230.615
19.0	1.0038	614401222.879
20.0	1.004	645973718.1
21.0	1.0042	676778743.184
22.0	1.0044	706632634.49
23.0	1.0046	735492559.471
24.0	1.0048	763446725.236
25.0	1.005	790658486.175
26.0	1.0052	817311429.645
27.0	1.0054	843549920.37
28.0	1.0056	869472434.895
29.0	1.0058	895157684.887
30.0	1.006	920667508.303
31.0	1.0062	946041282.855
32.0	1.0064	971310418.386
33.0	1.0066	996489219.731
34.0	1.0068	1021589119.51
35.0	1.007	1046611132.64
36.0	1.0072	1071556381.34
37.0	1.0074	1096419620.65
38.0	1.0076	1121197544.32
39.0	1.0078	1145883011.37
40.0	1.008	1170472191.03
41.0	1.0082	1194958835.79
42.0	1.0084	1219340584.51
43.0	1.0086	1243613280.49
44.0	1.0088	1267776604.02
45.0	1.009	1291828689.11
46.0	1.0092	1315771135.44
47.0	1.0094	1339604110.65
48.0	1.0096	1363330744.9
49.0	1.0098	1386952732.73
50.0	1.01	1410474175.21
51.0	1.0102	1433897658.98
52.0	1.0104	1457227655.56
53.0	1.0106	1480467064.28
54.0	1.0108	1503620265.9
55.0	1.011	1526690121.34
56.0	1.0112	1549680727.36
57.0	1.0114	1572594809.89
58.0	1.0116	1595436185.84
59.0	1.0118	1618207468.2
60.0	1.012	1640912251.63
61.0	1.0122	1663553065.27
62.0	1.0124	1686133317.01
63.0	1.0126	1708655451.14
64.0	1.0128	1731122682.64
65.0	1.013	1753537335.68
66.0	1.0132	1775902394.86
67.0	1.0134	1798220014.75
68.0	1.0136	1820492910.93
69.0	1.0138	1842723030.82
70.0	1.014	1864912800.89
71.0	1.0142	1887063944.15
72.0	1.0144	1909178597.93
73.0	1.0146	1931258262.24
74.0	1.0148	1953304802.29
75.0	1.015	1975319510.96
76.0	1.0152	1997304008.55
77.0	1.0154	2019259403.02
78.0	1.0156	2041187098.21
79.0	1.0158	2063088039.16
80.0	1.016	2084963440.48
81.0	1.0162	2106814106.91
82.0	1.0164	2128641092.13
83.0	1.0166	2150445084.51
84.0	1.0168	2172227004.32
85.0	1.017	2193987444.62
86.0	1.0172	2215727213.65
87.0	1.0174	2237446824.07
88.0	1.0176	2259146987.92
89.0	1.0178	2280828148.86
90.0	1.018	2302490935.92
91.0	1.0182	2324135734.02
92.0	1.0184	2345763101.17
93.0	1.0186	2367373372.93
94.0	1.0188	2388967046.99
95.0	1.019	2410544417.87
96.0	1.0192	2432105932.88
97.0	1.0194	2453651853.41
98.0	1.0196	2475182584.98
99.0	1.0198	2496698362.26
100.0	1.02	2518199555.15
101.0	1.0198	2480948677.28
102.0	1.0196	2446102096.36
103.0	1.0194	2412261224.96
104.0	1.0192	2378953661.19
105.0	1.019	2345892546.55
106.0	1.0188	2312980332.62
107.0	1.0186	2280155251.45
108.0	1.0184	2247392643.66
109.0	1.0182	2214674940.98
110.0	1.018	2181993183.34
111.0	1.0178	2149340917.28
112.0	1.0176	2116714848.84
113.0	1.0174	2084112396.51
114.0	1.0172	2051532320.01
115.0	1.017	2018973508.91
116.0	1.0168	1986435471.41
117.0	1.0166	1953917686.7
118.0	1.0164	1921419986.02
119.0	1.0162	1888942107.75
120.0	1.016	1856484042.41
121.0	1.0158	1824045650.55
122.0	1.0156	1791627047.19
123.0	1.0154	1759228203.58
124.0	1.0152	1726849431.42
125.0	1.015	1694490944.79
126.0	1.0148	1662153477.59
127.0	1.0146	1629837692.42
128.0	1.0144	1597544943.89
129.0	1.0142	1565276259.69
130.0	1.014	1533033475.75
131.0	1.0138	1500817842.7
132.0	1.0136	1468631876.35
133.0	1.0134	1436477789.31
134.0	1.0132	1404360237.4
135.0	1.013	1372286025.9
136.0	1.0128	1340270551.84
137.0	1.0126	1308343400.58
138.0	1.0124	1276560977.8
139.0	1.0122	1245010604.67
140.0	1.012	1213804344.4
141.0	1.0118	1183055577.79
142.0	1.0116	1152857518.65
143.0	1.0114	1123332694.35
144.0	1.0112	1094396248.86
145.0	1.011	1066068793.52
146.0	1.0108	1038269570.22
147.0	1.0106	1010965220.62
148.0	1.0104	984140521.825
149.0	1.0102	957635030.607
150.0	1.01	931421941.737
151.0	1.0098	905423595.985
152.0	1.0096	879621417.667
153.0	1.0094	853978155.296
154.0	1.0092	828470956.225
155.0	1.009	803076101.585
156.0	1.0088	777777011.646
157.0	1.0086	752558812.761
158.0	1.0084	727411547.889
159.0	1.0082	702325960.722
160.0	1.008	677296016.206
161.0	1.0078	652315804.775
162.0	1.0076	627381524.771
163.0	1.0074	602489280.246
164.0	1.0072	577636602.22
165.0	1.007	552820861.995
166.0	1.0068	528040508.331
167.0	1.0066	503293876.153
168.0	1.0064	478580211.225
169.0	1.0062	453898789.944
170.0	1.006	429249762.545
171.0	1.0058	404633435.948
172.0	1.0056	380050873.969
173.0	1.0054	355503235.712
174.0	1.0052	330992205.664
175.0	1.005	306519400.994
176.0	1.0048	282086730.196
177.0	1.0046	257695881.394
178.0	1.0044	233348649.282
179.0	1.0042	209046477.762
180.0	1.004	184790792.166
181.0	1.0038	160582644.021
182.0	1.0036	136432564.164
183.0	1.0034	112325990.963
184.0	1.0032	88267722.4067
185.0	1.003	64257218.4512
186.0	1.0028	40295433.9917
187.0	1.0026	16390678.9012
188.0	1.0024	-7466285.98767
189.0	1.0022	-31272690.7355
190.0	1.002	-55029744.9748
191.0	1.0018	-78732575.8198
192.0	1.0016	-102386049.326
193.0	1.0014	-125988901.059
194.0	1.0012	-149540855.75
195.0	1.001	-173043084.161
196.0	1.0008	-196496328.968
197.0	1.0006	-219901205.661
198.0	1.0004	-243259067.747
199.0	1.0002	-266570275.167
200.0	1.0	-289835742.916
201.0	0.9998	-313057781.645
202.0	0.9996	-336237320.904
203.0	0.9994	-359376384.351
204.0	0.9992	-382475370.647
205.0	0.999	-405536291.633
206.0	0.9988	-428559491.671
207.0	0.9986	-451546671.921
208.0	0.9984	-474498205.079
209.0	0.9982	-497415641.9
210.0	0.998	-520299389.731
211.0	0.9978	-543150818.959
212.0	0.9976	-565970396.661
213.0	0.9974	-588759277.279
214.0	0.9972	-611517963.53
215.0	0.997	-634247421.791
216.0	0.9968	-656948156.205
