3	header
postResults v2.0.2	single_phase_equiaxed_tension.spectralOut --cr f,p
filterTable v2.0.2	--white inc,1_f,1_p
inc	1_f	1_p
0.0	1.0	-1.87344683993e-06
1.0	1.0002	32707291.6434
2.0	1.0004	65434540.367
3.0	1.0006	98181631.7982
4.0	1.0008	130948624.084
5.0	1.001	163735523.224
6.0	1.0012	196542313.821
7.0	1.0014	229369033.271
8.0	1.0016	262215649.655
9.0	1.0018	295082178.41
10.0	1.002	327968620.039
11.0	1.0022	360874969.377
12.0	1.0024	393801138.618
13.0	1.0026	426746758.736
14.0	1.0028	459710225.317
15.0	1.003	492685689.071
16.0	0.0	-inf
17.0	1.0034	558564516.647
18.0	1.0036	591302850.035
19.0	1.0038	623682248.373
20.0	1.004	655482746.77
21.0	1.0042	122016946456.0
22.0	1.0044	716778458.947
23.0	1.0046	746251744.835
24.0	1.0048	-1.01764591127e+54
25.0	1.005	-1.71438330121e+110
26.0	1.0052	831583105.537
27.0	1.0054	-1.01219791622e+141
28.0	1.0056	7.17908307733e+278
29.0	1.0058	914499178.007
30.0	1.006	941866265.429
31.0	1.0062	969142005.414
32.0	1.0064	996323425.75
33.0	1.0066	-1.45444642207e+24
34.0	1.0068	1050410798.65
35.0	1.007	1077295109.13
36.0	1.0072	1105178607.62
37.0	1.0074	-1.2486769682e+148
38.0	1.0076	1148045106.23
39.0	1.0078	1183335181.11
40.0	1.008	4.60932469983e+53
41.0	1.0082	-5.99219549337e+214
42.0	1.0084	3.69658428235e+302
43.0	1.0086	1.63978822918e+273
44.0	1.0088	1311298256.36
45.0	1.009	-2.14149237179e+229
46.0	1.0092	1360959971.01
47.0	1.0094	1385503688.23
48.0	1.0096	1409874318.0
49.0	1.0098	1434088004.44
50.0	1.01	1458157062.8
51.0	1.0102	-2.98891303043e+296
52.0	1.0104	1505912714.55
53.0	1.0106	-1.91397921643e+17
54.0	1.0108	1553225607.78
55.0	1.011	1576737044.75
56.0	1.0112	1600160361.78
57.0	1.0114	1623501908.89
58.0	1.0116	1646766120.25
59.0	1.0118	1670490490.14
60.0	1.012	-4.29918942349e+172
61.0	1.0122	1716139623.64
62.0	0.0	nan
63.0	0.0	nan
64.0	1.0128	1784957353.82
65.0	1.013	1807787051.17
66.0	1.0132	1.64712746549e+25
67.0	1.0134	1853296505.83
68.0	1.0136	1875980550.06
69.0	0.0	nan
70.0	0.0	nan
71.0	0.0	nan
72.0	0.0	nan
73.0	0.0	nan
74.0	1.0148	2.26767862774e+103
75.0	1.015	2033615676.93
76.0	1.0152	-2.26223082431e+216
77.0	1.0154	2078326778.55
78.0	1.0156	-3.73147551648e+166
79.0	1.0158	2122909745.98
80.0	1.016	2145155577.49
81.0	1.0162	-3.0706377523e+270
82.0	1.0164	2189560463.12
83.0	1.0166	2211721114.8
84.0	1.0168	2233854809.67
85.0	1.017	-1.06136644219e+147
86.0	1.0172	2278044308.98
87.0	1.0174	1.26450277331e+187
88.0	1.0176	2322133977.58
89.0	1.0178	2344142802.23
90.0	1.018	2366128224.55
91.0	1.0182	2388090827.82
92.0	1.0184	2410030953.76
93.0	1.0186	2431949135.11
94.0	1.0188	2453845680.61
95.0	1.019	2475721083.39
96.0	1.0192	2497575626.93
97.0	1.0194	-2.69865363944e+29
98.0	1.0196	-1.08619961141e+197
99.0	1.0198	-1.41486715782e+236
100.0	1.02	1.32208816567e+126
101.0	0.0	nan
102.0	1.0196	-1.31996268623e+93
103.0	1.0194	1.10166796514e+295
104.0	1.0192	4.70596142559e+231
105.0	0.0	nan
106.0	1.0188	3.52995397776e+221
107.0	1.0186	3.30403286107e+221
108.0	1.0184	3.19107230272e+221
109.0	1.0182	2.96515118602e+221
110.0	1.018	2.62626951098e+221
111.0	1.0178	3.19107230272e+221
112.0	1.0176	3.67109120508e+221
