3	header
postResults v2.0.2	single_phase_equiaxed_tension.spectralOut --cr f,p
filterTable v2.0.2	--white inc,1_f,1_p
inc	1_f	1_p
0.0	1.0	7.73117093525e-06
1.0	1.0002	32519875.6456
2.0	1.0004	65059529.6451
3.0	1.0006	97618883.1894
4.0	1.0008	130197978.835
5.0	1.001	162796802.656
6.0	1.0012	195415368.567
7.0	1.0014	228053689.06
8.0	1.0016	260711749.479
9.0	1.0018	293389560.114
10.0	1.002	326087123.773
11.0	1.0022	358804438.194
12.0	1.0024	391541450.679
13.0	1.0026	424297924.576
14.0	1.0028	457072870.819
15.0	1.003	489862597.944
16.0	1.0032	522654991.529
17.0	1.0034	555415283.94
18.0	1.0036	588062136.578
19.0	1.0038	620450049.584
20.0	1.004	652391500.889
21.0	1.0042	683723535.324
22.0	1.0044	714374753.514
23.0	1.0046	744386776.406
24.0	1.0048	773875004.789
25.0	1.005	802976498.321
26.0	1.0052	831781206.446
27.0	1.0054	860348419.011
28.0	1.0056	888723247.692
29.0	1.0058	916933520.164
30.0	1.006	945002559.978
31.0	1.0062	972936285.314
32.0	1.0064	1000741215.88
33.0	1.0066	1028410317.74
34.0	1.0068	1055939667.31
35.0	1.007	1083314507.12
36.0	1.0072	1110523504.61
37.0	1.0074	1137545660.79
38.0	1.0076	1164363323.31
39.0	1.0078	1190951243.71
40.0	1.008	1217289770.06
41.0	1.0082	1243355995.14
42.0	1.0084	1269136812.54
43.0	1.0086	1294620390.55
44.0	1.0088	1319807069.66
45.0	1.009	1344699453.33
46.0	1.0092	1369310406.13
47.0	1.0094	1393653000.64
48.0	1.0096	1417746799.58
49.0	1.0098	1441609303.77
50.0	1.01	1465261273.72
51.0	1.0102	1488720113.81
52.0	1.0104	1512004504.34
53.0	1.0106	1535129483.58
54.0	1.0108	1558110474.31
55.0	1.011	1580959607.96
56.0	1.0112	1603689149.04
57.0	1.0114	1626308653.8
58.0	1.0116	1648827820.81
59.0	1.0118	1671254216.49
60.0	1.012	1693595613.29
61.0	1.0122	1715858122.07
62.0	1.0124	1738048094.48
63.0	1.0126	1760170565.58
64.0	1.0128	1782230802.19
65.0	1.013	1804232997.39
66.0	1.0132	1826181542.74
67.0	1.0134	1848079931.99
68.0	1.0136	1869931822.41
69.0	1.0138	1891740111.18
70.0	1.014	1913507834.99
71.0	1.0142	1935237386.45
72.0	1.0144	1956931284.4
73.0	1.0146	1978591502.07
74.0	1.0148	2000220131.58
75.0	1.015	2021818803.44
76.0	1.0152	2043389262.05
77.0	1.0154	2064932859.79
78.0	1.0156	2086451057.29
79.0	1.0158	2107944980.55
80.0	1.016	2129415858.92
81.0	1.0162	2150864634.61
82.0	1.0164	2172292347.8
83.0	1.0166	2193699790.97
84.0	1.0168	2215087849.9
85.0	1.017	2236457196.8
86.0	1.0172	2257808593.15
87.0	1.0174	2279142615.47
88.0	1.0176	2300459924.39
89.0	1.0178	2321761018.11
90.0	1.018	2343046472.77
91.0	1.0182	2364316720.5
92.0	1.0184	2385572265.4
93.0	1.0186	2406813483.62
94.0	1.0188	2428040818.03
95.0	1.019	2449254597.47
96.0	1.0192	2470455213.04
97.0	1.0194	2491642954.21
98.0	1.0196	2512818169.07
99.0	1.0198	2533981114.93
100.0	1.02	2555132104.1
101.0	1.0198	2516761635.31
102.0	1.0196	2481010226.61
103.0	1.0194	2446459672.1
104.0	1.0192	2412571050.15
105.0	1.019	2379015380.57
106.0	1.0188	2345664537.57
107.0	1.0186	2312433929.78
108.0	1.0184	2279285484.83
109.0	1.0182	2246192849.42
110.0	1.018	2213142321.96
111.0	1.0178	2180124450.59
112.0	1.0176	2147134466.5
113.0	1.0174	2114168885.66
114.0	1.0172	2081226045.39
115.0	1.017	2048304612.48
116.0	1.0168	2015404003.3
117.0	1.0166	1982523654.78
118.0	1.0164	1949663386.59
119.0	1.0162	1916822929.2
120.0	1.016	1884002269.86
121.0	1.0158	1851201247.17
122.0	1.0156	1818419942.94
123.0	1.0154	1785658263.89
124.0	1.0152	1752916366.15
125.0	1.015	1720194219.8
126.0	1.0148	1687492108.27
127.0	1.0146	1654810110.31
128.0	1.0144	1622148774.74
129.0	1.0142	1589508462.42
130.0	1.014	1556890237.69
131.0	1.0138	1524294994.97
132.0	1.0136	1491724703.59
133.0	1.0134	1459181585.46
134.0	1.0132	1426671021.44
135.0	1.013	1394203267.79
136.0	1.0128	1361801922.8
137.0	1.0126	1329509780.36
138.0	1.0124	1297396346.88
139.0	1.0122	1265547602.28
140.0	1.012	1234050064.09
141.0	1.0118	1202969836.06
142.0	1.0116	1172352455.35
143.0	1.0114	1142212873.4
144.0	1.0112	1112601396.24
145.0	1.011	1083339802.56
146.0	1.0108	1054398050.18
147.0	1.0106	1025685573.12
148.0	1.0104	997171248.184
149.0	1.0102	968808775.541
150.0	1.01	940569075.69
151.0	1.0098	912430504.304
152.0	1.0096	884382636.206
153.0	1.0094	856421867.299
154.0	1.0092	828548468.554
155.0	1.009	800761808.889
156.0	1.0088	773060176.778
157.0	1.0086	745439882.511
158.0	1.0084	717896913.123
159.0	1.0082	690426988.1
160.0	1.008	663026773.285
161.0	1.0078	635693436.027
162.0	1.0076	608425726.537
163.0	1.0074	581222963.576
164.0	1.0072	554086019.124
165.0	1.007	527015950.912
166.0	1.0068	500014669.142
167.0	1.0066	473083638.289
168.0	1.0064	446224437.204
169.0	1.0062	419437954.533
170.0	1.006	392725099.77
171.0	1.0058	366086488.562
172.0	1.0056	339523212.699
173.0	1.0054	313036833.469
174.0	1.0052	286630001.171
175.0	1.005	260306430.669
176.0	1.0048	234071129.049
177.0	1.0046	207946559.655
178.0	1.0044	181913277.555
179.0	1.0042	155985694.302
180.0	1.004	130170089.672
181.0	1.0038	104474070.981
182.0	1.0036	78921100.3952
183.0	1.0034	53498013.8167
184.0	1.0032	28216133.2893
185.0	1.003	3077437.98751
186.0	1.0028	-21906608.3978
187.0	1.0026	-46744839.8032
188.0	1.0024	-71434786.4605
189.0	1.0022	-95979692.7299
190.0	1.002	-120378776.821
191.0	1.0018	-144639925.522
192.0	1.0016	-168767870.206
193.0	1.0014	-192767647.679
194.0	1.0012	-216645250.456
195.0	1.001	-240404971.519
196.0	1.0008	-264056825.141
197.0	1.0006	-287600899.231
198.0	1.0004	-311047633.304
199.0	1.0002	-334400346.049
200.0	1.0	-357667452.143
201.0	0.9998	-380848257.112
202.0	0.9996	-403951864.057
203.0	0.9994	-426979953.094
204.0	0.9992	-449940717.182
205.0	0.999	-472831898.734
206.0	0.9988	-495663306.089
207.0	0.9986	-518431899.75
208.0	0.9984	-541146358.866
209.0	0.9982	-563804155.145
210.0	0.998	-586412622.661
211.0	0.9978	-608969782.108
212.0	0.9976	-631481837.729
213.0	0.9974	-653947314.908
214.0	0.9972	-676371435.74
215.0	0.997	-698753169.538
216.0	0.9968	-721096914.289
217.0	0.9966	-743402022.406
218.0	0.9964	-765672220.036
219.0	0.9962	-787907200.235
220.0	0.996	-810110142.11
221.0	0.9958	-832281041.219
222.0	0.9956	-854422618.235
223.0	0.9954	-876535117.881
224.0	0.9952	-898620857.96
225.0	0.995	-920680260.394
226.0	0.9948	-942715285.427
227.0	0.9946	-964726465.555
228.0	0.9944	-986715458.803
229.0	0.9942	-1008682861.56
230.0	0.994	-1030630087.96
231.0	0.9938	-1052557762.69
232.0	0.9936	-1074467100.72
233.0	0.9934	-1096358723.92
234.0	0.9932	-1118233680.29
235.0	0.993	-1140092566.58
236.0	0.9928	-1161936289.69
237.0	0.9926	-1183765407.76
238.0	0.9924	-1205580708.37
239.0	0.9922	-1227382705.58
240.0	0.992	-1249172087.86
241.0	0.9918	-1270949326.65
242.0	0.9916	-1292715031.16
243.0	0.9914	-1314469636.21
244.0	0.9912	-1336213689.39
245.0	0.991	-1357947594.83
246.0	0.9908	-1379671850.16
247.0	0.9906	-1401386832.13
248.0	0.9904	-1423092995.82
249.0	0.9902	-1444790692.62
250.0	0.99	-1466480340.26
251.0	0.9898	-1488162266.32
252.0	0.9896	-1509836855.72
253.0	0.9894	-1531504414.28
254.0	0.9892	-1553165298.32
255.0	0.989	-1574819793.46
256.0	0.9888	-1596468229.96
257.0	0.9886	-1618110873.5
258.0	0.9884	-1639748029.22
259.0	0.9882	-1661379942.55
260.0	0.988	-1683006894.49
261.0	0.9878	-1704629110.48
262.0	0.9876	-1726246848.6
263.0	0.9874	-1747860315.23
264.0	0.9872	-1769469746.54
265.0	0.987	-1791075330.33
266.0	0.9868	-1812677282.06
267.0	0.9866	-1834275772.36
268.0	0.9864	-1855870998.45
269.0	0.9862	-1877463116.42
270.0	0.986	-1899052308.26
271.0	0.9858	-1920638717.72
272.0	0.9856	-1942222513.37
273.0	0.9854	-1963803827.58
274.0	0.9852	-1985382816.41
275.0	0.985	-2006959601.43
276.0	0.9848	-2028534327.07
277.0	0.9846	-2050107105.09
278.0	0.9844	-2071678069.49
279.0	0.9842	-2093247323.36
280.0	0.984	-2114814991.52
281.0	0.9838	-2136381169.75
282.0	0.9836	-2157945975.19
283.0	0.9834	-2179509497.97
284.0	0.9832	-2201071849.15
285.0	0.983	-2222633114.61
286.0	0.9828	-2244193400.47
287.0	0.9826	-2265752788.85
288.0	0.9824	-2287311381.2
289.0	0.9822	-2308869255.79
290.0	0.982	-2330426509.38
291.0	0.9818	-2351983216.23
292.0	0.9816	-2373539468.58
293.0	0.9814	-2395095336.7
294.0	0.9812	-2416650908.63
295.0	0.981	-2438206251.15
296.0	0.9808	-2459761449.1
297.0	0.9806	-2481316566.95
298.0	0.9804	-2502871687.47
299.0	0.9802	-2524426873.7
300.0	0.98	-2545982206.93
301.0	0.9802	-2509773896.57
302.0	0.9804	-2475738052.02
303.0	0.9806	-2442678560.88
304.0	0.9808	-2410162271.24
305.0	0.981	-2377894215.75
306.0	0.9812	-2345769759.36
307.0	0.9814	-2313713162.79
308.0	0.9816	-2281692469.69
309.0	0.9818	-2249684300.49
310.0	0.982	-2217676883.47
311.0	0.9822	-2185661536.83
312.0	0.9824	-2153634142.54
313.0	0.9826	-2121591385.62
314.0	0.9828	-2089531870.34
315.0	0.983	-2057454266.9
316.0	0.9832	-2025358140.91
317.0	0.9834	-1993242883.86
318.0	0.9836	-1961108424.21
319.0	0.9838	-1928954447.39
320.0	0.984	-1896781047.16
321.0	0.9842	-1864588034.6
322.0	0.9844	-1832375608.69
323.0	0.9846	-1800143666.13
324.0	0.9848	-1767892544.25
325.0	0.985	-1735622288.71
326.0	0.9852	-1703333511.4
327.0	0.9854	-1671026583.79
328.0	0.9856	-1638702687.62
329.0	0.9858	-1606362810.06
330.0	0.986	-1574009026.14
331.0	0.9862	-1541643066.32
332.0	0.9864	-1509267956.19
333.0	0.9866	-1476886524.46
334.0	0.9868	-1444504647.21
335.0	0.987	-1412132124.12
336.0	0.9872	-1379790525.52
337.0	0.9874	-1347517631.65
338.0	0.9876	-1315374495.81
339.0	0.9878	-1283437823.47
340.0	0.988	-1251787814.95
341.0	0.9882	-1220489260.96
342.0	0.9884	-1189590147.35
343.0	0.9886	-1159174663.75
344.0	0.9888	-1129128933.29
345.0	0.989	-1099451668.26
346.0	0.9892	-1070056338.55
347.0	0.9894	-1040909108.12
348.0	0.9896	-1011953946.34
349.0	0.9898	-983148216.785
350.0	0.99	-954458805.128
351.0	0.9902	-925861798.136
352.0	0.9904	-897346285.885
353.0	0.9906	-868907417.687
354.0	0.9908	-840545105.961
355.0	0.991	-812258456.015
356.0	0.9912	-784046144.136
357.0	0.9914	-755904867.668
358.0	0.9916	-727831220.317
359.0	0.9918	-699821011.52
360.0	0.992	-671870979.227
361.0	0.9922	-643978186.644
362.0	0.9924	-616141207.69
363.0	0.9926	-588359320.147
364.0	0.9928	-560633151.597
365.0	0.993	-532963719.352
366.0	0.9932	-505352717.151
367.0	0.9934	-477801668.227
368.0	0.9936	-450312313.384
369.0	0.9938	-422886126.889
370.0	0.994	-395524844.167
371.0	0.9942	-368230309.791
372.0	0.9944	-341005080.709
373.0	0.9946	-313852485.219
374.0	0.9948	-286777049.364
375.0	0.995	-259784370.037
376.0	0.9952	-232898714.808
377.0	0.9954	-206099630.364
378.0	0.9956	-179402015.897
379.0	0.9958	-152812987.066
380.0	0.996	-126341240.857
381.0	0.9962	-100012828.159
382.0	0.9964	-73814390.2182
383.0	0.9966	-47758543.6986
384.0	0.9968	-21849811.8054
385.0	0.997	3897605.93375
386.0	0.9972	29491022.8688
387.0	0.9974	54926514.7458
388.0	0.9976	80204984.6781
389.0	0.9978	105324436.844
390.0	0.998	130291028.927
391.0	0.9982	155109299.869
392.0	0.9984	179782782.879
393.0	0.9986	204315631.319
394.0	0.9988	228716020.481
395.0	0.999	252990085.778
396.0	0.9992	277139457.914
397.0	0.9994	301174613.231
398.0	0.9996	325098693.802
