3	header
postResults v2.0.2	single_phase_equiaxed_tension.spectralOut --cr f,p
filterTable v2.0.2	--white inc,1_f,1_p
inc	1_f	1_p
0.0	1.0	1.76137393138e-05
1.0	1.0002	32761234.3886
2.0	1.0004	65542463.8709
3.0	1.0006	98343533.5677
4.0	1.0008	131164510.825
5.0	1.001	164005406.006
6.0	1.0012	196866207.76
7.0	1.0014	229746944.965
8.0	1.0016	262647592.991
9.0	1.0018	295568161.296
10.0	1.002	328508654.997
11.0	1.0022	361469074.682
12.0	1.0024	394449375.553
13.0	1.0026	427449371.816
14.0	1.0028	460468280.563
15.0	1.003	493503097.621
16.0	1.0032	526544004.811
17.0	1.0034	559562227.369
18.0	1.0036	592488170.066
19.0	1.0038	625191883.451
20.0	1.004	657498765.5
21.0	1.0042	689252485.43
22.0	1.0044	720380672.994
23.0	1.0046	750916695.216
24.0	1.0048	780901851.705
25.0	1.005	810494040.672
26.0	1.0052	839732863.051
27.0	1.0054	868698072.311
28.0	1.0056	897410814.406
29.0	1.0058	925900466.18
30.0	1.006	954196500.402
31.0	1.0062	982314204.054
32.0	1.0064	1010275257.05
33.0	1.0066	1038081874.1
34.0	1.0068	1065738678.78
35.0	1.007	1093233787.74
36.0	1.0072	1120554956.19
37.0	1.0074	1147676402.6
38.0	1.0076	1174574364.79
39.0	1.0078	1201218974.22
40.0	1.008	1227589593.82
41.0	1.0082	1253667098.03
42.0	1.0084	1279445971.53
43.0	1.0086	1304924556.58
44.0	1.0088	1330113361.94
45.0	1.009	1355024685.26
46.0	1.0092	1379678658.17
47.0	1.0094	1404094169.92
48.0	1.0096	1428293933.36
49.0	1.0098	1452297366.75
50.0	1.01	1476125164.89
51.0	1.0102	1499793986.5
52.0	1.0104	1523320606.25
53.0	1.0106	1546717992.54
54.0	1.0108	1569998955.14
55.0	1.011	1593173153.48
56.0	1.0112	1616250176.7
57.0	1.0114	1639237147.0
58.0	1.0116	1662141269.86
59.0	1.0118	1684967843.99
60.0	1.012	1707722373.88
61.0	1.0122	1730408882.67
62.0	1.0124	1753031679.0
63.0	1.0126	1775593905.72
64.0	1.0128	1798099043.58
65.0	1.013	1820549640.64
66.0	1.0132	1842948610.48
67.0	1.0134	1865298097.94
68.0	1.0136	1887600610.14
69.0	1.0138	1909857994.04
70.0	1.014	1932072434.01
71.0	1.0142	1954245532.33
72.0	1.0144	1976379199.84
73.0	1.0146	1998474830.9
74.0	1.0148	2020534103.36
75.0	1.015	2042558238.84
76.0	1.0152	2064548722.67
77.0	1.0154	2086506639.54
78.0	1.0156	2108433321.68
79.0	1.0158	2130329747.81
80.0	1.016	2152197125.97
81.0	1.0162	2174036346.48
82.0	1.0164	2195848507.13
83.0	1.0166	2217634416.28
84.0	1.0168	2239395067.14
85.0	1.017	2261131189.98
86.0	1.0172	2282843679.81
87.0	1.0174	2304533194.96
88.0	1.0176	2326200540.07
89.0	1.0178	2347846308.85
90.0	1.018	2369471226.28
91.0	1.0182	2391075830.94
92.0	1.0184	2412660780.56
93.0	1.0186	2434226567.4
94.0	1.0188	2455773791.69
95.0	1.019	2477302904.03
96.0	1.0192	2498814452.67
97.0	1.0194	2520308848.74
98.0	1.0196	2541786593.44
99.0	1.0198	2563248061.68
100.0	1.02	2584693712.46
101.0	1.0198	2546059725.56
102.0	1.0196	2510078449.43
103.0	1.0194	2475297113.56
104.0	1.0192	2441135951.94
105.0	1.019	2407314099.22
106.0	1.0188	2373692854.54
107.0	1.0186	2340195261.04
108.0	1.0184	2306778272.11
109.0	1.0182	2273417912.57
110.0	1.018	2240099293.4
111.0	1.0178	2206814288.1
112.0	1.0176	2173557461.6
113.0	1.0174	2140325875.02
114.0	1.0172	2107117445.21
115.0	1.017	2073931087.56
116.0	1.0168	2040765958.89
117.0	1.0166	2007621662.96
118.0	1.0164	1974497824.9
119.0	1.0162	1941394320.12
120.0	1.016	1908310974.31
121.0	1.0158	1875247794.41
122.0	1.0156	1842204725.01
123.0	1.0154	1809181904.45
124.0	1.0152	1776179456.44
125.0	1.015	1743197778.86
126.0	1.0148	1710237289.13
127.0	1.0146	1677298766.36
128.0	1.0144	1644382929.31
129.0	1.0142	1611490919.2
130.0	1.014	1578623685.09
131.0	1.0138	1545782726.97
132.0	1.0136	1512969443.68
133.0	1.0134	1480186329.55
134.0	1.0132	1447436978.59
135.0	1.013	1414729305.63
136.0	1.0128	1382079542.94
137.0	1.0126	1349521028.45
138.0	1.0124	1317108585.41
139.0	1.0122	1284916002.51
140.0	1.012	1253022536.86
141.0	1.0118	1221497823.62
142.0	1.0116	1190445685.32
143.0	1.0114	1159776782.38
144.0	1.0112	1129520721.63
145.0	1.011	1099609946.43
146.0	1.0108	1070031047.55
147.0	1.0106	1040730202.43
148.0	1.0104	1011662583.53
149.0	1.0102	982786329.125
150.0	1.01	954068483.216
151.0	1.0098	925489587.082
152.0	1.0096	897038384.156
153.0	1.0094	868711207.001
154.0	1.0092	840506324.719
155.0	1.009	812422902.237
156.0	1.0088	784457495.414
157.0	1.0086	756604773.998
158.0	1.0084	728856440.731
159.0	1.0082	701203711.932
160.0	1.008	673637220.125
161.0	1.0078	646149016.111
162.0	1.0076	618732076.203
163.0	1.0074	591381496.162
164.0	1.0072	564093832.196
165.0	1.007	536867738.438
166.0	1.0068	509702905.444
167.0	1.0066	482600017.465
168.0	1.0064	455559604.579
169.0	1.0062	428582481.057
170.0	1.006	401669443.215
171.0	1.0058	374822373.119
172.0	1.0056	348044265.436
173.0	1.0054	321340266.812
174.0	1.0052	294717465.152
175.0	1.005	268200311.833
176.0	1.0048	241776599.936
177.0	1.0046	215464172.335
178.0	1.0044	189272974.656
179.0	1.0042	163226198.438
180.0	1.004	137319877.896
181.0	1.0038	111565154.44
182.0	1.0036	85961874.6474
183.0	1.0034	60525250.2502
184.0	1.0032	35240769.177
185.0	1.003	10110103.8293
186.0	1.0028	-14873117.9649
187.0	1.0026	-39704535.6744
188.0	1.0024	-64397633.4675
189.0	1.0022	-88956461.1185
190.0	1.002	-113387343.312
191.0	1.0018	-137693168.875
192.0	1.0016	-161881870.713
193.0	1.0014	-185959943.172
194.0	1.0012	-209932940.977
195.0	1.001	-233805428.507
196.0	1.0008	-257584565.118
197.0	1.0006	-281276983.772
198.0	1.0004	-304885330.729
199.0	1.0002	-328417367.161
200.0	1.0	-351876507.836
201.0	0.9998	-375268551.583
202.0	0.9996	-398595361.711
203.0	0.9994	-421862372.411
204.0	0.9992	-445072256.144
205.0	0.999	-468230703.191
206.0	0.9988	-491336523.634
207.0	0.9986	-514396256.232
208.0	0.9984	-537408180.54
209.0	0.9982	-560377898.024
210.0	0.998	-583304379.791
211.0	0.9978	-606191849.196
212.0	0.9976	-629040099.819
213.0	0.9974	-651852166.039
214.0	0.9972	-674628454.569
215.0	0.997	-697371183.367
216.0	0.9968	-720081092.987
217.0	0.9966	-742759889.64
218.0	0.9964	-765408446.465
219.0	0.9962	-788028137.354
220.0	0.996	-810619851.706
221.0	0.9958	-833184727.097
222.0	0.9956	-855723609.238
223.0	0.9954	-878237459.233
224.0	0.9952	-900727065.985
225.0	0.995	-923193270.176
226.0	0.9948	-945636818.274
227.0	0.9946	-968058471.406
228.0	0.9944	-990458942.201
229.0	0.9942	-1012838929.65
230.0	0.994	-1035199110.25
231.0	0.9938	-1057540125.0
232.0	0.9936	-1079862608.07
233.0	0.9934	-1102167144.82
234.0	0.9932	-1124454324.18
235.0	0.993	-1146724678.74
236.0	0.9928	-1168978749.48
237.0	0.9926	-1191217016.99
238.0	0.9924	-1213439974.69
239.0	0.9922	-1235648056.73
240.0	0.992	-1257841717.13
241.0	0.9918	-1280021352.39
242.0	0.9916	-1302187384.74
243.0	0.9914	-1324340178.38
244.0	0.9912	-1346480127.11
245.0	0.991	-1368607565.58
246.0	0.9908	-1390722860.49
247.0	0.9906	-1412826319.66
248.0	0.9904	-1434918284.31
249.0	0.9902	-1456999038.31
250.0	0.99	-1479068899.16
251.0	0.9898	-1501128130.06
252.0	0.9896	-1523177028.7
253.0	0.9894	-1545215842.91
254.0	0.9892	-1567244855.77
255.0	0.989	-1589264302.65
256.0	0.9888	-1611274453.07
257.0	0.9886	-1633275528.43
258.0	0.9884	-1655267782.7
259.0	0.9882	-1677251421.74
260.0	0.988	-1699226684.26
261.0	0.9878	-1721193762.16
262.0	0.9876	-1743152881.92
263.0	0.9874	-1765104226.1
264.0	0.9872	-1787048013.49
265.0	0.987	-1808984420.61
266.0	0.9868	-1830913658.71
267.0	0.9866	-1852835896.73
268.0	0.9864	-1874751335.91
269.0	0.9862	-1896660136.47
