3	header
postResults v2.0.2	single_phase_equiaxed_tension.spectralOut --cr f,p
filterTable v2.0.2	--white inc,1_f,1_p
inc	1_f	1_p
0.0	1.0	-2.43985310752e-06
1.0	1.0002	32691593.3852
2.0	1.0004	65403004.4865
3.0	1.0006	98134222.2866
4.0	1.0008	130885283.205
5.0	1.001	163656163.674
6.0	1.0012	196446870.455
7.0	1.0014	229257421.562
8.0	1.0016	262087803.663
9.0	1.0018	294938028.197
10.0	1.002	327808096.058
11.0	1.0022	360698012.142
12.0	1.0024	393607751.588
13.0	1.0026	426537206.539
14.0	1.0028	459485927.946
15.0	1.003	492452204.134
16.0	1.0032	525430318.512
17.0	1.0034	558402976.575
18.0	1.0036	591324971.022
19.0	1.0038	624100263.52
20.0	1.004	656576193.062
21.0	1.0042	688585990.404
22.0	1.0044	720019779.042
23.0	1.0046	750859307.376
24.0	1.0048	781157130.52
25.0	1.005	810995579.436
26.0	1.0052	840458617.043
27.0	1.0054	869620287.565
28.0	1.0056	898536402.439
29.0	1.0058	927241220.021
30.0	1.006	955766153.7
31.0	1.0062	984127908.811
32.0	1.0064	1012341479.69
33.0	1.0066	1040404694.51
34.0	1.0068	1068313676.1
35.0	1.007	1096048633.55
36.0	1.0072	1123589325.35
37.0	1.0074	1150903905.93
38.0	1.0076	1177964342.64
39.0	1.0078	1204738119.11
40.0	1.008	1231202852.55
41.0	1.0082	1257338839.08
42.0	1.0084	1283140966.99
43.0	1.0086	1308609477.11
44.0	1.0088	1333757823.17
45.0	1.009	1358601863.94
46.0	1.0092	1383165374.19
47.0	1.0094	1407470177.39
48.0	1.0096	1431541395.59
49.0	1.0098	1455399766.07
50.0	1.01	1479067148.78
51.0	1.0102	1502560652.42
52.0	1.0104	1525897957.96
53.0	1.0106	1549092553.12
54.0	1.0108	1572158482.12
55.0	1.011	1595106317.7
56.0	1.0112	1617947244.35
57.0	1.0114	1640689631.83
58.0	1.0116	1663342489.07
59.0	1.0118	1685912548.34
60.0	1.012	1708407150.46
61.0	1.0122	1730831767.44
62.0	1.0124	1753192402.3
63.0	1.0126	1775493496.27
64.0	1.0128	1797739933.01
65.0	1.013	1819935278.94
66.0	1.0132	1842083469.27
67.0	1.0134	1864187329.76
68.0	1.0136	1886250004.2
69.0	1.0138	1908273707.1
70.0	1.014	1930260942.65
71.0	1.0142	1952213440.43
72.0	1.0144	1974133204.15
73.0	1.0146	1996021588.43
74.0	1.0148	2017880212.84
75.0	1.015	2039710150.25
76.0	1.0152	2061512733.15
77.0	1.0154	2083288828.91
78.0	1.0156	2105039557.35
79.0	1.0158	2126765635.11
80.0	1.016	2148468019.55
81.0	1.0162	2170147312.57
82.0	1.0164	2191804343.73
83.0	1.0166	2213439625.88
84.0	1.0168	2235053887.96
85.0	1.017	2256647575.22
86.0	1.0172	2278221339.01
87.0	1.0174	2299775574.12
88.0	1.0176	2321310871.12
89.0	1.0178	2342827585.0
90.0	1.018	2364326254.91
91.0	1.0182	2385807201.39
92.0	1.0184	2407270917.47
93.0	1.0186	2428717692.75
94.0	1.0188	2450147978.97
95.0	1.019	2471562039.05
96.0	1.0192	2492960288.9
97.0	1.0194	2514342968.99
98.0	1.0196	2535710464.19
99.0	1.0198	2557062995.14
100.0	1.02	2578400918.37
101.0	1.0198	2539762501.34
102.0	1.0196	2503775720.8
103.0	1.0194	2469009341.16
104.0	1.0192	2434913090.27
105.0	1.019	2401160394.88
106.0	1.0188	2367616326.29
107.0	1.0186	2334194532.89
108.0	1.0184	2300855024.08
109.0	1.0182	2267570726.2
110.0	1.018	2234327966.06
111.0	1.0178	2201117399.66
112.0	1.0176	2167934420.56
113.0	1.0174	2134775640.12
114.0	1.0172	2101639519.31
115.0	1.017	2068524761.69
116.0	1.0168	2035430869.53
117.0	1.0166	2002357295.35
118.0	1.0164	1969303901.85
119.0	1.0162	1936270427.03
120.0	1.016	1903256879.64
121.0	1.0158	1870263126.86
122.0	1.0156	1837289298.18
123.0	1.0154	1804335390.28
124.0	1.0152	1771401737.24
125.0	1.015	1738488525.07
126.0	1.0148	1705596464.16
127.0	1.0146	1672726040.64
128.0	1.0144	1639878497.07
129.0	1.0142	1607054568.96
130.0	1.014	1574255806.43
131.0	1.0138	1541482810.21
132.0	1.0136	1508737181.06
133.0	1.0134	1476019576.9
134.0	1.0132	1443332335.9
135.0	1.013	1410678251.24
136.0	1.0128	1378065171.86
137.0	1.0126	1345508767.27
138.0	1.0124	1313042029.14
139.0	1.0122	1280718802.57
140.0	1.012	1248612443.09
141.0	1.0118	1216797839.64
142.0	1.0116	1185336214.57
143.0	1.0114	1154260487.18
144.0	1.0112	1123576731.11
145.0	1.011	1093264864.87
146.0	1.0108	1063291643.81
147.0	1.0106	1033616774.29
148.0	1.0104	1004204168.98
149.0	1.0102	975021405.566
150.0	1.01	946042147.253
151.0	1.0098	917242056.536
152.0	1.0096	888600874.3
153.0	1.0094	860100770.628
154.0	1.0092	831728378.248
155.0	1.009	803472705.79
156.0	1.0088	775325499.702
157.0	1.0086	747279088.412
158.0	1.0084	719326917.362
159.0	1.0082	691462366.029
160.0	1.008	663679731.999
161.0	1.0078	635973679.185
162.0	1.0076	608340097.472
163.0	1.0074	580775663.341
164.0	1.0072	553278333.754
165.0	1.007	525846928.342
166.0	1.0068	498481430.374
167.0	1.0066	471182696.32
168.0	1.0064	443952820.363
169.0	1.0062	416795041.198
170.0	1.006	389714044.149
171.0	1.0058	362715713.973
172.0	1.0056	335807101.121
173.0	1.0054	308996001.443
174.0	1.0052	282290792.77
175.0	1.005	255700113.945
176.0	1.0048	229232714.61
177.0	1.0046	202912932.132
178.0	1.0044	176724122.732
179.0	1.0042	150681107.672
180.0	1.004	124789476.78
181.0	1.0038	99056442.6732
182.0	1.0036	73498386.9779
183.0	1.0034	48105376.4481
184.0	1.0032	22882476.0595
185.0	1.003	-2173597.86981
186.0	1.0028	-27062578.9628
187.0	1.0026	-51791059.5202
188.0	1.0024	-76365254.9281
189.0	1.0022	-100793163.259
190.0	1.002	-125084029.835
191.0	1.0018	-149244380.839
192.0	1.0016	-173278696.455
193.0	1.0014	-197196827.514
194.0	1.0012	-221007340.811
195.0	1.001	-244720137.976
196.0	1.0008	-268331668.587
197.0	1.0006	-291853785.527
198.0	1.0004	-315289445.648
199.0	1.0002	-338647580.609
200.0	1.0	-361926299.342
201.0	0.9998	-385138655.425
202.0	0.9996	-408277788.666
203.0	0.9994	-431352209.057
204.0	0.9992	-454363328.501
205.0	0.999	-477318539.977
206.0	0.9988	-500214215.309
207.0	0.9986	-523061241.842
208.0	0.9984	-545854156.799
209.0	0.9982	-568603487.661
210.0	0.998	-591304052.561
211.0	0.9978	-613965154.912
212.0	0.9976	-636582279.04
213.0	0.9974	-659163503.137
214.0	0.9972	-681705007.237
215.0	0.997	-704213748.957
216.0	0.9968	-726686552.934
217.0	0.9966	-749129396.065
218.0	0.9964	-771539687.287
219.0	0.9962	-793922544.205
220.0	0.996	-816275897.392
221.0	0.9958	-838604105.01
222.0	0.9956	-860905566.68
223.0	0.9954	-883183968.78
224.0	0.9952	-905438135.903
225.0	0.995	-927671166.371
226.0	0.9948	-949882262.56
227.0	0.9946	-972074013.193
