3	header
postResults v2.0.2	single_phase_equiaxed_tension.spectralOut --cr f,p
filterTable v2.0.2	--white inc,1_f,1_p
inc	1_f	1_p
0.0	1.0	7.4873310502e-06
1.0	1.0002	32344748.5328
2.0	1.0004	64709184.3069
3.0	1.0006	97093226.8592
4.0	1.0008	129496924.662
5.0	1.001	161920285.95
6.0	1.0012	194363295.498
7.0	1.0014	226825984.016
8.0	1.0016	259308326.79
9.0	1.0018	291810335.66
10.0	1.002	324332013.235
11.0	1.0022	356873362.358
12.0	1.0024	389434329.756
13.0	1.0026	422014705.328
14.0	1.0028	454613600.036
15.0	1.003	487227633.114
16.0	1.0032	519845642.098
17.0	1.0034	552434574.468
18.0	1.0036	584912252.346
19.0	1.0038	617119107.058
20.0	1.004	648833865.304
21.0	1.0042	679855515.814
22.0	1.0044	710086889.963
23.0	1.0046	739553348.301
24.0	1.0048	768371449.477
25.0	1.005	796625914.45
26.0	1.0052	824507604.749
27.0	1.0054	852080453.172
28.0	1.0056	879436909.561
29.0	1.0058	906602080.374
30.0	1.006	933605722.215
31.0	1.0062	960457962.499
32.0	1.0064	987164072.252
33.0	1.0066	1013718534.49
34.0	1.0068	1040110382.81
35.0	1.007	1066320033.32
36.0	1.0072	1092326239.77
37.0	1.0074	1118105030.39
38.0	1.0076	1143638687.14
39.0	1.0078	1168914417.81
40.0	1.008	1193930527.84
41.0	1.0082	1218691189.97
42.0	1.0084	1243209269.35
43.0	1.0086	1267499175.61
44.0	1.0088	1291579356.11
45.0	1.009	1315466119.24
46.0	1.0092	1339177107.79
47.0	1.0094	1362726711.61
48.0	1.0096	1386129870.22
49.0	1.0098	1409398502.37
50.0	1.01	1432544941.32
51.0	1.0102	1455578967.42
52.0	1.0104	1478510683.05
53.0	1.0106	1501348030.9
54.0	1.0108	1524099169.92
55.0	1.011	1546770436.03
56.0	1.0112	1569368307.36
57.0	1.0114	1591897754.03
58.0	1.0116	1614363862.08
59.0	1.0118	1636770502.33
60.0	1.012	1659121672.23
61.0	1.0122	1681420412.61
62.0	1.0124	1703669911.7
63.0	1.0126	1725872607.52
64.0	1.0128	1748031094.74
65.0	1.013	1770147374.34
66.0	1.0132	1792223600.31
67.0	1.0134	1814261451.32
