3	header
postResults v2.0.2	single_phase_equiaxed_tension.spectralOut --cr f,p
filterTable v2.0.2	--white inc,1_f,1_p
inc	1_f	1_p
0.0	1.0	5.5293403257e-06
1.0	1.0002	32909405.804
2.0	1.0004	65838866.5573
3.0	1.0006	98788297.2662
4.0	1.0008	131757762.387
5.0	1.001	164747272.051
6.0	1.0012	197756793.237
7.0	1.0014	230786373.605
8.0	1.0016	263835978.392
9.0	1.0018	296905620.469
10.0	1.002	329995303.676
11.0	1.0022	363105031.998
12.0	1.0024	396234766.728
13.0	1.0026	429384364.71
14.0	1.0028	462553202.382
15.0	1.003	495738880.024
16.0	1.0032	528933596.642
17.0	1.0034	562114636.107
18.0	1.0036	595227256.196
19.0	1.0038	628168474.037
20.0	1.004	660796371.76
21.0	1.0042	692976234.673
22.0	1.0044	724634572.961
23.0	1.0046	755774627.054
24.0	1.0048	786448756.935
25.0	1.005	816630097.863
26.0	1.0052	846467148.676
27.0	1.0054	875969642.951
28.0	1.0056	905218568.65
29.0	1.0058	934222598.246
30.0	1.006	963013783.298
31.0	1.0062	991602723.152
32.0	1.0064	1019999256.19
33.0	1.0066	1048202377.0
34.0	1.0068	1076204523.54
35.0	1.007	1103986586.33
36.0	1.0072	1131526817.69
37.0	1.0074	1158798117.92
38.0	1.0076	1185778705.9
39.0	1.0078	1212449470.01
40.0	1.008	1238801960.93
41.0	1.0082	1264832801.17
42.0	1.0084	1290549295.82
43.0	1.0086	1315961565.81
44.0	1.0088	1341087862.93
45.0	1.009	1365945869.25
46.0	1.0092	1390558650.58
47.0	1.0094	1414946016.86
48.0	1.0096	1439131051.58
49.0	1.0098	1463132077.41
50.0	1.01	1486969365.58
51.0	1.0102	1510658002.22
52.0	1.0104	1534214351.5
53.0	1.0106	1557649897.56
54.0	1.0108	1580977199.09
55.0	1.011	1604204595.77
56.0	1.0112	1627341532.04
57.0	1.0114	1650393942.36
58.0	1.0116	1673368945.13
59.0	1.0118	1696270760.89
60.0	1.012	1719104842.49
61.0	1.0122	1741874222.79
62.0	1.0124	1764583165.79
63.0	1.0126	1787233897.76
64.0	1.0128	1809829850.96
65.0	1.013	1832372742.45
66.0	1.0132	1854865441.87
67.0	1.0134	1877309361.15
68.0	1.0136	1899706967.11
69.0	1.0138	1922059475.32
70.0	1.014	1944369033.52
71.0	1.0142	1966636712.26
72.0	1.0144	1988864395.45
73.0	1.0146	2011053038.65
74.0	1.0148	2033204311.32
75.0	1.015	2055319082.5
76.0	1.0152	2077398855.35
77.0	1.0154	2099444441.4
78.0	1.0156	2121457215.58
79.0	1.0158	2143437950.16
80.0	1.016	2165387910.61
81.0	1.0162	2187307831.81
82.0	1.0164	2209198873.32
83.0	1.0166	2231061723.97
84.0	1.0168	2252897436.1
85.0	1.017	2274706645.38
86.0	1.0172	2296490301.67
87.0	1.0174	2318248988.83
88.0	1.0176	2339983566.42
89.0	1.0178	2361694573.99
90.0	1.018	2383382794.78
91.0	1.0182	2405048732.7
92.0	1.0184	2426693106.91
93.0	1.0186	2448316392.44
94.0	1.0188	2469919253.37
95.0	1.019	2491502138.73
96.0	1.0192	2513065663.28
97.0	1.0194	2534610249.75
98.0	1.0196	2556136466.57
99.0	1.0198	2577644708.45
100.0	1.02	2599135499.15
101.0	1.0198	2560210261.17
102.0	1.0196	2524008341.51
103.0	1.0194	2489020083.54
104.0	1.0192	2454674551.32
105.0	1.019	2420672144.86
106.0	1.0188	2386875095.19
107.0	1.0186	2353202906.21
