3	header
postResults v2.0.2	single_phase_equiaxed_tension.spectralOut --cr f,p
filterTable v2.0.2	--white inc,1_f,1_p
inc	1_f	1_p
0.0	1.0	5.32070497843e-06
1.0	1.0002	32629456.8394
2.0	1.0004	65278806.6095
3.0	1.0006	97947991.5415
4.0	1.0008	130637078.935
5.0	1.001	163346042.016
6.0	1.0012	196074874.61
7.0	1.0014	228823609.416
8.0	1.0016	261592223.046
9.0	1.0018	294380728.496
10.0	1.002	327189126.161
11.0	1.0022	360017402.766
12.0	1.0024	392865446.381
13.0	1.0026	425732759.408
14.0	1.0028	458617224.518
15.0	1.003	491511237.136
16.0	1.0032	524390882.566
17.0	1.0034	557194756.356
18.0	1.0036	589802230.592
19.0	1.0038	622037482.258
20.0	1.004	653710527.365
21.0	1.0042	684677745.453
22.0	1.0044	714894588.197
23.0	1.0046	744425308.024
24.0	1.0048	773397462.193
25.0	1.005	801943589.997
26.0	1.0052	830147182.544
27.0	1.0054	858047573.307
28.0	1.0056	885625399.442
29.0	1.0058	912973485.648
30.0	1.006	940070992.751
31.0	1.0062	966945450.07
32.0	1.0064	993599626.552
33.0	1.0066	1020043818.65
34.0	1.0068	1046292224.59
35.0	1.007	1072350408.53
36.0	1.0072	1098230867.08
37.0	1.0074	1123934406.74
38.0	1.0076	1149467995.54
39.0	1.0078	1174830177.67
40.0	1.008	1200026142.84
41.0	1.0082	1225056084.64
42.0	1.0084	1249926733.15
43.0	1.0086	1274640924.49
44.0	1.0088	1299206576.18
45.0	1.009	1323627632.2
46.0	1.0092	1347911655.74
47.0	1.0094	1372062393.75
48.0	1.0096	1396086435.56
49.0	1.0098	1419987121.3
50.0	1.01	1443770336.49
51.0	1.0102	1467439374.87
52.0	1.0104	1490999891.35
53.0	1.0106	1514455467.27
54.0	1.0108	1537811782.57
55.0	1.011	1561072755.07
56.0	1.0112	1584244022.08
57.0	1.0114	1607329623.49
58.0	1.0116	1630334916.19
59.0	1.0118	1653263784.71
60.0	1.012	1676121088.01
61.0	1.0122	1698910339.63
62.0	1.0124	1721635778.67
63.0	1.0126	1744300441.53
64.0	1.0128	1766907929.59
65.0	1.013	1789460794.12
66.0	1.0132	1811962056.01
67.0	1.0134	1834413841.24
68.0	1.0136	1856818691.74
69.0	1.0138	1879178398.27
70.0	1.014	1901495129.19
71.0	1.0142	1923770417.38
72.0	1.0144	1946006134.03
73.0	1.0146	1968203602.55
74.0	1.0148	1990364445.61
75.0	1.015	2012489806.22
76.0	1.0152	2034581093.47
77.0	1.0154	2056639293.57
78.0	1.0156	2078665633.68
79.0	1.0158	2100660966.43
80.0	1.016	2122626366.51
81.0	1.0162	2144562576.1
82.0	1.0164	2166470545.21
83.0	1.0166	2188350928.18
84.0	1.0168	2210204574.73
85.0	1.017	2232032070.96
86.0	1.0172	2253834185.95
87.0	1.0174	2275611453.95
88.0	1.0176	2297364579.35
89.0	1.0178	2319094057.95
90.0	1.018	2340800541.88
91.0	1.0182	2362484498.06
92.0	1.0184	2384146535.7
93.0	1.0186	2405787097.24
94.0	1.0188	2427406754.64
95.0	1.019	2449005926.08
96.0	1.0192	2470585149.59
97.0	1.0194	2492144819.19
98.0	1.0196	2513685442.06
99.0	1.0198	2535207389.46
100.0	1.02	2556711140.13
101.0	1.0198	2518597351.18
102.0	1.0196	2483055656.2
103.0	1.0194	2448611818.09
104.0	1.0192	2414722471.51
105.0	1.019	2381124822.41
106.0	1.0188	2347698081.61
107.0	1.0186	2314377313.25
108.0	1.0184	2281127353.66
109.0	1.0182	2247928157.54
110.0	1.018	2214767919.4
111.0	1.0178	2181639780.72
112.0	1.0176	2148539233.04
113.0	1.0174	2115463714.69
114.0	1.0172	2082411375.14
115.0	1.017	2049381199.1
116.0	1.0168	2016372375.38
117.0	1.0166	1983384490.75
118.0	1.0164	1950417160.28
119.0	1.0162	1917470222.66
120.0	1.016	1884543483.47
121.0	1.0158	1851636920.91
122.0	1.0156	1818750468.11
123.0	1.0154	1785884250.63
124.0	1.0152	1753038396.86
125.0	1.015	1720213332.4
126.0	1.0148	1687409583.39
127.0	1.0146	1654628171.53
128.0	1.0144	1621870299.61
129.0	1.0142	1589137780.08
130.0	1.014	1556432385.01
131.0	1.0138	1523756461.82
132.0	1.0136	1491112407.49
133.0	1.0134	1458504640.84
134.0	1.0132	1425941542.11
135.0	1.013	1393442736.63
136.0	1.0128	1361046866.63
137.0	1.0126	1328817410.37
138.0	1.0124	1296833539.03
139.0	1.0122	1265177618.14
140.0	1.012	1233921647.52
141.0	1.0118	1203169838.2
142.0	1.0116	1172863313.55
143.0	1.0114	1143038272.62
144.0	1.0112	1113642823.57
145.0	1.011	1084699120.55
146.0	1.0108	1056076631.42
147.0	1.0106	1027741072.03
148.0	1.0104	999612883.666
149.0	1.0102	971666788.885
150.0	1.01	943873133.887
151.0	1.0098	916212790.438
152.0	1.0096	888677313.698
153.0	1.0094	861258938.037
154.0	1.0092	833958455.445
155.0	1.009	806776166.736
156.0	1.0088	779716110.07
157.0	1.0086	752781642.92
158.0	1.0084	725976835.09
159.0	1.0082	699303467.002
160.0	1.008	672761393.204
161.0	1.0078	646347862.81
162.0	1.0076	620058702.009
163.0	1.0074	593888464.066
164.0	1.0072	567830829.523
165.0	1.007	541879018.027
166.0	1.0068	516026099.21
167.0	1.0066	490265826.591
168.0	1.0064	464592705.662
169.0	1.0062	439002672.451
170.0	1.006	413492672.021
171.0	1.0058	388080836.858
172.0	1.0056	362732765.173
173.0	1.0054	337457405.764
174.0	1.0052	312254153.73
175.0	1.005	287124712.194
176.0	1.0048	262086367.302
177.0	1.0046	237119823.892
178.0	1.0044	212232262.213
179.0	1.0042	187421990.379
180.0	1.004	162699388.199
181.0	1.0038	138052186.551
182.0	1.0036	113483768.255
183.0	1.0034	88990633.847
184.0	1.0032	64577720.9504
185.0	1.003	40234824.7323
186.0	1.0028	15962110.8087
187.0	1.0026	-8243603.66092
188.0	1.0024	-32385622.6786
189.0	1.0022	-56458281.3862
190.0	1.002	-80472364.7182
191.0	1.0018	-104426631.74
192.0	1.0016	-128325138.638
193.0	1.0014	-152163935.168
194.0	1.0012	-175948968.483
195.0	1.001	-199679511.75
196.0	1.0008	-223355320.477
197.0	1.0006	-246979071.058
198.0	1.0004	-270550962.861
199.0	1.0002	-294071592.699
200.0	1.0	-317539421.904
201.0	0.9998	-340957748.819
202.0	0.9996	-364326983.302
203.0	0.9994	-387648020.929
204.0	0.9992	-410922786.504
205.0	0.999	-434150974.645
206.0	0.9988	-457334915.407
207.0	0.9986	-480474363.697
208.0	0.9984	-503571571.489
209.0	0.9982	-526626803.42
210.0	0.998	-549642117.456
211.0	0.9978	-572618222.284
212.0	0.9976	-595556904.63
213.0	0.9974	-618459129.299
214.0	0.9972	-641326436.362
215.0	0.997	-664159888.109
216.0	0.9968	-686960847.674
217.0	0.9966	-709730388.034
218.0	0.9964	-732469742.921
219.0	0.9962	-755179948.622
220.0	0.996	-777862127.118
221.0	0.9958	-800517252.985
222.0	0.9956	-823146348.312
223.0	0.9954	-845750315.835
224.0	0.9952	-868330084.251
225.0	0.995	-890886476.317
226.0	0.9948	-913420327.116
227.0	0.9946	-935932373.4
228.0	0.9944	-958423361.423
229.0	0.9942	-980893947.635
230.0	0.994	-1003344800.56
231.0	0.9938	-1025776505.19
232.0	0.9936	-1048189662.5
233.0	0.9934	-1070584795.09
234.0	0.9932	-1092962444.95
235.0	0.993	-1115323081.63
236.0	0.9928	-1137667198.52
237.0	0.9926	-1159995224.35
238.0	0.9924	-1182307616.74
239.0	0.9922	-1204604776.19
240.0	0.992	-1226887135.17
241.0	0.9918	-1249155072.74
242.0	0.9916	-1271409000.25
243.0	0.9914	-1293649276.9
244.0	0.9912	-1315876292.28
245.0	0.991	-1338090383.18
246.0	0.9908	-1360291912.71
247.0	0.9906	-1382481190.4
248.0	0.9904	-1404658548.52
249.0	0.9902	-1426824267.18
250.0	0.99	-1448978648.43
251.0	0.9898	-1471121945.8
252.0	0.9896	-1493254435.76
253.0	0.9894	-1515376350.15
254.0	0.9892	-1537487945.97
255.0	0.989	-1559589439.06
256.0	0.9888	-1581681072.63
257.0	0.9886	-1603763050.94
258.0	0.9884	-1625835607.12
259.0	0.9882	-1647898936.03
260.0	0.988	-1669953261.23
261.0	0.9878	-1691998767.72
262.0	0.9876	-1714035668.31
263.0	0.9874	-1736064136.53
264.0	0.9872	-1758084372.15
265.0	0.987	-1780096534.34
266.0	0.9868	-1802100806.97
267.0	0.9866	-1824097332.43
268.0	0.9864	-1846086278.14
269.0	0.9862	-1868067771.25
270.0	0.986	-1890041967.26
271.0	0.9858	-1912008984.95
272.0	0.9856	-1933968975.93
273.0	0.9854	-1955922057.73
274.0	0.9852	-1977868383.69
275.0	0.985	-1999808073.72
276.0	0.9848	-2021741285.18
277.0	0.9846	-2043668140.68
278.0	0.9844	-2065588799.51
279.0	0.9842	-2087503383.6
280.0	0.984	-2109412049.77
281.0	0.9838	-2131314915.37
282.0	0.9836	-2153212131.04
283.0	0.9834	-2175103806.74
284.0	0.9832	-2196990084.93
285.0	0.983	-2218871067.1
286.0	0.9828	-2240746887.33
287.0	0.9826	-2262617639.19
288.0	0.9824	-2284483450.18
289.0	0.9822	-2306344408.12
290.0	0.982	-2328200636.77
291.0	0.9818	-2350052220.81
292.0	0.9816	-2371899282.31
293.0	0.9814	-2393741904.26
294.0	0.9812	-2415580207.26
295.0	0.981	-2437414272.75
296.0	0.9808	-2459244219.87
297.0	0.9806	-2481070129.29
298.0	0.9804	-2502892119.44
299.0	0.9802	-2524710271.53
300.0	0.98	-2546524704.4
301.0	0.9802	-2510501356.73
302.0	0.9804	-2476622338.15
303.0	0.9806	-2443640537.99
304.0	0.9808	-2411099887.73
305.0	0.981	-2378774550.13
306.0	0.9812	-2346562489.91
307.0	0.9814	-2314406592.1
308.0	0.9816	-2282276707.59
309.0	0.9818	-2250154839.14
310.0	0.982	-2218030543.72
311.0	0.9822	-2185897662.17
312.0	0.9824	-2153752083.67
313.0	0.9826	-2121591505.39
314.0	0.9828	-2089414184.11
315.0	0.983	-2057219226.57
316.0	0.9832	-2025005850.36
317.0	0.9834	-1992773718.21
318.0	0.9836	-1960522464.68
319.0	0.9838	-1928252002.76
320.0	0.984	-1895962191.75
321.0	0.9842	-1863653127.75
322.0	0.9844	-1831324893.63
323.0	0.9846	-1798977881.35
324.0	0.9848	-1766612599.62
325.0	0.985	-1734230062.27
326.0	0.9852	-1701831563.39
327.0	0.9854	-1669419088.85
328.0	0.9856	-1636994916.89
329.0	0.9858	-1604561958.73
330.0	0.986	-1572123079.11
331.0	0.9862	-1539681561.28
332.0	0.9864	-1507240870.16
