3	header
postResults v2.0.2	single_phase_equiaxed_tension.spectralOut --cr f,p
filterTable v2.0.2	--white inc,1_f,1_p
inc	1_f	1_p
0.0	1.0	2.21216023313e-06
1.0	1.0002	32697868.5876
2.0	1.0004	65415630.3556
3.0	1.0006	98153193.8295
4.0	1.0008	130910617.129
5.0	1.001	163687888.82
6.0	1.0012	196485007.65
7.0	1.0014	229301997.716
8.0	1.0016	262138840.023
9.0	1.0018	294995545.622
10.0	1.002	327872117.256
11.0	1.0022	360768556.853
12.0	1.0024	393684821.779
13.0	1.0026	426620733.298
14.0	1.0028	459575541.734
15.0	1.003	492546431.38
16.0	1.0032	525524127.63
17.0	1.0034	558481461.306
18.0	1.0036	591351201.691
19.0	1.0038	624001038.824
20.0	1.004	656239467.744
21.0	1.0042	687881573.253
22.0	1.0044	718839196.944
23.0	1.0046	749154291.082
24.0	1.0048	778953174.159
25.0	1.005	808380760.424
26.0	1.0052	837535231.414
27.0	1.0054	866468998.66
28.0	1.0056	895223041.205
29.0	1.0058	923821729.439
30.0	1.006	952283492.689
31.0	1.0062	980611518.796
32.0	1.0064	1008805139.86
33.0	1.0066	1036850420.18
34.0	1.0068	1064731258.37
35.0	1.007	1092420862.51
36.0	1.0072	1119893807.2
37.0	1.0074	1147119320.7
38.0	1.0076	1174074734.19
39.0	1.0078	1200738151.24
40.0	1.008	1227100524.84
41.0	1.0082	1253155810.79
42.0	1.0084	1278909978.99
43.0	1.0086	1304370028.53
44.0	1.0088	1329550989.91
45.0	1.009	1354466000.88
46.0	1.0092	1379132708.75
47.0	1.0094	1403565245.35
48.0	1.0096	1427780583.49
49.0	1.0098	1451792122.47
50.0	1.01	1475615679.31
51.0	1.0102	1499263966.59
52.0	1.0104	1522751781.36
53.0	1.0106	1546091060.28
54.0	1.0108	1569295263.35
55.0	1.011	1592375081.05
56.0	1.0112	1615342186.45
57.0	1.0114	1638205654.16
58.0	1.0116	1660975194.08
59.0	1.0118	1683658213.88
60.0	1.012	1706262582.13
61.0	1.0122	1728794213.6
62.0	1.0124	1751259410.59
63.0	1.0126	1773662866.84
64.0	1.0128	1796009639.42
65.0	1.013	1818303477.04
66.0	1.0132	1840548467.67
67.0	1.0134	1862747622.72
68.0	1.0136	1884904251.39
69.0	1.0138	1907020761.52
70.0	1.014	1929099817.19
71.0	1.0142	1951143328.41
72.0	1.0144	1973153433.38
73.0	1.0146	1995131642.72
74.0	1.0148	2017079675.63
75.0	1.015	2038998729.01
76.0	1.0152	2060890193.96
77.0	1.0154	2082755028.41
78.0	1.0156	2104594374.49
79.0	1.0158	2126409015.25
80.0	1.016	2148199907.65
81.0	1.0162	2169967706.41
82.0	1.0164	2191713225.95
83.0	1.0166	2213437020.94
84.0	1.0168	2235139790.41
85.0	1.017	2256822007.41
86.0	1.0172	2278484276.13
87.0	1.0174	2300127002.85
88.0	1.0176	2321750713.81
89.0	1.0178	2343355761.28
90.0	1.018	2364942608.51
91.0	1.0182	2386511566.12
92.0	1.0184	2408063048.92
93.0	1.0186	2429597337.53
94.0	1.0188	2451114810.45
95.0	1.019	2472615727.11
96.0	1.0192	2494100437.72
97.0	1.0194	2515569185.46
98.0	1.0196	2537022296.33
99.0	1.0198	2558459999.17
100.0	1.02	2579882596.93
101.0	1.0198	2541320197.28
102.0	1.0196	2505369104.06
103.0	1.0194	2470627739.22
104.0	1.0192	2436541243.11
105.0	1.019	2402790472.0
106.0	1.0188	2369242586.91
107.0	1.0186	2335813640.42
108.0	1.0184	2302464995.45
109.0	1.0182	2269170809.23
110.0	1.018	2235917795.17
111.0	1.0178	2202696931.74
112.0	1.0176	2169503683.01
113.0	1.0174	2136334756.6
114.0	1.0172	2103188598.67
115.0	1.017	2070063947.66
116.0	1.0168	2036960260.98
117.0	1.0166	2003877011.8
118.0	1.0164	1970814016.78
119.0	1.0162	1937771041.09
120.0	1.016	1904748053.95
121.0	1.0158	1871744968.72
122.0	1.0156	1838761890.57
123.0	1.0154	1805798894.23
124.0	1.0152	1772856309.1
125.0	1.015	1739934424.74
126.0	1.0148	1707033835.86
127.0	1.0146	1674154943.57
128.0	1.0144	1641298481.07
129.0	1.0142	1608464918.69
130.0	1.014	1575655234.75
131.0	1.0138	1542870280.67
132.0	1.0136	1510111719.85
133.0	1.0134	1477381655.21
134.0	1.0132	1444684383.93
135.0	1.013	1412027653.7
136.0	1.0128	1379427871.8
137.0	1.0126	1346916665.56
138.0	1.0124	1314550824.91
139.0	1.0122	1282414346.01
140.0	1.012	1250608325.86
141.0	1.0118	1219223367.23
142.0	1.0116	1188368389.01
143.0	1.0114	1157973299.61
144.0	1.0112	1128041491.65
145.0	1.011	1098475914.25
146.0	1.0108	1069226045.01
147.0	1.0106	1040215980.78
148.0	1.0104	1011389174.56
149.0	1.0102	982700549.281
150.0	1.01	954118853.782
151.0	1.0098	925626479.847
152.0	1.0096	897214686.095
153.0	1.0094	868880044.706
154.0	1.0092	840621225.098
155.0	1.009	812437244.447
156.0	1.0088	784327146.498
157.0	1.0086	756289844.339
158.0	1.0084	728324325.395
159.0	1.0082	700429526.542
160.0	1.008	672604477.046
161.0	1.0078	644848302.855
162.0	1.0076	617160533.662
163.0	1.0074	589541194.618
164.0	1.0072	561991052.195
165.0	1.007	534511639.111
166.0	1.0068	507105433.68
167.0	1.0066	479775930.945
168.0	1.0064	452527786.348
169.0	1.0062	425366859.981
170.0	1.006	398300182.97
171.0	1.0058	371335800.307
172.0	1.0056	344502212.249
173.0	1.0054	317775314.433
174.0	1.0052	291174757.465
175.0	1.005	264704846.686
176.0	1.0048	238370794.175
177.0	1.0046	212196976.644
178.0	1.0044	186159282.355
179.0	1.0042	160269427.662
180.0	1.004	134520464.381
181.0	1.0038	108923194.872
182.0	1.0036	83459338.5954
183.0	1.0034	58134299.9481
184.0	1.0032	32939364.1885
185.0	1.003	7873091.01663
186.0	1.0028	-17060878.2592
187.0	1.0026	-41875868.086
188.0	1.0024	-66570666.4082
189.0	1.0022	-91152377.0436
190.0	1.002	-115620569.871
191.0	1.0018	-139979578.169
192.0	1.0016	-164231319.719
193.0	1.0014	-188381946.974
194.0	1.0012	-212429704.306
195.0	1.001	-236379572.308
196.0	1.0008	-260236690.226
197.0	1.0006	-283998762.846
198.0	1.0004	-307672061.347
199.0	1.0002	-331258960.249
200.0	1.0	-354764313.601
201.0	0.9998	-378190440.046
202.0	0.9996	-401536780.215
203.0	0.9994	-424809110.22
204.0	0.9992	-448011800.081
205.0	0.999	-471146747.423
206.0	0.9988	-494218140.312
207.0	0.9986	-517227794.3
208.0	0.9984	-540180822.067
209.0	0.9982	-563077876.568
210.0	0.998	-585924141.318
211.0	0.9978	-608720079.127
212.0	0.9976	-631470416.274
213.0	0.9974	-654175661.137
214.0	0.9972	-676840008.328
215.0	0.997	-699463952.457
216.0	0.9968	-722051178.245
217.0	0.9966	-744602132.56
218.0	0.9964	-767120036.652
219.0	0.9962	-789605293.196
220.0	0.996	-812060720.463
221.0	0.9958	-834486691.61
222.0	0.9956	-856885676.705
223.0	0.9954	-879258033.514
224.0	0.9952	-901605928.985
225.0	0.995	-923929718.7
226.0	0.9948	-946231304.038
227.0	0.9946	-968511052.019
228.0	0.9944	-990770626.813
229.0	0.9942	-1013010413.15
230.0	0.994	-1035231858.97
231.0	0.9938	-1057435359.93
232.0	0.9936	-1079622164.82
233.0	0.9934	-1101792668.12
234.0	0.9932	-1123947942.41
235.0	0.993	-1146088378.51
236.0	0.9928	-1168214902.74
237.0	0.9926	-1190327903.56
238.0	0.9924	-1212428184.16
239.0	0.9922	-1234516123.01
240.0	0.992	-1256592411.07
241.0	0.9918	-1278657403.84
242.0	0.9916	-1300711689.83
243.0	0.9914	-1322755594.52
244.0	0.9912	-1344789615.86
245.0	0.991	-1366814045.8
246.0	0.9908	-1388829304.76
247.0	0.9906	-1410835654.11
248.0	0.9904	-1432833450.47
249.0	0.9902	-1454822926.6
250.0	0.99	-1476804385.55
251.0	0.9898	-1498778036.14
252.0	0.9896	-1520744138.78
253.0	0.9894	-1542702881.68
254.0	0.9892	-1564654489.24
255.0	0.989	-1586599132.21
256.0	0.9888	-1608537006.26
257.0	0.9886	-1630468267.09
