3	header
postResults v2.0.2	single_phase_equiaxed_tension.spectralOut --cr f,p
filterTable v2.0.2	--white inc,1_f,1_p
inc	1_f	1_p
0.0	1.0	1.66724740346e-07
1.0	1.0002	32594877.727
2.0	1.0004	65209615.8979
3.0	1.0006	97844138.2966
4.0	1.0008	130498497.987
5.0	1.001	163172693.996
6.0	1.0012	195866710.46
7.0	1.0014	228580587.111
8.0	1.0016	261314288.651
9.0	1.0018	294067835.333
10.0	1.002	326841223.672
11.0	1.0022	359634459.54
12.0	1.0024	392447476.257
13.0	1.0026	425280033.598
14.0	1.0028	458131067.64
15.0	1.003	490996616.117
16.0	1.0032	523863740.731
17.0	1.0034	556695203.139
18.0	1.0036	589402385.323
19.0	1.0038	621817930.314
20.0	1.004	653708687.917
21.0	1.0042	684862475.881
22.0	1.0044	715191951.593
23.0	1.0046	744725441.398
24.0	1.0048	773637199.781
25.0	1.005	802014405.628
26.0	1.0052	830013748.86
27.0	1.0054	857705991.234
28.0	1.0056	885156766.984
29.0	1.0058	912418063.231
30.0	1.006	939512978.833
31.0	1.0062	966475216.516
32.0	1.0064	993309077.254
33.0	1.0066	1020028264.33
34.0	1.0068	1046624414.99
35.0	1.007	1073095749.24
36.0	1.0072	1099425690.11
37.0	1.0074	1125605114.28
38.0	1.0076	1151616196.25
39.0	1.0078	1177450878.16
40.0	1.008	1203096543.24
41.0	1.0082	1228550926.31
42.0	1.0084	1253809083.03
43.0	1.0086	1278874917.29
44.0	1.0088	1303750079.83
45.0	1.009	1328442750.71
46.0	1.0092	1352958770.25
47.0	1.0094	1377308390.84
48.0	1.0096	1401499353.61
49.0	1.0098	1425542218.24
50.0	1.01	1449444979.4
51.0	1.0102	1473217445.39
52.0	1.0104	1496866948.44
53.0	1.0106	1520402050.52
54.0	1.0108	1543829002.12
55.0	1.011	1567154967.05
56.0	1.0112	1590385032.67
57.0	1.0114	1613525071.28
58.0	1.0116	1636579171.69
59.0	1.0118	1659552188.44
60.0	1.012	1682447500.69
61.0	1.0122	1705269259.8
62.0	1.0124	1728020405.41
63.0	1.0126	1750704620.26
64.0	1.0128	1773324563.89
65.0	1.013	1795883569.87
66.0	1.0132	1818384074.16
67.0	1.0134	1840829101.54
68.0	1.0136	1863220865.83
69.0	1.0138	1885562088.33
70.0	1.014	1907854750.0
71.0	1.0142	1930101273.42
72.0	1.0144	1952303409.52
73.0	1.0146	1974463302.89
74.0	1.0148	1996582494.38
75.0	1.015	2018662882.49
76.0	1.0152	2040705824.06
77.0	1.0154	2062713002.89
78.0	1.0156	2084685615.15
79.0	1.0158	2106625155.12
80.0	1.016	2128532675.22
81.0	1.0162	2150409497.66
82.0	1.0164	2172256543.95
83.0	1.0166	2194074980.62
84.0	1.0168	2215865614.53
85.0	1.017	2237629478.84
86.0	1.0172	2259367286.91
87.0	1.0174	2281079962.86
88.0	1.0176	2302768146.57
89.0	1.0178	2324432674.0
90.0	1.018	2346074126.96
91.0	1.0182	2367693268.98
92.0	1.0184	2389290634.63
93.0	1.0186	2410866925.25
94.0	1.0188	2432422634.13
95.0	1.019	2453958405.89
96.0	1.0192	2475474695.03
97.0	1.0194	2496972092.74
98.0	1.0196	2518451016.08
99.0	1.0198	2539912005.73
100.0	1.02	2561355442.89
101.0	1.0198	2523158708.15
102.0	1.0196	2487557887.03
103.0	1.0194	2453083159.81
104.0	1.0192	2419181485.2
105.0	1.019	2385588500.34
106.0	1.0188	2352176380.15
107.0	1.0186	2318877102.09
108.0	1.0184	2285652393.56
109.0	1.0182	2252481116.02
110.0	1.018	2219350094.53
111.0	1.0178	2186252066.84
112.0	1.0176	2153181996.12
113.0	1.0174	2120137171.64
114.0	1.0172	2087115542.03
115.0	1.017	2054116059.44
116.0	1.0168	2021137830.65
117.0	1.0166	1988180447.7
118.0	1.0164	1955243482.62
119.0	1.0162	1922326791.54
120.0	1.016	1889430167.17
121.0	1.0158	1856553612.31
122.0	1.0156	1823697064.89
123.0	1.0154	1790860682.87
124.0	1.0152	1758044602.72
125.0	1.015	1725249276.79
126.0	1.0148	1692475145.7
127.0	1.0146	1659723022.95
128.0	1.0144	1626993540.71
129.0	1.0142	1594287693.0
130.0	1.014	1561606118.01
131.0	1.0138	1528949975.32
132.0	1.0136	1496320287.0
133.0	1.0134	1463719367.91
134.0	1.0132	1431151231.22
135.0	1.013	1398625679.93
136.0	1.0128	1366163648.78
137.0	1.0126	1333806771.69
138.0	1.0124	1301622583.53
139.0	1.0122	1269705696.03
140.0	1.012	1238165208.36
141.0	1.0118	1207102971.8
142.0	1.0116	1176655799.04
143.0	1.0114	1146719320.11
144.0	1.0112	1117311762.94
145.0	1.011	1088337210.93
146.0	1.0108	1059764592.61
147.0	1.0106	1031524377.56
148.0	1.0104	1003560248.08
149.0	1.0102	975822672.928
150.0	1.01	948271366.552
151.0	1.0098	920879142.869
152.0	1.0096	893625022.129
153.0	1.0094	866494520.84
154.0	1.0092	839474809.358
155.0	1.009	812555233.557
156.0	1.0088	785725422.807
157.0	1.0086	758976921.364
158.0	1.0084	732302366.875
159.0	1.0082	705696579.1
160.0	1.008	679155521.719
161.0	1.0078	652676713.001
162.0	1.0076	626258028.037
163.0	1.0074	599898022.867
164.0	1.0072	573595216.483
165.0	1.007	547348765.038
166.0	1.0068	521158072.752
167.0	1.0066	495023387.281
168.0	1.0064	468945418.669
169.0	1.0062	442925781.827
170.0	1.006	416966569.188
171.0	1.0058	391070677.355
172.0	1.0056	365241392.038
173.0	1.0054	339503177.804
174.0	1.0052	313827939.796
175.0	1.005	288228508.657
176.0	1.0048	262705845.719
177.0	1.0046	237266292.785
178.0	1.0044	211934839.869
179.0	1.0042	186687259.739
180.0	1.004	161533815.742
181.0	1.0038	136469350.051
182.0	1.0036	111513211.26
183.0	1.0034	86644394.5842
184.0	1.0032	61868733.0587
185.0	1.003	37179689.2023
186.0	1.0028	12589709.8552
187.0	1.0026	-11916819.2616
188.0	1.0024	-36336978.3515
189.0	1.0022	-60675869.106
190.0	1.002	-84927768.4486
191.0	1.0018	-109101663.525
192.0	1.0016	-133197392.941
193.0	1.0014	-157217320.122
194.0	1.0012	-181163878.974
195.0	1.001	-205039687.977
196.0	1.0008	-228847682.46
197.0	1.0006	-252588847.362
198.0	1.0004	-276266859.048
