3	header
postResults v2.0.2	single_phase_equiaxed_tension.spectralOut --cr f,p
filterTable v2.0.2	--white inc,1_f,1_p
inc	1_f	1_p
0.0	1.0	-4.27038689061e-06
1.0	1.0002	32778358.6488
2.0	1.0004	65576698.4169
3.0	1.0006	98394964.328
4.0	1.0008	131233219.863
5.0	1.001	164091449.425
6.0	1.0012	196969632.092
7.0	1.0014	229867808.627
8.0	1.0016	262785955.294
9.0	1.0018	295724084.597
10.0	1.002	328682197.182
11.0	1.0022	361660274.337
12.0	1.0024	394658177.284
13.0	1.0026	427675290.604
14.0	1.0028	460708988.44
15.0	1.003	493749939.95
16.0	1.0032	526769135.312
17.0	1.0034	559692790.916
18.0	1.0036	592373992.081
19.0	1.0038	624593294.851
20.0	1.004	656121057.506
21.0	1.0042	686820315.531
22.0	1.0044	716702677.389
23.0	1.0046	745891338.415
24.0	1.0048	774545138.012
25.0	1.005	802806793.761
26.0	1.0052	830787880.217
27.0	1.0054	858561526.859
28.0	1.0056	886172422.666
29.0	1.0058	913646687.432
30.0	1.006	941002800.696
31.0	1.0062	968244137.064
32.0	1.0064	995373780.08
33.0	1.0066	1022383874.86
34.0	1.0068	1049270453.1
35.0	1.007	1076022128.78
36.0	1.0072	1102633692.17
37.0	1.0074	1129094790.93
38.0	1.0076	1155402253.93
39.0	1.0078	1181548628.96
40.0	1.008	1207533853.52
41.0	1.0082	1233353671.75
42.0	1.0084	1259011210.74
43.0	1.0086	1284505181.65
44.0	1.0088	1309841232.73
45.0	1.009	1335020151.88
46.0	1.0092	1360048807.61
47.0	1.0094	1384929034.3
48.0	1.0096	1409667985.78
49.0	1.0098	1434268009.27
50.0	1.01	1458736249.6
51.0	1.0102	1483075432.63
52.0	1.0104	1507292635.18
53.0	1.0106	1531390805.2
54.0	1.0108	1555376753.82
55.0	1.011	1579253400.39
56.0	1.0112	1603027107.91
57.0	1.0114	1626700655.67
58.0	1.0116	1650279972.62
59.0	1.0118	1673767729.69
60.0	1.012	1697169495.05
61.0	1.0122	1720487858.7
62.0	1.0124	1743728025.24
63.0	1.0126	1766892456.52
64.0	1.0128	1789985932.84
65.0	1.013	1813010724.88
66.0	1.0132	1835971147.78
67.0	1.0134	1858869249.13
68.0	1.0136	1881708886.13
69.0	1.0138	1904491887.94
70.0	1.014	1927221690.78
71.0	1.0142	1949899908.02
72.0	1.0144	1972529567.93
73.0	1.0146	1995112056.09
74.0	1.0148	2017650010.15
75.0	1.015	2040144595.47
76.0	1.0152	2062598102.2
77.0	1.0154	2085011506.47
78.0	1.0156	2107386806.57
79.0	1.0158	2129724830.87
80.0	1.016	2152027341.5
81.0	1.0162	2174295053.34
82.0	1.0164	2196529527.39
83.0	1.0166	2218731376.36
84.0	1.0168	2240901980.42
85.0	1.017	2263041861.63
86.0	1.0172	2285152246.32
87.0	1.0174	2307233582.45
88.0	1.0176	2329286968.87
89.0	1.0178	2351312795.73
90.0	1.018	2373312057.86
91.0	1.0182	2395285102.19
92.0	1.0184	2417232835.3
93.0	1.0186	2439155564.85
94.0	1.0188	2461054116.12
95.0	1.019	2482928759.91
96.0	1.0192	2504780249.87
97.0	1.0194	2526608829.97
98.0	1.0196	2548415195.87
99.0	1.0198	2570199574.81
100.0	1.02	2591962614.49
101.0	1.0198	2553634216.13
102.0	1.0196	2517849293.56
103.0	1.0194	2483166838.68
104.0	1.0192	2449040765.42
105.0	1.019	2415220254.24
106.0	1.0188	2381577276.81
107.0	1.0186	2348050014.96
108.0	1.0184	2314598501.98
109.0	1.0182	2281202975.56
110.0	1.018	2247849314.22
111.0	1.0178	2214530549.78
112.0	1.0176	2181241006.88
113.0	1.0174	2147978100.49
114.0	1.0172	2114739327.15
115.0	1.017	2081523708.22
116.0	1.0168	2048330029.22
117.0	1.0166	2015157939.34
118.0	1.0164	1982006792.38
119.0	1.0162	1948876503.24
120.0	1.016	1915766692.81
121.0	1.0158	1882677426.59
122.0	1.0156	1849608495.41
123.0	1.0154	1816560119.6
124.0	1.0152	1783532282.91
125.0	1.015	1750525523.73
126.0	1.0148	1717540223.3
127.0	1.0146	1684577534.43
128.0	1.0144	1651638301.04
129.0	1.0142	1618724269.64
130.0	1.014	1585836476.05
131.0	1.0138	1552977371.84
132.0	1.0136	1520149039.59
133.0	1.0134	1487357491.1
134.0	1.0132	1454613837.65
135.0	1.013	1421945199.87
136.0	1.0128	1389400618.2
137.0	1.0126	1357060524.13
138.0	1.0124	1325025763.19
139.0	1.0122	1293411012.76
140.0	1.012	1262319755.55
141.0	1.0118	1231827301.02
142.0	1.0116	1202021402.63
143.0	1.0114	1172720733.57
144.0	1.0112	1143886498.21
145.0	1.011	1115398047.87
146.0	1.0108	1087200422.96
147.0	1.0106	1059230644.37
148.0	1.0104	1031440286.21
149.0	1.0102	1003796176.81
150.0	1.01	976269421.496
151.0	1.0098	948844276.921
152.0	1.0096	921505365.563
153.0	1.0094	894244506.196
154.0	1.0092	867052536.14
155.0	1.009	839924928.276
156.0	1.0088	812856439.632
157.0	1.0086	785845390.147
158.0	1.0084	758889598.022
159.0	1.0082	731989558.718
160.0	1.008	705145101.955
161.0	1.0078	678357922.776
162.0	1.0076	651628791.457
163.0	1.0074	624959690.267
164.0	1.0072	598351413.789
165.0	1.007	571805502.461
166.0	1.0068	545322274.981
167.0	1.0066	518902725.108
168.0	1.0064	492546963.752
169.0	1.0062	466255868.669
170.0	1.006	440029753.711
171.0	1.0058	413869687.099
172.0	1.0056	387776250.177
173.0	1.0054	361750578.984
174.0	1.0052	335793346.766
175.0	1.005	309905770.026
176.0	1.0048	284088730.159
177.0	1.0046	258343638.441
178.0	1.0044	232671536.398
179.0	1.0042	207084472.286
180.0	1.004	181565720.521
181.0	1.0038	156122174.328
182.0	1.0036	130752737.123
183.0	1.0034	105458625.804
184.0	1.0032	80247629.0294
185.0	1.003	55111142.0717
186.0	1.0028	30052266.5747
187.0	1.0026	5068130.33587
188.0	1.0024	-19838399.1616
189.0	1.0022	-44671720.6981
190.0	1.002	-69431665.8658
191.0	1.0018	-94120684.3621
192.0	1.0016	-118740280.677
193.0	1.0014	-143288412.586
194.0	1.0012	-167769571.446
195.0	1.001	-192184205.244
196.0	1.0008	-216534458.672
197.0	1.0006	-240821032.909
198.0	1.0004	-265046097.555
199.0	1.0002	-289211058.249
200.0	1.0	-313317809.641
201.0	0.9998	-337364956.391
202.0	0.9996	-361356632.525
203.0	0.9994	-385294240.752
204.0	0.9992	-409179851.719
205.0	0.999	-433014585.257
206.0	0.9988	-456800596.857
207.0	0.9986	-480538027.631
208.0	0.9984	-504229188.931
209.0	0.9982	-527874104.837
210.0	0.998	-551474785.35
211.0	0.9978	-575031621.42
212.0	0.9976	-598546113.031
213.0	0.9974	-622018838.203
214.0	0.9972	-645450872.776
215.0	0.997	-668842852.51
216.0	0.9968	-692195569.56
217.0	0.9966	-715509727.639
218.0	0.9964	-738785991.391
219.0	0.9962	-762025205.97
220.0	0.996	-785228041.167
221.0	0.9958	-808395507.847
222.0	0.9956	-831528321.386
223.0	0.9954	-854627609.91
224.0	0.9952	-877694115.262
225.0	0.995	-900729012.705
226.0	0.9948	-923733041.486
227.0	0.9946	-946707371.326
228.0	0.9944	-969652714.301
229.0	0.9942	-992570192.696
230.0	0.994	-1015460465.91
231.0	0.9938	-1038324584.27
232.0	0.9936	-1061163148.64
233.0	0.9934	-1083977130.79
234.0	0.9932	-1106767077.16
235.0	0.993	-1129533885.12
236.0	0.9928	-1152278057.52
237.0	0.9926	-1175000427.72
238.0	0.9924	-1197701467.1
239.0	0.9922	-1220381957.59
240.0	0.992	-1243042347.42
241.0	0.9918	-1265683373.16
242.0	0.9916	-1288305458.99
243.0	0.9914	-1310909289.6
244.0	0.9912	-1333495252.42
245.0	0.991	-1356063968.63
246.0	0.9908	-1378615779.16
247.0	0.9906	-1401151240.0
248.0	0.9904	-1423670646.82
249.0	0.9902	-1446174500.9
250.0	0.99	-1468663064.53
251.0	0.9898	-1491136801.63
252.0	0.9896	-1513595956.8
253.0	0.9894	-1536040971.29
254.0	0.9892	-1558472081.11
255.0	0.989	-1580889705.64
256.0	0.9888	-1603294067.15
257.0	0.9886	-1625685557.5
258.0	0.9884	-1648064383.66
259.0	0.9882	-1670430913.67
260.0	0.988	-1692785345.02
261.0	0.9878	-1715128028.7
262.0	0.9876	-1737459153.99
263.0	0.9874	-1759779054.61
264.0	0.9872	-1782087908.58
265.0	0.987	-1804386030.72
266.0	0.9868	-1826673586.46
267.0	0.9866	-1848950874.35
268.0	0.9864	-1871218052.0
269.0	0.9862	-1893475406.57
270.0	0.986	-1915723088.24
271.0	0.9858	-1937961370.56
272.0	0.9856	-1960190393.26
273.0	0.9854	-1982410412.96
274.0	0.9852	-2004621555.2
275.0	0.985	-2026824055.45
276.0	0.9848	-2049018022.22
277.0	0.9846	-2071203671.19
278.0	0.9844	-2093381096.98
279.0	0.9842	-2115550499.73
280.0	0.984	-2137711963.96
281.0	0.9838	-2159865678.24
282.0	0.9836	-2182011720.1
283.0	0.9834	-2204150267.4
284.0	0.9832	-2226281390.52
285.0	0.983	-2248405254.99
286.0	0.9828	-2270521923.04
287.0	0.9826	-2292631547.59
288.0	0.9824	-2314734182.16
289.0	0.9822	-2336829969.11
290.0	0.982	-2358918955.65
291.0	0.9818	-2381001279.39
292.0	0.9816	-2403076986.54
293.0	0.9814	-2425146216.76
294.0	0.9812	-2447209020.91
295.0	0.981	-2469265543.85
296.0	0.9808	-2491315842.64
297.0	0.9806	-2513360065.2
298.0	0.9804	-2535398272.58
299.0	0.9802	-2557430611.29
300.0	0.98	-2579457143.32
301.0	0.9802	-2543308823.69
302.0	0.9804	-2509276264.44
303.0	0.9806	-2476142891.12
304.0	0.9808	-2443452165.81
305.0	0.981	-2410988392.41
306.0	0.9812	-2378642681.91
307.0	0.9814	-2346361642.17
308.0	0.9816	-2314110567.55
309.0	0.9818	-2281871946.01
310.0	0.982	-2249633240.14
311.0	0.9822	-2217388294.21
312.0	0.9824	-2185131955.22
313.0	0.9826	-2152861936.48
314.0	0.9828	-2120575911.2
315.0	0.983	-2088273030.52
316.0	0.9832	-2055952150.19
317.0	0.9834	-2023612998.65
318.0	0.9836	-1991254965.87
319.0	0.9838	-1958878050.08
320.0	0.984	-1926481922.04
321.0	0.9842	-1894066780.4
322.0	0.9844	-1861632527.64
323.0	0.9846	-1829179675.48
324.0	0.9848	-1796708517.3
325.0	0.985	-1764220214.49
326.0	0.9852	-1731715783.69
327.0	0.9854	-1699197468.66
328.0	0.9856	-1666667162.49
329.0	0.9858	-1634128047.16
330.0	0.986	-1601582186.79
331.0	0.9862	-1569033100.16
332.0	0.9864	-1536483395.16
333.0	0.9866	-1503939743.77
334.0	0.9868	-1471413547.73
335.0	0.987	-1438931569.64
336.0	0.9872	-1406540756.84
337.0	0.9874	-1374317736.75
338.0	0.9876	-1342361365.46
339.0	0.9878	-1310784298.03
340.0	0.988	-1279684550.63
341.0	0.9882	-1249127003.59
342.0	0.9884	-1219119169.46
343.0	0.9886	-1189622774.0
344.0	0.9888	-1160561606.71
345.0	0.989	-1131851675.92
346.0	0.9892	-1103409979.83
