6	header
postResults v2.0.2	single_phase_equiaxed_tension.spectralOut --cr f,p
addStrainTensors v2.0.2	single_phase_equiaxed_tension.txt --left --logarithmic
addCauchy v2.0.2	single_phase_equiaxed_tension.txt
addMises v2.0.2	single_phase_equiaxed_tension.txt --strain ln(V) --stress Cauchy
filterTable v2.0.2	--white inc,Mises(ln(V)),Mises(Cauchy)
inc	Mises(ln(V))	Mises(Cauchy)
0.0	0.0	1.59523697218e-06
1.0	0.00133200177512	311984322.727
2.0	0.00266134751302	440318970.613
3.0	0.00398804778503	471662564.186
4.0	0.00531211309945	492251962.737
5.0	0.00663355390211	509631614.807
6.0	0.00795238057685	525486661.237
7.0	0.00926860344599	540445228.671
8.0	0.0105822327709	554808036.006
9.0	0.0118932787522	568744609.289
10.0	0.0132017515308	582352379.742
