6	header
postResults v2.0.2	single_phase_equiaxed_tension.spectralOut --cr f,p
addStrainTensors v2.0.2	single_phase_equiaxed_tension.txt --left --logarithmic
addCauchy v2.0.2	single_phase_equiaxed_tension.txt
addMises v2.0.2	single_phase_equiaxed_tension.txt --strain ln(V) --stress Cauchy
filterTable v2.0.2	--white inc,Mises(ln(V)),Mises(Cauchy)
inc	Mises(ln(V))	Mises(Cauchy)
0.0	0.0	6.36783616083e-06
1.0	0.00133200177512	306843175.389
2.0	0.00266134751302	444805989.319
3.0	0.00398804778503	475911528.068
4.0	0.00531211309945	494033786.246
5.0	0.00663355390211	508990455.58
6.0	0.00795238057685	522654017.82
7.0	0.00926860344599	535619205.806
8.0	0.0105822327709	548148586.616
9.0	0.0118932787522	560385545.16
10.0	0.0132017515308	572403744.382
