6	header
postResults v2.0.2	single_phase_equiaxed_tension.spectralOut --cr f,p
addStrainTensors v2.0.2	single_phase_equiaxed_tension.txt --left --logarithmic
addCauchy v2.0.2	single_phase_equiaxed_tension.txt
addMises v2.0.2	single_phase_equiaxed_tension.txt --strain ln(V) --stress Cauchy
filterTable v2.0.2	--white inc,Mises(ln(V)),Mises(Cauchy)
inc	Mises(ln(V))	Mises(Cauchy)
0.0	0.0	9.02175949068e-07
1.0	0.00133200177512	309407039.368
2.0	0.00266134751303	437922632.799
3.0	0.00398804778503	466101696.476
4.0	0.00531211309945	484106886.895
5.0	0.00663355390211	499229266.785
6.0	0.00795238057685	513008757.728
7.0	0.00926860344599	526025688.802
8.0	0.0105822327709	538547853.265
9.0	0.0118932787522	550720802.477
10.0	0.0132017515308	562630893.349
