6	header
postResults v2.0.2	single_phase_equiaxed_tension.spectralOut --cr f,p
addStrainTensors v2.0.2	single_phase_equiaxed_tension.txt --left --logarithmic
addCauchy v2.0.2	single_phase_equiaxed_tension.txt
addMises v2.0.2	single_phase_equiaxed_tension.txt --strain ln(V) --stress Cauchy
filterTable v2.0.2	--white inc,Mises(ln(V)),Mises(Cauchy)
inc	Mises(ln(V))	Mises(Cauchy)
0.0	0.0	5.9886815052e-07
1.0	0.00133200177512	312709138.982
2.0	0.00266134751302	442124416.196
3.0	0.00398804778503	472625573.43
4.0	0.00531211309945	492328101.836
5.0	0.00663355390211	508969575.953
6.0	0.00795238057685	524183408.399
7.0	0.00926860344599	538568959.889
8.0	0.0105822327709	552414247.752
9.0	0.0118932787522	565873068.874
10.0	0.0132017515308	579040110.359
