6	header
postResults v2.0.2	single_phase_equiaxed_tension.spectralOut --cr f,p
addStrainTensors v2.0.2	single_phase_equiaxed_tension.txt --left --logarithmic
addCauchy v2.0.2	single_phase_equiaxed_tension.txt
addMises v2.0.2	single_phase_equiaxed_tension.txt --strain ln(V) --stress Cauchy
filterTable v2.0.2	--white inc,Mises(ln(V)),Mises(Cauchy)
inc	Mises(ln(V))	Mises(Cauchy)
0.0	0.0	1.43692332571e-06
1.0	0.00133200177512	311038383.395
2.0	0.00266134751302	438231251.061
3.0	0.00398804778503	466875464.934
4.0	0.00531211309945	484979901.779
5.0	0.00663355390211	500114187.989
6.0	0.00795238057685	513920822.456
7.0	0.00926860344599	526982732.379
8.0	0.0105822327709	539563966.614
9.0	0.0118932787522	551809633.54
10.0	0.0132017515308	563808863.129
