6	header
postResults v2.0.2	single_phase_equiaxed_tension.spectralOut --cr f,p
addStrainTensors v2.0.2	single_phase_equiaxed_tension.txt --left --logarithmic
addCauchy v2.0.2	single_phase_equiaxed_tension.txt
addMises v2.0.2	single_phase_equiaxed_tension.txt --strain ln(V) --stress Cauchy
filterTable v2.0.2	--white inc,Mises(ln(V)),Mises(Cauchy)
inc	Mises(ln(V))	Mises(Cauchy)
0.0	0.0	3.21319106505e-06
1.0	0.00133200177512	336989033.729
2.0	0.00266134751303	450992973.669
3.0	0.00398804778503	475470895.601
4.0	0.00531211309945	491902000.698
5.0	0.00663355390211	505793189.431
6.0	0.00795238057685	518460748.222
7.0	0.00926860344599	530423382.387
8.0	0.0105822327709	541926607.06
9.0	0.0118932787522	553106252.771
10.0	0.0132017515308	564041660.711
