6	header
postResults v2.0.2	single_phase_equiaxed_tension.spectralOut --cr f,p
addStrainTensors v2.0.2	single_phase_equiaxed_tension.txt --left --logarithmic
addCauchy v2.0.2	single_phase_equiaxed_tension.txt
addMises v2.0.2	single_phase_equiaxed_tension.txt --strain ln(V) --stress Cauchy
filterTable v2.0.2	--white inc,Mises(ln(V)),Mises(Cauchy)
inc	Mises(ln(V))	Mises(Cauchy)
0.0	0.0	4.2670807116e-07
1.0	0.00133200177512	315586750.032
2.0	0.00266134751302	445429072.07
3.0	0.00398804778503	479024589.414
4.0	0.00531211309945	502015954.798
5.0	0.00663355390211	521659628.874
6.0	0.00795238057685	539629050.085
7.0	0.00926860344599	556573772.785
8.0	0.0105822327709	572808010.643
9.0	0.0118932787522	588507122.846
10.0	0.0132017515308	603791322.19
