6	header
postResults v2.0.2	single_phase_equiaxed_tension.spectralOut --cr f,p
addStrainTensors v2.0.2	single_phase_equiaxed_tension.txt --left --logarithmic
addCauchy v2.0.2	single_phase_equiaxed_tension.txt
addMises v2.0.2	single_phase_equiaxed_tension.txt --strain ln(V) --stress Cauchy
filterTable v2.0.2	--white inc,Mises(ln(V)),Mises(Cauchy)
inc	Mises(ln(V))	Mises(Cauchy)
0.0	0.0	5.02690854676e-06
1.0	0.00133200177512	375084880.27
2.0	0.00266134751302	473249392.889
3.0	0.00398804778503	497611206.127
4.0	0.00531211309945	515093729.472
5.0	0.00663355390211	530133476.689
6.0	0.00795238057685	543929148.748
7.0	0.00926860344599	556984652.762
8.0	0.0105822327709	569563052.639
9.0	0.0118932787522	581797806.597
10.0	0.0132017515308	593780855.325
