6	header
postResults v2.0.2	single_phase_equiaxed_tension.spectralOut --cr f,p
addStrainTensors v2.0.2	single_phase_equiaxed_tension.txt --left --logarithmic
addCauchy v2.0.2	single_phase_equiaxed_tension.txt
addMises v2.0.2	single_phase_equiaxed_tension.txt --strain ln(V) --stress Cauchy
filterTable v2.0.2	--white inc,Mises(ln(V)),Mises(Cauchy)
inc	Mises(ln(V))	Mises(Cauchy)
0.0	0.0	2.14389020699e-06
1.0	0.00133200177512	331107315.077
2.0	0.00266134751303	456986863.946
3.0	0.00398804778503	484794470.604
4.0	0.00531211309945	502868556.91
5.0	0.00663355390211	517881880.77
6.0	0.00795238057685	531443488.504
7.0	0.00926860344599	544201060.745
8.0	0.0105822327709	556451758.502
9.0	0.0118932787522	568356417.096
10.0	0.0132017515308	580014722.377
