6	header
postResults v2.0.2	single_phase_equiaxed_tension.spectralOut --cr f,p
addStrainTensors v2.0.2	single_phase_equiaxed_tension.txt --left --logarithmic
addCauchy v2.0.2	single_phase_equiaxed_tension.txt
addMises v2.0.2	single_phase_equiaxed_tension.txt --strain ln(V) --stress Cauchy
filterTable v2.0.2	--white inc,Mises(ln(V)),Mises(Cauchy)
inc	Mises(ln(V))	Mises(Cauchy)
0.0	0.0	9.12663453705e-07
1.0	0.00133200177512	316774765.804
2.0	0.00266134751303	446228262.445
3.0	0.00398804778503	479707269.08
4.0	0.00531211309945	502646524.44
5.0	0.00663355390211	522263943.053
6.0	0.00795238057685	540221314.695
7.0	0.00926860344599	557157125.877
8.0	0.0105822327709	573385758.203
9.0	0.0118932787522	589085966.315
10.0	0.0132017515308	604371015.484
