6	header
postResults v2.0.2	single_phase_equiaxed_tension.spectralOut --cr f,p
addStrainTensors v2.0.2	single_phase_equiaxed_tension.txt --left --logarithmic
addCauchy v2.0.2	single_phase_equiaxed_tension.txt
addMises v2.0.2	single_phase_equiaxed_tension.txt --strain ln(V) --stress Cauchy
filterTable v2.0.2	--white inc,Mises(ln(V)),Mises(Cauchy)
inc	Mises(ln(V))	Mises(Cauchy)
0.0	0.0	6.18874135953e-07
1.0	0.00133200177512	317567710.025
2.0	0.00266134751302	445295620.473
3.0	0.00398804778503	476164217.478
4.0	0.00531211309945	496705395.306
5.0	0.00663355390211	514172741.753
6.0	0.00795238057685	530158974.566
7.0	0.00926860344599	545276800.54
8.0	0.0105822327709	559816698.209
9.0	0.0118932787522	573931771.999
10.0	0.0132017515308	587721344.535
