6	header
postResults v2.0.2	single_phase_equiaxed_tension.spectralOut --cr f,p
addStrainTensors v2.0.2	single_phase_equiaxed_tension.txt --left --logarithmic
addCauchy v2.0.2	single_phase_equiaxed_tension.txt
addMises v2.0.2	single_phase_equiaxed_tension.txt --strain ln(V) --stress Cauchy
filterTable v2.0.2	--white inc,Mises(ln(V)),Mises(Cauchy)
inc	Mises(ln(V))	Mises(Cauchy)
0.0	0.0	1.78074174264e-06
1.0	0.00133200177512	308825928.337
2.0	0.00266134751302	440536940.335
3.0	0.00398804778503	470008626.231
4.0	0.00531211309945	487973499.259
5.0	0.00663355390211	502804819.462
6.0	0.00795238057685	516303227.941
7.0	0.00926860344599	529081542.723
8.0	0.0105822327709	541417543.201
9.0	0.0118932787522	553447826.502
10.0	0.0132017515308	565260543.552
