6	header
postResults v2.0.2	single_phase_equiaxed_tension.spectralOut --cr f,p
addStrainTensors v2.0.2	single_phase_equiaxed_tension.txt --left --logarithmic
addCauchy v2.0.2	single_phase_equiaxed_tension.txt
addMises v2.0.2	single_phase_equiaxed_tension.txt --strain ln(V) --stress Cauchy
filterTable v2.0.2	--white inc,Mises(ln(V)),Mises(Cauchy)
inc	Mises(ln(V))	Mises(Cauchy)
0.0	0.0	3.09864575667e-06
1.0	0.00133200177512	344340930.246
2.0	0.00266134751303	461602205.041
3.0	0.00398804778503	487881241.089
4.0	0.00531211309945	506002368.541
5.0	0.00663355390211	521356491.152
6.0	0.00795238057685	535380801.755
7.0	0.00926860344599	548646830.116
8.0	0.0105822327709	561420405.942
9.0	0.0118932787522	573843978.452
10.0	0.0132017515308	586002088.419
