6	header
postResults v2.0.2	single_phase_equiaxed_tension.spectralOut --cr f,p
addStrainTensors v2.0.2	single_phase_equiaxed_tension.txt --left --logarithmic
addCauchy v2.0.2	single_phase_equiaxed_tension.txt
addMises v2.0.2	single_phase_equiaxed_tension.txt --strain ln(V) --stress Cauchy
filterTable v2.0.2	--white inc,Mises(ln(V)),Mises(Cauchy)
inc	Mises(ln(V))	Mises(Cauchy)
0.0	0.0	1.22217760958e-06
1.0	0.00133200177512	327584948.932
2.0	0.00266134751302	451550233.743
3.0	0.00398804778503	480200361.049
4.0	0.00531211309945	499180986.079
5.0	0.00663355390211	515338525.743
6.0	0.00795238057685	530162962.382
7.0	0.00926860344599	544218859.491
8.0	0.0105822327709	557776345.766
9.0	0.0118932787522	570968708.584
10.0	0.0132017515308	583887611.891
