6	header
postResults v2.0.2	single_phase_equiaxed_tension.spectralOut --cr f,p
addStrainTensors v2.0.2	single_phase_equiaxed_tension.txt --left --logarithmic
addCauchy v2.0.2	single_phase_equiaxed_tension.txt
addMises v2.0.2	single_phase_equiaxed_tension.txt --strain ln(V) --stress Cauchy
filterTable v2.0.2	--white inc,Mises(ln(V)),Mises(Cauchy)
inc	Mises(ln(V))	Mises(Cauchy)
0.0	0.0	2.30359030729e-06
1.0	0.00133200177512	329590325.973
2.0	0.00266134751302	449116282.417
3.0	0.00398804778503	476449248.567
4.0	0.00531211309945	494738634.727
5.0	0.00663355390211	510275106.367
6.0	0.00795238057685	524512443.425
7.0	0.00926860344599	537999932.83
8.0	0.0105822327709	551003042.946
9.0	0.0118932787522	563663820.35
10.0	0.0132017515308	576062332.179
