5	header
postResults v2.0.2	single_phase_equiaxed_tension.spectralOut --cr f,p
addStrainTensors v2.0.2	single_phase_equiaxed_tension.txt --left --logarithmic
addCauchy v2.0.2	single_phase_equiaxed_tension.txt
addMises v2.0.2	single_phase_equiaxed_tension.txt --strain ln(V) --stress Cauchy
inc	elem	node	ip	grain	1_pos	2_pos	3_pos	1_f	2_f	3_f	4_f	5_f	6_f	7_f	8_f	9_f	1_p	2_p	3_p	4_p	5_p	6_p	7_p	8_p	9_p	1_ln(V)	2_ln(V)	3_ln(V)	4_ln(V)	5_ln(V)	6_ln(V)	7_ln(V)	8_ln(V)	9_ln(V)	1_Cauchy	2_Cauchy	3_Cauchy	4_Cauchy	5_Cauchy	6_Cauchy	7_Cauchy	8_Cauchy	9_Cauchy	Mises(ln(V))	Mises(Cauchy)
0	nan	nan	1	1	32.0	32.0	32.0	1.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0	8.13266797111e-06	-2.73824539519e-08	-2.26767496279e-07	-2.73824539519e-08	6.78511741817e-06	4.45673774271e-07	-2.26767496279e-07	4.45673774271e-07	6.97598871214e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	8.13266797111e-06	-2.73824539519e-08	-2.26767496279e-07	-2.73824539519e-08	6.78511741817e-06	4.45673774271e-07	-2.26767496279e-07	4.45673774271e-07	6.97598871214e-06	0.0	1.53215888652e-06
1	nan	nan	1	1	32.0	32.0	32.0	1.002	-1.13513995461e-20	1.08721062837e-18	-5.67032309905e-22	1.0	-8.68415566089e-21	5.36530024817e-22	-1.41528534856e-20	1.0	480824100.638	332621.121396	-433978.828575	331955.822273	163202757.381	-2492421.45552	-433112.875968	-2492421.56241	167968896.508	0.001998002662673058	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	480824100.638	331957.2069820359	-433112.60336826346	331955.822273	162877003.3742515	-2487446.5623952094	-433112.8759679998	-2487446.669071856	167633629.249501	0.00133200177512	315626491.72
2	nan	nan	1	1	32.0	32.0	32.0	1.004	2.90001250955e-20	5.29487409082e-19	8.43724224804e-22	1.0	7.41506207788e-19	7.36811130632e-22	-2.17490598459e-20	1.0	834921212.983	930153.53077	-699800.281624	926447.928421	390499034.284	-3680363.8512	-697012.151923	-3680363.81356	399038371.401	0.003992021269537457	0.0	0.0	0.0	2.2204460492503128e-16	0.0	0.0	0.0	2.2204460492503128e-16	834921212.983	926447.7398107569	-697012.2326932271	926447.928421	388943261.23904383	-3665701.047011952	-697012.1519229998	-3665701.009521912	397448577.0926295	0.00266134751302	441836887.305
3	nan	nan	1	1	32.0	32.0	32.0	1.006	-3.88146230634e-20	-7.55612945955e-20	2.09773003343e-21	1.0	9.95114820514e-19	1.2913736928e-20	2.9825858142e-20	1.0	1123797012.61	1278383.57189	-1059205.82234	1270760.01569	651515842.396	-4400649.45077	-1052888.63075	-4400648.7515	660605639.356	0.005982071677547469	0.0	0.0	0.0	2.2204460492503128e-16	0.0	0.0	0.0	0.0	1123797012.61	1270759.0177833003	-1052888.4913916502	1270760.01569	647630062.0238569	-4374403.032574553	-1052888.63075	-4374402.337475149	656665645.4831014	0.00398804778503	471783569.855
4	nan	nan	1	1	32.0	32.0	32.0	1.008	4.7748173679e-20	-1.99468566299e-18	2.36904527435e-21	1.0	-1.22381702499e-18	1.73480453968e-20	1.26459372047e-20	1.0	1404849801.51	1425948.38637	-1412129.53974	1414631.11652	916795746.287	-4833916.72757	-1400919.87194	-4833919.84476	925929176.424	0.007968169649176881	0.0	0.0	0.0	2.2204460492503128e-16	0.0	0.0	0.0	2.2204460492503128e-16	1404849801.51	1414631.335684524	-1400922.1624404762	1414631.11652	909519589.5704365	-4795552.309097222	-1400919.871940002	-4795555.40154762	918580532.1666667	0.00531211309945	490944848.449
5	nan	nan	1	1	32.0	32.0	32.0	1.01	-2.06286437062e-20	-6.71379489817e-19	1.5418646618e-21	1.0	1.34920767969e-18	1.671773377e-20	6.08540233043e-20	1.0	1683282299.08	1497594.55982	-1701579.75529	1482762.19014	1183645302.2	-5133884.7026	-1684731.19186	-5133883.65978	1192753171.9	0.009950330853168092	0.0	0.0	0.0	-4.440892098500627e-16	0.0	0.0	0.0	-4.440892098500627e-16	1683282299.08	1482766.8909108911	-1684732.430980198	1482762.19014	1171926041.7821782	-5083054.160990099	-1684731.1918600006	-5083053.128495048	1180943734.5544555	0.00663355390211	506998925.121
6	nan	nan	1	1	32.0	32.0	32.0	1.012	4.97777647095e-20	-2.17243436892e-18	-4.59581548334e-21	1.0	1.52693901483e-18	2.11460451793e-20	9.59637044041e-20	1.0	1960234447.45	1534968.16541	-1930487.63504	1516761.84442	1451454903.47	-5350349.60915	-1907591.29382	-5350355.63398	1460576561.0	0.011928570865273812	0.0	0.0	0.0	-2.2204460492503136e-16	0.0	0.0	0.0	-2.2204460492503136e-16	1960234447.45	1516766.9618675888	-1907596.4773122529	1516761.84442	1434243975.7608695	-5286906.728409091	-1907591.2938200033	-5286912.681798417	1443257471.3438735	0.00795238057685	521639606.746
7	nan	nan	1	1	32.0	32.0	32.0	1.014	6.53710498343e-21	1.27387468694e-19	-1.12562737756e-20	1.0	-1.13286024484e-18	2.52314902247e-20	1.64319428684e-20	1.0	2236121410.34	1548165.0531	-2123677.1943	1526774.20266	1720016671.1	-5517908.23617	-2094348.49454	-5517919.05542	1729201342.25	0.013902905168991434	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2236121410.34	1526789.9931952662	-2094356.20739645	1526774.2026600002	1696268906.4102564	-5441724.098786983	-2094348.4945400003	-5441734.76865878	1705326767.504931	0.00926860344599	535482820.675
8	nan	nan	1	1	32.0	32.0	32.0	1.016	1.31422455722e-20	-3.78339177292e-19	-1.30628362334e-20	1.0	-2.68125632475e-19	2.14777446049e-20	-3.89982571594e-20	1.0	2511134402.15	1541213.69847	-2291435.76457	1516916.07429	1989253785.46	-5664706.78696	-2255328.94909	-5664718.55498	1998522865.18	0.015873349156290163	0.0	0.0	0.0	-4.440892098500627e-16	0.0	0.0	0.0	-4.440892098500627e-16	2511134402.15	1516942.6166043307	-2255350.1619783468	1516916.07429	1957926954.1929135	-5575498.806062993	-2255328.9490900007	-5575510.388759843	1967050064.1535435	0.0105822327709	548807945.35
9	nan	nan	1	1	32.0	32.0	32.0	1.018	1.91992135691e-19	1.16870363514e-18	-1.45120566666e-20	1.0	-1.18528364334e-18	2.65070027293e-20	-8.64337565669e-20	1.0	2785375119.32	1520420.86398	-2438235.42426	1493518.62603	2259122995.53	-5797167.83119	-2395103.65372	-5797182.4371	2268486404.58	0.017839918128331016	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2785375119.32	1493537.1944793712	-2395123.20654224	1493518.6260300004	2219177795.21611	-5694663.88132613	-2395103.653719997	-5694678.228978392	2228375643.0058937	0.0118932787522	561762763.84
